date,location,location_name,value
2021-01-30,GM,Germany,56546
2021-01-30,GM01,Baden-Württemberg State,7013
2021-01-30,GM02,Free State of Bavaria,10344
2021-01-30,GM03,Free Hanseatic City of Bremen,266
2021-01-30,GM04,Free Hanseatic City of Hamburg,1066
2021-01-30,GM05,Hesse State,4786
2021-01-30,GM06,Lower Saxony State,3253
2021-01-30,GM07,North Rhine-Westphalia State,10717
2021-01-30,GM08,Rhineland-Palatinate State,2450
2021-01-30,GM09,Saarland State,731
2021-01-30,GM10,Schleswig-Holstein State,853
2021-01-30,GM11,Brandenburg State,2263
2021-01-30,GM12,Mecklenburg-Western Pomerania State,443
2021-01-30,GM13,Free State of Saxony,6254
2021-01-30,GM14,Sachsen-Anhalt State,1705
2021-01-30,GM15,Free State of Thuringia,2164
2021-01-30,GM16,Berlin State,2238
