date,location,location_name,value
2020-09-14,GM,Germany,9350
2020-09-14,GM01,Baden-Württemberg State,1867
2020-09-14,GM02,Free State of Bavaria,2645
2020-09-14,GM03,Free Hanseatic City of Bremen,58
2020-09-14,GM04,Free Hanseatic City of Hamburg,268
2020-09-14,GM05,Hesse State,539
2020-09-14,GM06,Lower Saxony State,667
2020-09-14,GM07,North Rhine-Westphalia State,1829
2020-09-14,GM08,Rhineland-Palatinate State,246
2020-09-14,GM09,Saarland State,175
2020-09-14,GM10,Schleswig-Holstein State,161
2020-09-14,GM11,Brandenburg State,169
2020-09-14,GM12,Mecklenburg-Western Pomerania State,20
2020-09-14,GM13,Free State of Saxony,226
2020-09-14,GM14,Sachsen-Anhalt State,66
2020-09-14,GM15,Free State of Thüringia,188
2020-09-14,GM16,Berlin State,226
