date,location,location_name,value
2020-11-07,GM,Germany,11226
2020-11-07,GM01,Baden-Württemberg State,2107
2020-11-07,GM02,Free State of Bavaria,2905
2020-11-07,GM03,Free Hanseatic City of Bremen,85
2020-11-07,GM04,Free Hanseatic City of Hamburg,298
2020-11-07,GM05,Hesse State,741
2020-11-07,GM06,Lower Saxony State,811
2020-11-07,GM07,North Rhine-Westphalia State,2334
2020-11-07,GM08,Rhineland-Palatinate State,316
2020-11-07,GM09,Saarland State,199
2020-11-07,GM10,Schleswig-Holstein State,200
2020-11-07,GM11,Brandenburg State,213
2020-11-07,GM12,Mecklenburg-Western Pomerania State,29
2020-11-07,GM13,Free State of Saxony,389
2020-11-07,GM14,Sachsen-Anhalt State,89
2020-11-07,GM15,Free State of Thüringia,218
2020-11-07,GM16,Berlin State,292
