date,location,location_name,value
2021-02-28,GM,Germany,70045
2021-02-28,GM01,Baden-Württemberg State,8068
2021-02-28,GM02,Free State of Bavaria,12381
2021-02-28,GM03,Free Hanseatic City of Bremen,339
2021-02-28,GM04,Free Hanseatic City of Hamburg,1270
2021-02-28,GM05,Hesse State,5824
2021-02-28,GM06,Lower Saxony State,4296
2021-02-28,GM07,North Rhine-Westphalia State,13044
2021-02-28,GM08,Rhineland-Palatinate State,3092
2021-02-28,GM09,Saarland State,869
2021-02-28,GM10,Schleswig-Holstein State,1282
2021-02-28,GM11,Brandenburg State,2996
2021-02-28,GM12,Mecklenburg-Western Pomerania State,739
2021-02-28,GM13,Free State of Saxony,7755
2021-02-28,GM14,Sachsen-Anhalt State,2414
2021-02-28,GM15,Free State of Thuringia,2859
2021-02-28,GM16,Berlin State,2817
