date,location,location_name,value
2021-01-16,GM,Germany,45974
2021-01-16,GM01,Baden-Württemberg State,6050
2021-01-16,GM02,Free State of Bavaria,8639
2021-01-16,GM03,Free Hanseatic City of Bremen,230
2021-01-16,GM04,Free Hanseatic City of Hamburg,895
2021-01-16,GM05,Hesse State,3907
2021-01-16,GM06,Lower Saxony State,2604
2021-01-16,GM07,North Rhine-Westphalia State,9033
2021-01-16,GM08,Rhineland-Palatinate State,2035
2021-01-16,GM09,Saarland State,606
2021-01-16,GM10,Schleswig-Holstein State,648
2021-01-16,GM11,Brandenburg State,1549
2021-01-16,GM12,Mecklenburg-Western Pomerania State,296
2021-01-16,GM13,Free State of Saxony,4982
2021-01-16,GM14,Sachsen-Anhalt State,1089
2021-01-16,GM15,Free State of Thüringia,1611
2021-01-16,GM16,Berlin State,1800
