date,location,location_name,value
2020-10-25,GM,Germany,10032
2020-10-25,GM01,Baden-Württemberg State,1970
2020-10-25,GM02,Free State of Bavaria,2742
2020-10-25,GM03,Free Hanseatic City of Bremen,64
2020-10-25,GM04,Free Hanseatic City of Hamburg,283
2020-10-25,GM05,Hesse State,609
2020-10-25,GM06,Lower Saxony State,729
2020-10-25,GM07,North Rhine-Westphalia State,2017
2020-10-25,GM08,Rhineland-Palatinate State,268
2020-10-25,GM09,Saarland State,178
2020-10-25,GM10,Schleswig-Holstein State,164
2020-10-25,GM11,Brandenburg State,184
2020-10-25,GM12,Mecklenburg-Western Pomerania State,21
2020-10-25,GM13,Free State of Saxony,278
2020-10-25,GM14,Sachsen-Anhalt State,74
2020-10-25,GM15,Free State of Thüringia,202
2020-10-25,GM16,Berlin State,249
