date,location,location_name,value
2021-01-04,GM,Germany,34574
2021-01-04,GM01,Baden-Württemberg State,4947
2021-01-04,GM02,Free State of Bavaria,6925
2021-01-04,GM03,Free Hanseatic City of Bremen,204
2021-01-04,GM04,Free Hanseatic City of Hamburg,661
2021-01-04,GM05,Hesse State,2991
2021-01-04,GM06,Lower Saxony State,2041
2021-01-04,GM07,North Rhine-Westphalia State,6820
2021-01-04,GM08,Rhineland-Palatinate State,1476
2021-01-04,GM09,Saarland State,445
2021-01-04,GM10,Schleswig-Holstein State,446
2021-01-04,GM11,Brandenburg State,1008
2021-01-04,GM12,Mecklenburg-Western Pomerania State,179
2021-01-04,GM13,Free State of Saxony,3378
2021-01-04,GM14,Sachsen-Anhalt State,694
2021-01-04,GM15,Free State of Thüringia,1054
2021-01-04,GM16,Berlin State,1305
