date,location,location_name,value
2021-02-26,GM,Germany,69519
2021-02-26,GM01,Baden-Württemberg State,8042
2021-02-26,GM02,Free State of Bavaria,12329
2021-02-26,GM03,Free Hanseatic City of Bremen,333
2021-02-26,GM04,Free Hanseatic City of Hamburg,1257
2021-02-26,GM05,Hesse State,5801
2021-02-26,GM06,Lower Saxony State,4270
2021-02-26,GM07,North Rhine-Westphalia State,12958
2021-02-26,GM08,Rhineland-Palatinate State,3070
2021-02-26,GM09,Saarland State,865
2021-02-26,GM10,Schleswig-Holstein State,1272
2021-02-26,GM11,Brandenburg State,2977
2021-02-26,GM12,Mecklenburg-Western Pomerania State,727
2021-02-26,GM13,Free State of Saxony,7613
2021-02-26,GM14,Sachsen-Anhalt State,2381
2021-02-26,GM15,Free State of Thuringia,2827
2021-02-26,GM16,Berlin State,2797
