date,location,location_name,value
2020-11-30,GM,Germany,16248
2020-11-30,GM01,Baden-Württemberg State,2715
2020-11-30,GM02,Free State of Bavaria,3801
2020-11-30,GM03,Free Hanseatic City of Bremen,118
2020-11-30,GM04,Free Hanseatic City of Hamburg,372
2020-11-30,GM05,Hesse State,1248
2020-11-30,GM06,Lower Saxony State,1152
2020-11-30,GM07,North Rhine-Westphalia State,3435
2020-11-30,GM08,Rhineland-Palatinate State,517
2020-11-30,GM09,Saarland State,252
2020-11-30,GM10,Schleswig-Holstein State,253
2020-11-30,GM11,Brandenburg State,337
2020-11-30,GM12,Mecklenburg-Western Pomerania State,61
2020-11-30,GM13,Free State of Saxony,922
2020-11-30,GM14,Sachsen-Anhalt State,165
2020-11-30,GM15,Free State of Thüringia,347
2020-11-30,GM16,Berlin State,553
