date,location,location_name,value
2020-09-12,GM,Germany,9347
2020-09-12,GM01,Baden-Württemberg State,1867
2020-09-12,GM02,Free State of Bavaria,2645
2020-09-12,GM03,Free Hanseatic City of Bremen,58
2020-09-12,GM04,Free Hanseatic City of Hamburg,267
2020-09-12,GM05,Hesse State,538
2020-09-12,GM06,Lower Saxony State,667
2020-09-12,GM07,North Rhine-Westphalia State,1828
2020-09-12,GM08,Rhineland-Palatinate State,246
2020-09-12,GM09,Saarland State,175
2020-09-12,GM10,Schleswig-Holstein State,161
2020-09-12,GM11,Brandenburg State,169
2020-09-12,GM12,Mecklenburg-Western Pomerania State,20
2020-09-12,GM13,Free State of Saxony,226
2020-09-12,GM14,Sachsen-Anhalt State,66
2020-09-12,GM15,Free State of Thüringia,188
2020-09-12,GM16,Berlin State,226
