date,location,location_name,value
2020-10-27,GM,Germany,10098
2020-10-27,GM01,Baden-Württemberg State,1977
2020-10-27,GM02,Free State of Bavaria,2756
2020-10-27,GM03,Free Hanseatic City of Bremen,66
2020-10-27,GM04,Free Hanseatic City of Hamburg,283
2020-10-27,GM05,Hesse State,617
2020-10-27,GM06,Lower Saxony State,733
2020-10-27,GM07,North Rhine-Westphalia State,2031
2020-10-27,GM08,Rhineland-Palatinate State,268
2020-10-27,GM09,Saarland State,180
2020-10-27,GM10,Schleswig-Holstein State,167
2020-10-27,GM11,Brandenburg State,186
2020-10-27,GM12,Mecklenburg-Western Pomerania State,22
2020-10-27,GM13,Free State of Saxony,283
2020-10-27,GM14,Sachsen-Anhalt State,75
2020-10-27,GM15,Free State of Thüringia,203
2020-10-27,GM16,Berlin State,251
