date,location,location_name,value
2020-11-04,GM,Germany,10812
2020-11-04,GM01,Baden-Württemberg State,2056
2020-11-04,GM02,Free State of Bavaria,2843
2020-11-04,GM03,Free Hanseatic City of Bremen,78
2020-11-04,GM04,Free Hanseatic City of Hamburg,294
2020-11-04,GM05,Hesse State,699
2020-11-04,GM06,Lower Saxony State,782
2020-11-04,GM07,North Rhine-Westphalia State,2236
2020-11-04,GM08,Rhineland-Palatinate State,301
2020-11-04,GM09,Saarland State,194
2020-11-04,GM10,Schleswig-Holstein State,190
2020-11-04,GM11,Brandenburg State,203
2020-11-04,GM12,Mecklenburg-Western Pomerania State,23
2020-11-04,GM13,Free State of Saxony,350
2020-11-04,GM14,Sachsen-Anhalt State,86
2020-11-04,GM15,Free State of Thüringia,212
2020-11-04,GM16,Berlin State,265
