date,location,location_name,value
2020-07-24,GM,Germany,9111
2020-07-24,GM01,Baden-Württemberg State,1839
2020-07-24,GM02,Free State of Bavaria,2619
2020-07-24,GM03,Free Hanseatic City of Bremen,55
2020-07-24,GM04,Free Hanseatic City of Hamburg,261
2020-07-24,GM05,Hesse State,517
2020-07-24,GM06,Lower Saxony State,647
2020-07-24,GM07,North Rhine-Westphalia State,1726
2020-07-24,GM08,Rhineland-Palatinate State,238
2020-07-24,GM09,Saarland State,174
2020-07-24,GM10,Schleswig-Holstein State,155
2020-07-24,GM11,Brandenburg State,168
2020-07-24,GM12,Mecklenburg-Western Pomerania State,20
2020-07-24,GM13,Free State of Saxony,225
2020-07-24,GM14,Sachsen-Anhalt State,63
2020-07-24,GM15,Free State of Thüringia,182
2020-07-24,GM16,Berlin State,222
