date,location,location_name,value
2020-11-21,GM,Germany,13884
2020-11-21,GM01,Baden-Württemberg State,2436
2020-11-21,GM02,Free State of Bavaria,3387
2020-11-21,GM03,Free Hanseatic City of Bremen,105
2020-11-21,GM04,Free Hanseatic City of Hamburg,334
2020-11-21,GM05,Hesse State,1010
2020-11-21,GM06,Lower Saxony State,985
2020-11-21,GM07,North Rhine-Westphalia State,2943
2020-11-21,GM08,Rhineland-Palatinate State,411
2020-11-21,GM09,Saarland State,234
2020-11-21,GM10,Schleswig-Holstein State,233
2020-11-21,GM11,Brandenburg State,276
2020-11-21,GM12,Mecklenburg-Western Pomerania State,53
2020-11-21,GM13,Free State of Saxony,626
2020-11-21,GM14,Sachsen-Anhalt State,121
2020-11-21,GM15,Free State of Thüringia,289
2020-11-21,GM16,Berlin State,441
