date,location,location_name,value
2020-12-05,GM,Germany,18517
2020-12-05,GM01,Baden-Württemberg State,2978
2020-12-05,GM02,Free State of Bavaria,4249
2020-12-05,GM03,Free Hanseatic City of Bremen,133
2020-12-05,GM04,Free Hanseatic City of Hamburg,407
2020-12-05,GM05,Hesse State,1441
2020-12-05,GM06,Lower Saxony State,1256
2020-12-05,GM07,North Rhine-Westphalia State,3892
2020-12-05,GM08,Rhineland-Palatinate State,644
2020-12-05,GM09,Saarland State,268
2020-12-05,GM10,Schleswig-Holstein State,264
2020-12-05,GM11,Brandenburg State,415
2020-12-05,GM12,Mecklenburg-Western Pomerania State,73
2020-12-05,GM13,Free State of Saxony,1224
2020-12-05,GM14,Sachsen-Anhalt State,202
2020-12-05,GM15,Free State of Thüringia,414
2020-12-05,GM16,Berlin State,657
