date,location,location_name,value
2021-01-03,GM,Germany,34272
2021-01-03,GM01,Baden-Württemberg State,4925
2021-01-03,GM02,Free State of Bavaria,6868
2021-01-03,GM03,Free Hanseatic City of Bremen,202
2021-01-03,GM04,Free Hanseatic City of Hamburg,661
2021-01-03,GM05,Hesse State,2962
2021-01-03,GM06,Lower Saxony State,2028
2021-01-03,GM07,North Rhine-Westphalia State,6751
2021-01-03,GM08,Rhineland-Palatinate State,1466
2021-01-03,GM09,Saarland State,441
2021-01-03,GM10,Schleswig-Holstein State,443
2021-01-03,GM11,Brandenburg State,993
2021-01-03,GM12,Mecklenburg-Western Pomerania State,177
2021-01-03,GM13,Free State of Saxony,3353
2021-01-03,GM14,Sachsen-Anhalt State,687
2021-01-03,GM15,Free State of Thüringia,1030
2021-01-03,GM16,Berlin State,1285
