date,location,location_name,value
2021-01-21,GM,Germany,49783
2021-01-21,GM01,Baden-Württemberg State,6419
2021-01-21,GM02,Free State of Bavaria,9282
2021-01-21,GM03,Free Hanseatic City of Bremen,240
2021-01-21,GM04,Free Hanseatic City of Hamburg,950
2021-01-21,GM05,Hesse State,4257
2021-01-21,GM06,Lower Saxony State,2829
2021-01-21,GM07,North Rhine-Westphalia State,9635
2021-01-21,GM08,Rhineland-Palatinate State,2187
2021-01-21,GM09,Saarland State,645
2021-01-21,GM10,Schleswig-Holstein State,707
2021-01-21,GM11,Brandenburg State,1805
2021-01-21,GM12,Mecklenburg-Western Pomerania State,340
2021-01-21,GM13,Free State of Saxony,5433
2021-01-21,GM14,Sachsen-Anhalt State,1289
2021-01-21,GM15,Free State of Thüringia,1808
2021-01-21,GM16,Berlin State,1957
