date,location,location_name,value
2020-10-13,GM,Germany,9634
2020-10-13,GM01,Baden-Württemberg State,1903
2020-10-13,GM02,Free State of Bavaria,2689
2020-10-13,GM03,Free Hanseatic City of Bremen,61
2020-10-13,GM04,Free Hanseatic City of Hamburg,277
2020-10-13,GM05,Hesse State,562
2020-10-13,GM06,Lower Saxony State,696
2020-10-13,GM07,North Rhine-Westphalia State,1917
2020-10-13,GM08,Rhineland-Palatinate State,257
2020-10-13,GM09,Saarland State,177
2020-10-13,GM10,Schleswig-Holstein State,162
2020-10-13,GM11,Brandenburg State,169
2020-10-13,GM12,Mecklenburg-Western Pomerania State,20
2020-10-13,GM13,Free State of Saxony,248
2020-10-13,GM14,Sachsen-Anhalt State,68
2020-10-13,GM15,Free State of Thüringia,194
2020-10-13,GM16,Berlin State,234
