date,location,location_name,value
2020-10-24,GM,Germany,10003
2020-10-24,GM01,Baden-Württemberg State,1966
2020-10-24,GM02,Free State of Bavaria,2740
2020-10-24,GM03,Free Hanseatic City of Bremen,64
2020-10-24,GM04,Free Hanseatic City of Hamburg,283
2020-10-24,GM05,Hesse State,607
2020-10-24,GM06,Lower Saxony State,728
2020-10-24,GM07,North Rhine-Westphalia State,2008
2020-10-24,GM08,Rhineland-Palatinate State,268
2020-10-24,GM09,Saarland State,178
2020-10-24,GM10,Schleswig-Holstein State,164
2020-10-24,GM11,Brandenburg State,180
2020-10-24,GM12,Mecklenburg-Western Pomerania State,21
2020-10-24,GM13,Free State of Saxony,273
2020-10-24,GM14,Sachsen-Anhalt State,73
2020-10-24,GM15,Free State of Thüringia,202
2020-10-24,GM16,Berlin State,248
