date,location,location_name,value
2020-11-19,GM,Germany,13370
2020-11-19,GM01,Baden-Württemberg State,2369
2020-11-19,GM02,Free State of Bavaria,3314
2020-11-19,GM03,Free Hanseatic City of Bremen,103
2020-11-19,GM04,Free Hanseatic City of Hamburg,318
2020-11-19,GM05,Hesse State,961
2020-11-19,GM06,Lower Saxony State,951
2020-11-19,GM07,North Rhine-Westphalia State,2819
2020-11-19,GM08,Rhineland-Palatinate State,391
2020-11-19,GM09,Saarland State,231
2020-11-19,GM10,Schleswig-Holstein State,229
2020-11-19,GM11,Brandenburg State,262
2020-11-19,GM12,Mecklenburg-Western Pomerania State,47
2020-11-19,GM13,Free State of Saxony,582
2020-11-19,GM14,Sachsen-Anhalt State,113
2020-11-19,GM15,Free State of Thüringia,279
2020-11-19,GM16,Berlin State,401
