date,location,location_name,value
2021-01-15,GM,Germany,44994
2021-01-15,GM01,Baden-Württemberg State,5978
2021-01-15,GM02,Free State of Bavaria,8513
2021-01-15,GM03,Free Hanseatic City of Bremen,227
2021-01-15,GM04,Free Hanseatic City of Hamburg,882
2021-01-15,GM05,Hesse State,3843
2021-01-15,GM06,Lower Saxony State,2531
2021-01-15,GM07,North Rhine-Westphalia State,8838
2021-01-15,GM08,Rhineland-Palatinate State,1977
2021-01-15,GM09,Saarland State,599
2021-01-15,GM10,Schleswig-Holstein State,624
2021-01-15,GM11,Brandenburg State,1527
2021-01-15,GM12,Mecklenburg-Western Pomerania State,282
2021-01-15,GM13,Free State of Saxony,4794
2021-01-15,GM14,Sachsen-Anhalt State,1068
2021-01-15,GM15,Free State of Thüringia,1556
2021-01-15,GM16,Berlin State,1755
