date,location,location_name,value
2020-09-15,GM,Germany,9362
2020-09-15,GM01,Baden-Württemberg State,1868
2020-09-15,GM02,Free State of Bavaria,2647
2020-09-15,GM03,Free Hanseatic City of Bremen,59
2020-09-15,GM04,Free Hanseatic City of Hamburg,268
2020-09-15,GM05,Hesse State,540
2020-09-15,GM06,Lower Saxony State,667
2020-09-15,GM07,North Rhine-Westphalia State,1834
2020-09-15,GM08,Rhineland-Palatinate State,247
2020-09-15,GM09,Saarland State,175
2020-09-15,GM10,Schleswig-Holstein State,161
2020-09-15,GM11,Brandenburg State,169
2020-09-15,GM12,Mecklenburg-Western Pomerania State,20
2020-09-15,GM13,Free State of Saxony,226
2020-09-15,GM14,Sachsen-Anhalt State,66
2020-09-15,GM15,Free State of Thüringia,189
2020-09-15,GM16,Berlin State,226
