date,location,location_name,value
2021-01-18,GM,Germany,46633
2021-01-18,GM01,Baden-Württemberg State,6111
2021-01-18,GM02,Free State of Bavaria,8697
2021-01-18,GM03,Free Hanseatic City of Bremen,232
2021-01-18,GM04,Free Hanseatic City of Hamburg,906
2021-01-18,GM05,Hesse State,3964
2021-01-18,GM06,Lower Saxony State,2634
2021-01-18,GM07,North Rhine-Westphalia State,9123
2021-01-18,GM08,Rhineland-Palatinate State,2048
2021-01-18,GM09,Saarland State,611
2021-01-18,GM10,Schleswig-Holstein State,652
2021-01-18,GM11,Brandenburg State,1605
2021-01-18,GM12,Mecklenburg-Western Pomerania State,308
2021-01-18,GM13,Free State of Saxony,5104
2021-01-18,GM14,Sachsen-Anhalt State,1166
2021-01-18,GM15,Free State of Thüringia,1639
2021-01-18,GM16,Berlin State,1833
