date,location,location_name,value
2021-02-20,GM,Germany,67696
2021-02-20,GM01,Baden-Württemberg State,7926
2021-02-20,GM02,Free State of Bavaria,12099
2021-02-20,GM03,Free Hanseatic City of Bremen,321
2021-02-20,GM04,Free Hanseatic City of Hamburg,1216
2021-02-20,GM05,Hesse State,5642
2021-02-20,GM06,Lower Saxony State,4084
2021-02-20,GM07,North Rhine-Westphalia State,12595
2021-02-20,GM08,Rhineland-Palatinate State,2989
2021-02-20,GM09,Saarland State,848
2021-02-20,GM10,Schleswig-Holstein State,1205
2021-02-20,GM11,Brandenburg State,2907
2021-02-20,GM12,Mecklenburg-Western Pomerania State,685
2021-02-20,GM13,Free State of Saxony,7443
2021-02-20,GM14,Sachsen-Anhalt State,2285
2021-02-20,GM15,Free State of Thuringia,2731
2021-02-20,GM16,Berlin State,2720
