date,location,location_name,value
2021-01-02,GM,Germany,33960
2021-01-02,GM01,Baden-Württemberg State,4894
2021-01-02,GM02,Free State of Bavaria,6811
2021-01-02,GM03,Free Hanseatic City of Bremen,201
2021-01-02,GM04,Free Hanseatic City of Hamburg,658
2021-01-02,GM05,Hesse State,2917
2021-01-02,GM06,Lower Saxony State,2016
2021-01-02,GM07,North Rhine-Westphalia State,6701
2021-01-02,GM08,Rhineland-Palatinate State,1459
2021-01-02,GM09,Saarland State,440
2021-01-02,GM10,Schleswig-Holstein State,436
2021-01-02,GM11,Brandenburg State,982
2021-01-02,GM12,Mecklenburg-Western Pomerania State,173
2021-01-02,GM13,Free State of Saxony,3302
2021-01-02,GM14,Sachsen-Anhalt State,666
2021-01-02,GM15,Free State of Thüringia,1027
2021-01-02,GM16,Berlin State,1277
