date,location,location_name,value
2020-07-17,GM,Germany,9082
2020-07-17,GM01,Baden-Württemberg State,1839
2020-07-17,GM02,Free State of Bavaria,2616
2020-07-17,GM03,Free Hanseatic City of Bremen,55
2020-07-17,GM04,Free Hanseatic City of Hamburg,260
2020-07-17,GM05,Hesse State,514
2020-07-17,GM06,Lower Saxony State,644
2020-07-17,GM07,North Rhine-Westphalia State,1711
2020-07-17,GM08,Rhineland-Palatinate State,238
2020-07-17,GM09,Saarland State,174
2020-07-17,GM10,Schleswig-Holstein State,154
2020-07-17,GM11,Brandenburg State,167
2020-07-17,GM12,Mecklenburg-Western Pomerania State,20
2020-07-17,GM13,Free State of Saxony,225
2020-07-17,GM14,Sachsen-Anhalt State,62
2020-07-17,GM15,Free State of Thüringia,182
2020-07-17,GM16,Berlin State,221
