date,location,location_name,value
2021-03-05,GM,Germany,71504
2021-03-05,GM01,Baden-Württemberg State,8216
2021-03-05,GM02,Free State of Bavaria,12583
2021-03-05,GM03,Free Hanseatic City of Bremen,355
2021-03-05,GM04,Free Hanseatic City of Hamburg,1301
2021-03-05,GM05,Hesse State,5916
2021-03-05,GM06,Lower Saxony State,4410
2021-03-05,GM07,North Rhine-Westphalia State,13310
2021-03-05,GM08,Rhineland-Palatinate State,3151
2021-03-05,GM09,Saarland State,887
2021-03-05,GM10,Schleswig-Holstein State,1320
2021-03-05,GM11,Brandenburg State,3067
2021-03-05,GM12,Mecklenburg-Western Pomerania State,766
2021-03-05,GM13,Free State of Saxony,7940
2021-03-05,GM14,Sachsen-Anhalt State,2479
2021-03-05,GM15,Free State of Thuringia,2930
2021-03-05,GM16,Berlin State,2873
