date,location,location_name,value
2020-12-13,GM,Germany,21787
2020-12-13,GM01,Baden-Württemberg State,3400
2020-12-13,GM02,Free State of Bavaria,4848
2020-12-13,GM03,Free Hanseatic City of Bremen,154
2020-12-13,GM04,Free Hanseatic City of Hamburg,478
2020-12-13,GM05,Hesse State,1749
2020-12-13,GM06,Lower Saxony State,1419
2020-12-13,GM07,North Rhine-Westphalia State,4455
2020-12-13,GM08,Rhineland-Palatinate State,846
2020-12-13,GM09,Saarland State,301
2020-12-13,GM10,Schleswig-Holstein State,291
2020-12-13,GM11,Brandenburg State,481
2020-12-13,GM12,Mecklenburg-Western Pomerania State,96
2020-12-13,GM13,Free State of Saxony,1652
2020-12-13,GM14,Sachsen-Anhalt State,271
2020-12-13,GM15,Free State of Thüringia,533
2020-12-13,GM16,Berlin State,813
