date,location,location_name,value
2020-10-08,GM,Germany,9578
2020-10-08,GM01,Baden-Württemberg State,1898
2020-10-08,GM02,Free State of Bavaria,2681
2020-10-08,GM03,Free Hanseatic City of Bremen,60
2020-10-08,GM04,Free Hanseatic City of Hamburg,276
2020-10-08,GM05,Hesse State,557
2020-10-08,GM06,Lower Saxony State,694
2020-10-08,GM07,North Rhine-Westphalia State,1894
2020-10-08,GM08,Rhineland-Palatinate State,256
2020-10-08,GM09,Saarland State,177
2020-10-08,GM10,Schleswig-Holstein State,162
2020-10-08,GM11,Brandenburg State,169
2020-10-08,GM12,Mecklenburg-Western Pomerania State,20
2020-10-08,GM13,Free State of Saxony,243
2020-10-08,GM14,Sachsen-Anhalt State,68
2020-10-08,GM15,Free State of Thüringia,191
2020-10-08,GM16,Berlin State,232
