date,location,location_name,value
2020-10-23,GM,Germany,9954
2020-10-23,GM01,Baden-Württemberg State,1957
2020-10-23,GM02,Free State of Bavaria,2734
2020-10-23,GM03,Free Hanseatic City of Bremen,63
2020-10-23,GM04,Free Hanseatic City of Hamburg,283
2020-10-23,GM05,Hesse State,600
2020-10-23,GM06,Lower Saxony State,723
2020-10-23,GM07,North Rhine-Westphalia State,1994
2020-10-23,GM08,Rhineland-Palatinate State,267
2020-10-23,GM09,Saarland State,178
2020-10-23,GM10,Schleswig-Holstein State,164
2020-10-23,GM11,Brandenburg State,179
2020-10-23,GM12,Mecklenburg-Western Pomerania State,21
2020-10-23,GM13,Free State of Saxony,272
2020-10-23,GM14,Sachsen-Anhalt State,73
2020-10-23,GM15,Free State of Thüringia,201
2020-10-23,GM16,Berlin State,245
