date,location,location_name,value
2021-02-10,GM,Germany,62969
2021-02-10,GM01,Baden-Württemberg State,7552
2021-02-10,GM02,Free State of Bavaria,11371
2021-02-10,GM03,Free Hanseatic City of Bremen,301
2021-02-10,GM04,Free Hanseatic City of Hamburg,1158
2021-02-10,GM05,Hesse State,5296
2021-02-10,GM06,Lower Saxony State,3682
2021-02-10,GM07,North Rhine-Westphalia State,11796
2021-02-10,GM08,Rhineland-Palatinate State,2800
2021-02-10,GM09,Saarland State,795
2021-02-10,GM10,Schleswig-Holstein State,1062
2021-02-10,GM11,Brandenburg State,2716
2021-02-10,GM12,Mecklenburg-Western Pomerania State,596
2021-02-10,GM13,Free State of Saxony,6895
2021-02-10,GM14,Sachsen-Anhalt State,2010
2021-02-10,GM15,Free State of Thuringia,2432
2021-02-10,GM16,Berlin State,2507
