date,location,location_name,value
2021-02-13,GM,Germany,64742
2021-02-13,GM01,Baden-Württemberg State,7717
2021-02-13,GM02,Free State of Bavaria,11645
2021-02-13,GM03,Free Hanseatic City of Bremen,307
2021-02-13,GM04,Free Hanseatic City of Hamburg,1188
2021-02-13,GM05,Hesse State,5434
2021-02-13,GM06,Lower Saxony State,3812
2021-02-13,GM07,North Rhine-Westphalia State,12064
2021-02-13,GM08,Rhineland-Palatinate State,2873
2021-02-13,GM09,Saarland State,814
2021-02-13,GM10,Schleswig-Holstein State,1119
2021-02-13,GM11,Brandenburg State,2783
2021-02-13,GM12,Mecklenburg-Western Pomerania State,626
2021-02-13,GM13,Free State of Saxony,7106
2021-02-13,GM14,Sachsen-Anhalt State,2090
2021-02-13,GM15,Free State of Thuringia,2566
2021-02-13,GM16,Berlin State,2598
