date,location,location_name,value
2021-01-27,GM,Germany,53972
2021-01-27,GM01,Baden-Württemberg State,6803
2021-01-27,GM02,Free State of Bavaria,9943
2021-01-27,GM03,Free Hanseatic City of Bremen,257
2021-01-27,GM04,Free Hanseatic City of Hamburg,1003
2021-01-27,GM05,Hesse State,4577
2021-01-27,GM06,Lower Saxony State,3090
2021-01-27,GM07,North Rhine-Westphalia State,10301
2021-01-27,GM08,Rhineland-Palatinate State,2380
2021-01-27,GM09,Saarland State,704
2021-01-27,GM10,Schleswig-Holstein State,794
2021-01-27,GM11,Brandenburg State,2106
2021-01-27,GM12,Mecklenburg-Western Pomerania State,399
2021-01-27,GM13,Free State of Saxony,5920
2021-01-27,GM14,Sachsen-Anhalt State,1556
2021-01-27,GM15,Free State of Thüringia,2028
2021-01-27,GM16,Berlin State,2111
