date,location,location_name,value
2020-07-29,GM,Germany,9128
2020-07-29,GM01,Baden-Württemberg State,1843
2020-07-29,GM02,Free State of Bavaria,2621
2020-07-29,GM03,Free Hanseatic City of Bremen,55
2020-07-29,GM04,Free Hanseatic City of Hamburg,261
2020-07-29,GM05,Hesse State,518
2020-07-29,GM06,Lower Saxony State,649
2020-07-29,GM07,North Rhine-Westphalia State,1730
2020-07-29,GM08,Rhineland-Palatinate State,239
2020-07-29,GM09,Saarland State,174
2020-07-29,GM10,Schleswig-Holstein State,156
2020-07-29,GM11,Brandenburg State,168
2020-07-29,GM12,Mecklenburg-Western Pomerania State,20
2020-07-29,GM13,Free State of Saxony,225
2020-07-29,GM14,Sachsen-Anhalt State,64
2020-07-29,GM15,Free State of Thüringia,182
2020-07-29,GM16,Berlin State,223
