date,location,location_name,value
2020-12-02,GM,Germany,17123
2020-12-02,GM01,Baden-Württemberg State,2825
2020-12-02,GM02,Free State of Bavaria,3970
2020-12-02,GM03,Free Hanseatic City of Bremen,125
2020-12-02,GM04,Free Hanseatic City of Hamburg,385
2020-12-02,GM05,Hesse State,1338
2020-12-02,GM06,Lower Saxony State,1184
2020-12-02,GM07,North Rhine-Westphalia State,3621
2020-12-02,GM08,Rhineland-Palatinate State,572
2020-12-02,GM09,Saarland State,258
2020-12-02,GM10,Schleswig-Holstein State,258
2020-12-02,GM11,Brandenburg State,359
2020-12-02,GM12,Mecklenburg-Western Pomerania State,65
2020-12-02,GM13,Free State of Saxony,1010
2020-12-02,GM14,Sachsen-Anhalt State,181
2020-12-02,GM15,Free State of Thüringia,378
2020-12-02,GM16,Berlin State,594
