date,location,location_name,value
2021-01-26,GM,Germany,52990
2021-01-26,GM01,Baden-Württemberg State,6728
2021-01-26,GM02,Free State of Bavaria,9773
2021-01-26,GM03,Free Hanseatic City of Bremen,255
2021-01-26,GM04,Free Hanseatic City of Hamburg,990
2021-01-26,GM05,Hesse State,4494
2021-01-26,GM06,Lower Saxony State,3031
2021-01-26,GM07,North Rhine-Westphalia State,10161
2021-01-26,GM08,Rhineland-Palatinate State,2330
2021-01-26,GM09,Saarland State,696
2021-01-26,GM10,Schleswig-Holstein State,769
2021-01-26,GM11,Brandenburg State,2028
2021-01-26,GM12,Mecklenburg-Western Pomerania State,384
2021-01-26,GM13,Free State of Saxony,5799
2021-01-26,GM14,Sachsen-Anhalt State,1493
2021-01-26,GM15,Free State of Thüringia,1992
2021-01-26,GM16,Berlin State,2067
