date,location,location_name,value
2021-02-15,GM,Germany,65076
2021-02-15,GM01,Baden-Württemberg State,7752
2021-02-15,GM02,Free State of Bavaria,11692
2021-02-15,GM03,Free Hanseatic City of Bremen,312
2021-02-15,GM04,Free Hanseatic City of Hamburg,1196
2021-02-15,GM05,Hesse State,5460
2021-02-15,GM06,Lower Saxony State,3845
2021-02-15,GM07,North Rhine-Westphalia State,12118
2021-02-15,GM08,Rhineland-Palatinate State,2879
2021-02-15,GM09,Saarland State,817
2021-02-15,GM10,Schleswig-Holstein State,1131
2021-02-15,GM11,Brandenburg State,2795
2021-02-15,GM12,Mecklenburg-Western Pomerania State,634
2021-02-15,GM13,Free State of Saxony,7135
2021-02-15,GM14,Sachsen-Anhalt State,2114
2021-02-15,GM15,Free State of Thuringia,2588
2021-02-15,GM16,Berlin State,2608
