date,location,location_name,value
2020-10-15,GM,Germany,9710
2020-10-15,GM01,Baden-Württemberg State,1919
2020-10-15,GM02,Free State of Bavaria,2700
2020-10-15,GM03,Free Hanseatic City of Bremen,62
2020-10-15,GM04,Free Hanseatic City of Hamburg,278
2020-10-15,GM05,Hesse State,569
2020-10-15,GM06,Lower Saxony State,706
2020-10-15,GM07,North Rhine-Westphalia State,1931
2020-10-15,GM08,Rhineland-Palatinate State,260
2020-10-15,GM09,Saarland State,177
2020-10-15,GM10,Schleswig-Holstein State,163
2020-10-15,GM11,Brandenburg State,172
2020-10-15,GM12,Mecklenburg-Western Pomerania State,20
2020-10-15,GM13,Free State of Saxony,252
2020-10-15,GM14,Sachsen-Anhalt State,68
2020-10-15,GM15,Free State of Thüringia,196
2020-10-15,GM16,Berlin State,237
