"target","location","model","inverse_wis_weight"
"cum case","GM04","epiforecasts-EpiNow2",0.0713382648863727
"cum case","GM04","KIT-time_series_baseline",0.241322806193622
"cum case","GM04","Karlen-pypm",0.169762111574972
"cum case","GM05","USC-SIkJalpha",0.195585688302822
"cum case","GM05","ITWW-county_repro",0.150777398811882
"cum case","GM05","epiforecasts-EpiNow2",0.0990250939742777
"cum case","GM05","KIT-time_series_baseline",0.259530766672211
"cum case","GM05","Karlen-pypm",0.295081052238808
"cum case","GM06","USC-SIkJalpha",0.158945980467883
"cum case","GM06","ITWW-county_repro",0.316278561349507
"cum case","GM06","epiforecasts-EpiNow2",0.09530733214088
"cum case","GM06","KIT-time_series_baseline",0.123187785766797
"cum case","GM06","Karlen-pypm",0.306280340274932
"cum case","GM07","USC-SIkJalpha",0.196211665828449
"cum case","GM07","ITWW-county_repro",0.231678482667934
"cum case","GM07","epiforecasts-EpiNow2",0.0888940525138067
"cum case","GM07","KIT-time_series_baseline",0.228047469273184
"cum case","GM07","Karlen-pypm",0.255168329716626
"cum case","GM08","USC-SIkJalpha",0.313006259477336
"cum case","GM08","ITWW-county_repro",0.255280102280042
"cum case","GM08","epiforecasts-EpiNow2",0.0785472004343927
"cum case","GM08","KIT-time_series_baseline",0.113104657108441
"cum case","GM08","Karlen-pypm",0.240061780699788
"cum case","GM09","USC-SIkJalpha",0.102670066321952
"cum case","GM09","ITWW-county_repro",0.127321125525554
"cum case","GM09","epiforecasts-EpiNow2",0.247918484173952
"cum case","GM09","KIT-time_series_baseline",0.164467931768739
"cum case","GM09","Karlen-pypm",0.357622392209803
"cum case","GM10","USC-SIkJalpha",0.405764612216487
"cum case","GM10","ITWW-county_repro",0.304438751984005
"cum case","GM10","epiforecasts-EpiNow2",0.0827611083080391
"cum case","GM10","KIT-time_series_baseline",0.143565655812678
"cum case","GM10","Karlen-pypm",0.0634698716787904
"cum case","GM11","USC-SIkJalpha",0.534194155263413
"cum case","GM11","ITWW-county_repro",0.0514835393619242
"cum case","GM11","epiforecasts-EpiNow2",0.0944094539247946
"cum case","GM11","KIT-time_series_baseline",0.207253108943393
"cum case","GM11","Karlen-pypm",0.112659742506476
"cum case","GM12","USC-SIkJalpha",0.24795217107702
"cum case","GM12","ITWW-county_repro",0.162479671916104
"cum case","GM12","epiforecasts-EpiNow2",0.102540711263391
"cum case","GM12","KIT-time_series_baseline",0.248276903629732
"cum case","GM12","Karlen-pypm",0.238750542113753
"cum case","GM13","USC-SIkJalpha",0.217069182205569
"cum case","GM13","ITWW-county_repro",0.22950262044836
"cum case","GM13","epiforecasts-EpiNow2",0.100029752629592
"cum case","GM13","KIT-time_series_baseline",0.239437820385076
"cum case","GM13","Karlen-pypm",0.213960624331403
"cum case","GM14","USC-SIkJalpha",0.277064215748011
"cum case","GM14","ITWW-county_repro",0.213850783205433
"cum case","GM14","epiforecasts-EpiNow2",0.0998633936503841
"cum case","GM14","KIT-time_series_baseline",0.177822846005503
"cum case","GM14","Karlen-pypm",0.23139876139067
"cum case","GM15","USC-SIkJalpha",0.247348174882862
"cum case","GM15","ITWW-county_repro",0.223762624817062
"cum case","GM15","epiforecasts-EpiNow2",0.0961087985581885
"cum case","GM15","KIT-time_series_baseline",0.223916266132366
"cum case","GM15","Karlen-pypm",0.208864135609522
"cum case","GM16","USC-SIkJalpha",0.351746641025955
"cum case","GM16","ITWW-county_repro",0.325442184354068
"cum case","GM16","epiforecasts-EpiNow2",0.0617574354110849
"cum case","GM16","KIT-time_series_baseline",0.121019540144504
"cum case","GM16","Karlen-pypm",0.140034199064388
"cum case","GM","FIAS_FZJ-Epi1Ger",0.105185500846135
"cum case","GM","LANL-GrowthRate",0.110406733765813
"cum case","GM","ITWW-county_repro",0.136280751362328
"cum case","GM","epiforecasts-EpiExpert",0.243011181872762
"cum case","GM","epiforecasts-EpiNow2",0.0715328513123616
"cum case","GM","Karlen-pypm",0.221343561378637
"cum case","GM","itwm-dSEIR",0.112239419461964
"inc death","GM01","USC-SIkJalpha",0.151051049644885
"inc death","GM01","ITWW-county_repro",0.278388938369547
"inc death","GM01","epiforecasts-EpiNow2",0.240997199600035
"inc death","GM01","KIT-time_series_baseline",0.168235048294798
"inc death","GM01","Karlen-pypm",0.161327764090735
"inc death","GM02","USC-SIkJalpha",0.241401885145619
"inc death","GM02","ITWW-county_repro",0.173527646403544
"inc death","GM02","epiforecasts-EpiNow2",0.301379512323857
"inc death","GM02","KIT-time_series_baseline",0.118728127083618
"inc death","GM02","Karlen-pypm",0.164962829043362
"inc death","GM03","USC-SIkJalpha",0.243860293151709
"inc death","GM03","ITWW-county_repro",0.243774400191504
"inc death","GM03","epiforecasts-EpiNow2",0.158924803195798
"inc death","GM03","KIT-time_series_baseline",0.168047303764883
"inc death","GM03","Karlen-pypm",0.185393199696106
"inc death","GM04","USC-SIkJalpha",0.203183996150799
"inc death","GM04","ITWW-county_repro",0.252897248315882
"inc death","GM04","epiforecasts-EpiNow2",0.194671082830697
"inc death","GM04","KIT-time_series_baseline",0.155755766369687
"inc death","GM04","Karlen-pypm",0.193491906332935
"inc death","GM05","USC-SIkJalpha",0.209304818085536
"inc death","GM05","ITWW-county_repro",0.104066030808862
"inc death","GM05","epiforecasts-EpiNow2",0.346714193681174
"inc death","GM05","KIT-time_series_baseline",0.234677104198721
"inc death","GM05","Karlen-pypm",0.105237853225706
"inc death","GM06","USC-SIkJalpha",0.376033284653007
"inc death","GM06","ITWW-county_repro",0.168460622622666
"inc death","GM06","epiforecasts-EpiNow2",0.129930946399123
"inc death","GM06","KIT-time_series_baseline",0.0853294989070716
"inc death","GM06","Karlen-pypm",0.240245647418132
"inc death","GM07","USC-SIkJalpha",0.26811048223251
"inc death","GM07","ITWW-county_repro",0.145403101715085
"inc death","GM07","epiforecasts-EpiNow2",0.327012897216082
"inc death","GM07","KIT-time_series_baseline",0.0957013447729754
"inc death","GM07","Karlen-pypm",0.163772174063348
"inc death","GM08","USC-SIkJalpha",0.220735167222873
"inc death","GM08","ITWW-county_repro",0.15792777713122
"inc death","GM08","epiforecasts-EpiNow2",0.195321236223781
"inc death","GM08","KIT-time_series_baseline",0.136874931710655
"inc death","GM08","Karlen-pypm",0.289140887711471
"inc death","GM09","USC-SIkJalpha",0.130414302448444
"inc death","GM09","ITWW-county_repro",0.177912872746141
"inc death","GM09","epiforecasts-EpiNow2",0.359659848275946
"inc death","GM09","KIT-time_series_baseline",0.119486550218535
"inc death","GM09","Karlen-pypm",0.212526426310933
"inc death","GM10","USC-SIkJalpha",0.322488432729477
"inc death","GM10","ITWW-county_repro",0.258318641923306
"inc death","GM10","epiforecasts-EpiNow2",0.19235664224376
"inc death","GM10","KIT-time_series_baseline",0.054270579979121
"inc death","GM10","Karlen-pypm",0.172565703124335
"inc death","GM11","USC-SIkJalpha",0.219764582521829
"inc death","GM11","ITWW-county_repro",0.351985762158948
"inc death","GM11","epiforecasts-EpiNow2",0.191909032522434
"inc death","GM11","KIT-time_series_baseline",0.116731867831991
"inc death","GM11","Karlen-pypm",0.119608754964798
"inc death","GM12","USC-SIkJalpha",0.288654036207232
"inc death","GM12","ITWW-county_repro",0.29498729223108
"inc death","GM12","epiforecasts-EpiNow2",0.076257429629464
"inc death","GM12","KIT-time_series_baseline",0.0576754749415702
"inc death","GM12","Karlen-pypm",0.282425766990654
"inc death","GM13","USC-SIkJalpha",0.263301173104211
"inc death","GM13","ITWW-county_repro",0.110843905191308
"inc death","GM13","epiforecasts-EpiNow2",0.256129720468624
"inc death","GM13","KIT-time_series_baseline",0.210727250834396
"inc death","GM13","Karlen-pypm",0.15899795040146
"inc death","GM14","USC-SIkJalpha",0.246201074636761
"inc death","GM14","ITWW-county_repro",0.197148470900687
"inc death","GM14","epiforecasts-EpiNow2",0.217886294737037
"inc death","GM14","KIT-time_series_baseline",0.0697237859027731
"inc death","GM14","Karlen-pypm",0.269040373822741
"inc death","GM15","USC-SIkJalpha",0.289002563693971
"inc death","GM15","ITWW-county_repro",0.185158953539403
"inc death","GM15","epiforecasts-EpiNow2",0.157551338480139
"inc death","GM15","KIT-time_series_baseline",0.195339405670438
"inc death","GM15","Karlen-pypm",0.172947738616049
"inc death","GM16","USC-SIkJalpha",0.422912615446697
"inc death","GM16","ITWW-county_repro",0.294758743508159
"inc death","GM16","epiforecasts-EpiNow2",0.13402305878514
"inc death","GM16","KIT-time_series_baseline",0.0579536988600178
"inc death","GM16","Karlen-pypm",0.0903518833999862
"inc death","GM","FIAS_FZJ-Epi1Ger",0.0833902493389468
"inc death","GM","LANL-GrowthRate",0.191043141214427
"inc death","GM","MIT_CovidAnalytics-DELPHI",0.0404587291825607
"inc death","GM","USC-SIkJalpha",0.0881110869796002
"inc death","GM","epiforecasts-EpiExpert",0.0409923487868078
"inc death","GM","epiforecasts-EpiNow2",0.224377868683216
"inc death","GM","KIT-time_series_baseline",0.0706721979343084
"inc death","GM","Karlen-pypm",0.0450032283051443
"inc death","GM","itwm-dSEIR",0.215951149574988
"cum death","GM01","USC-SIkJalpha",0.132423510550406
"cum death","GM01","ITWW-county_repro",0.351501753399128
"cum death","GM01","epiforecasts-EpiNow2",0.143365977842027
"cum death","GM01","KIT-time_series_baseline",0.181610451574934
"cum death","GM01","Karlen-pypm",0.191098306633506
"cum death","GM02","USC-SIkJalpha",0.269056117744674
"cum death","GM02","ITWW-county_repro",0.178529744454209
"cum death","GM02","epiforecasts-EpiNow2",0.183631522037623
"cum death","GM02","KIT-time_series_baseline",0.140273949392924
"cum death","GM02","Karlen-pypm",0.22850866637057
"cum death","GM03","USC-SIkJalpha",0.306723668747418
"cum death","GM03","ITWW-county_repro",0.253386784616451
"cum death","GM03","epiforecasts-EpiNow2",0.136473680515858
"cum death","GM03","KIT-time_series_baseline",0.166814626862631
"cum death","GM03","Karlen-pypm",0.136601239257643
"cum death","GM04","USC-SIkJalpha",0.128538220876049
"cum death","GM04","ITWW-county_repro",0.406605615616708
"cum death","GM04","epiforecasts-EpiNow2",0.173547077949164
"cum death","GM04","KIT-time_series_baseline",0.142966087261813
"cum death","GM04","Karlen-pypm",0.148342998296266
"cum death","GM05","USC-SIkJalpha",0.238714562061415
"cum death","GM05","ITWW-county_repro",0.151746929514999
"cum death","GM05","epiforecasts-EpiNow2",0.130135549701569
"cum death","GM05","KIT-time_series_baseline",0.329067295430774
"cum death","GM05","Karlen-pypm",0.150335663291243
"cum death","GM06","USC-SIkJalpha",0.52165468440495
"cum death","GM06","ITWW-county_repro",0.141824624141942
"cum death","GM06","epiforecasts-EpiNow2",0.0668264866613628
"cum death","GM06","KIT-time_series_baseline",0.0716823050258472
"cum death","GM06","Karlen-pypm",0.198011899765898
"cum death","GM07","USC-SIkJalpha",0.281786991405923
"cum death","GM07","ITWW-county_repro",0.23591296602892
"cum death","GM07","epiforecasts-EpiNow2",0.112922559735793
"cum death","GM07","KIT-time_series_baseline",0.136643907982211
"cum death","GM07","Karlen-pypm",0.232733574847154
"cum death","GM08","USC-SIkJalpha",0.170843708561466
"cum death","GM08","ITWW-county_repro",0.20317517852773
"cum death","GM08","epiforecasts-EpiNow2",0.125518003424301
"cum death","GM08","KIT-time_series_baseline",0.151951160581926
"cum death","GM08","Karlen-pypm",0.348511948904577
"cum death","GM09","USC-SIkJalpha",0.115380762281416
"cum death","GM09","ITWW-county_repro",0.234147941764663
"cum death","GM09","epiforecasts-EpiNow2",0.224326492606188
"cum death","GM09","KIT-time_series_baseline",0.122491030525385
"cum death","GM09","Karlen-pypm",0.303653772822348
"cum death","GM10","USC-SIkJalpha",0.256838942280585
"cum death","GM10","ITWW-county_repro",0.248556089329812
"cum death","GM10","epiforecasts-EpiNow2",0.202232853386376
"cum death","GM10","KIT-time_series_baseline",0.0666943504617211
"cum death","GM10","Karlen-pypm",0.225677764541506
"cum death","GM11","USC-SIkJalpha",0.156135086936962
"cum death","GM11","ITWW-county_repro",0.467598304074967
"cum death","GM11","epiforecasts-EpiNow2",0.133695476459549
"cum death","GM11","KIT-time_series_baseline",0.115995684166583
"cum death","GM11","Karlen-pypm",0.126575448361939
"cum death","GM12","USC-SIkJalpha",0.259864512849484
"cum death","GM12","ITWW-county_repro",0.295607120313206
"cum death","GM12","epiforecasts-EpiNow2",0.081154268766958
"cum death","GM12","KIT-time_series_baseline",0.0575851579534944
"cum death","GM12","Karlen-pypm",0.305788940116857
"cum death","GM13","USC-SIkJalpha",0.400034330641167
"cum death","GM13","ITWW-county_repro",0.118829697913647
"cum death","GM13","epiforecasts-EpiNow2",0.0819673973156487
"cum death","GM13","KIT-time_series_baseline",0.242889015588004
"cum death","GM13","Karlen-pypm",0.156279558541533
"cum death","GM14","USC-SIkJalpha",0.262954017959731
"cum death","GM14","ITWW-county_repro",0.263859518319389
"cum death","GM14","epiforecasts-EpiNow2",0.125135098119432
"cum death","GM14","KIT-time_series_baseline",0.0634308244838061
"cum death","GM14","Karlen-pypm",0.284620541117642
"cum death","GM15","USC-SIkJalpha",0.299762337139543
"cum death","GM15","ITWW-county_repro",0.168192358820978
"cum death","GM15","epiforecasts-EpiNow2",0.109335150172687
"cum death","GM15","KIT-time_series_baseline",0.200560493243222
"cum death","GM15","Karlen-pypm",0.222149660623569
"cum death","GM16","USC-SIkJalpha",0.413402958585808
"cum death","GM16","ITWW-county_repro",0.359923471008052
"cum death","GM16","epiforecasts-EpiNow2",0.0780388225007506
"cum death","GM16","KIT-time_series_baseline",0.056290503076386
"cum death","GM16","Karlen-pypm",0.0923442448290032
"cum death","GM","FIAS_FZJ-Epi1Ger",0.11490086636133
"cum death","GM","LANL-GrowthRate",0.246908397699557
"cum death","GM","MIT_CovidAnalytics-DELPHI",0.0482132040696311
"cum death","GM","USC-SIkJalpha",0.0747145370333031
"cum death","GM","epiforecasts-EpiExpert",0.0456438852170082
"cum death","GM","epiforecasts-EpiNow2",0.0428175874376254
"cum death","GM","KIT-time_series_baseline",0.0796881564162409
"cum death","GM","Karlen-pypm",0.0532118593448942
"cum death","GM","itwm-dSEIR",0.29390150642041
"inc case","PL72","USC-SIkJalpha",0.213928656381973
"inc case","PL72","ITWW-county_repro",0.39640428299721
"inc case","PL72","epiforecasts-EpiNow2",0.232388346605902
"inc case","PL72","KIT-time_series_baseline",0.157278714014915
"inc case","PL73","USC-SIkJalpha",0.246583009640904
"inc case","PL73","ITWW-county_repro",0.388902674842815
"inc case","PL73","epiforecasts-EpiNow2",0.198982054732621
"inc case","PL73","KIT-time_series_baseline",0.16553226078366
"inc case","PL74","USC-SIkJalpha",0.224932529343721
"inc case","PL74","ITWW-county_repro",0.389543472483469
"inc case","PL74","epiforecasts-EpiNow2",0.256472298822618
"inc case","PL74","KIT-time_series_baseline",0.129051699350192
"inc case","PL75","USC-SIkJalpha",0.362484479742123
"inc case","PL75","ITWW-county_repro",0.217531496963734
"inc case","PL75","epiforecasts-EpiNow2",0.285706968830742
"inc case","PL75","KIT-time_series_baseline",0.134277054463402
"inc case","PL76","USC-SIkJalpha",0.248950866902246
"inc case","PL76","ITWW-county_repro",0.446946822058448
"inc case","PL76","epiforecasts-EpiNow2",0.20949333644325
"inc case","PL76","KIT-time_series_baseline",0.0946089745960557
"inc case","PL77","USC-SIkJalpha",0.212497105522573
"inc case","PL77","ITWW-county_repro",0.340523467324427
"inc case","PL77","epiforecasts-EpiNow2",0.305225604294993
"inc case","PL77","KIT-time_series_baseline",0.141753822858007
"inc case","PL78","USC-SIkJalpha",0.191058210666891
"inc case","PL78","ITWW-county_repro",0.357625250355723
"inc case","PL78","epiforecasts-EpiNow2",0.372649785407032
"inc case","PL78","KIT-time_series_baseline",0.0786667535703537
"inc case","PL79","USC-SIkJalpha",0.300580603594884
"inc case","PL79","ITWW-county_repro",0.195478973287534
"inc case","PL79","epiforecasts-EpiNow2",0.353707991897834
"inc case","PL79","KIT-time_series_baseline",0.150232431219747
"inc case","PL80","USC-SIkJalpha",0.201106282969545
"inc case","PL80","ITWW-county_repro",0.377330883409213
"inc case","PL80","epiforecasts-EpiNow2",0.333779100426165
"inc case","PL80","KIT-time_series_baseline",0.0877837331950768
"inc case","PL81","USC-SIkJalpha",0.411130897185407
"inc case","PL81","ITWW-county_repro",0.182103601869201
"inc case","PL81","epiforecasts-EpiNow2",0.259944648999082
"inc case","PL81","KIT-time_series_baseline",0.14682085194631
"inc case","PL82","USC-SIkJalpha",0.142999262420129
"inc case","PL82","ITWW-county_repro",0.334178846813936
"inc case","PL82","epiforecasts-EpiNow2",0.42199480695598
"inc case","PL82","KIT-time_series_baseline",0.100827083809955
"inc case","PL83","USC-SIkJalpha",0.154960797914534
"inc case","PL83","ITWW-county_repro",0.347974297576921
"inc case","PL83","epiforecasts-EpiNow2",0.390221838224824
"inc case","PL83","KIT-time_series_baseline",0.106843066283721
"inc case","PL84","USC-SIkJalpha",0.287579838065847
"inc case","PL84","ITWW-county_repro",0.47704811429932
"inc case","PL84","epiforecasts-EpiNow2",0.0644643328395398
"inc case","PL84","KIT-time_series_baseline",0.170907714795293
"inc case","PL85","USC-SIkJalpha",0.21284864762984
"inc case","PL85","ITWW-county_repro",0.5163419312087
"inc case","PL85","epiforecasts-EpiNow2",0.167495476014471
"inc case","PL85","KIT-time_series_baseline",0.103313945146989
"inc case","PL86","USC-SIkJalpha",0.210463680896975
"inc case","PL86","ITWW-county_repro",0.35411902553348
"inc case","PL86","epiforecasts-EpiNow2",0.264910240704926
"inc case","PL86","KIT-time_series_baseline",0.170507052864619
"inc case","PL87","USC-SIkJalpha",0.269868692047344
"inc case","PL87","ITWW-county_repro",0.29081074386226
"inc case","PL87","epiforecasts-EpiNow2",0.208940396231662
"inc case","PL87","KIT-time_series_baseline",0.230380167858733
"inc case","PL","LANL-GrowthRate",0.141959335491014
"inc case","PL","MIT_CovidAnalytics-DELPHI",0.0853820612160107
"inc case","PL","MOCOS-agent1",0.105696540577574
"inc case","PL","MIMUW-StochSEIR",0.0931642090150422
"inc case","PL","ITWW-county_repro",0.205118497825766
"inc case","PL","epiforecasts-EpiExpert",0.115258457479159
"inc case","PL","epiforecasts-EpiNow2",0.253420898395434
"cum case","PL72","USC-SIkJalpha",0.222928484074488
"cum case","PL72","ITWW-county_repro",0.47319419191995
"cum case","PL72","epiforecasts-EpiNow2",0.140214319585987
"cum case","PL72","KIT-time_series_baseline",0.163663004419575
"cum case","PL73","USC-SIkJalpha",0.300833118211364
"cum case","PL73","ITWW-county_repro",0.405126074392785
"cum case","PL73","epiforecasts-EpiNow2",0.0905087834449682
"cum case","PL73","KIT-time_series_baseline",0.203532023950883
"cum case","PL74","USC-SIkJalpha",0.268891953563808
"cum case","PL74","ITWW-county_repro",0.447923012539973
"cum case","PL74","epiforecasts-EpiNow2",0.127614160294592
"cum case","PL74","KIT-time_series_baseline",0.155570873601626
"cum case","PL75","USC-SIkJalpha",0.523629050877775
"cum case","PL75","ITWW-county_repro",0.216394899295717
"cum case","PL75","epiforecasts-EpiNow2",0.122118643121316
"cum case","PL75","KIT-time_series_baseline",0.137857406705193
"cum case","PL76","USC-SIkJalpha",0.257523157626862
"cum case","PL76","ITWW-county_repro",0.520058651103829
"cum case","PL76","epiforecasts-EpiNow2",0.124591641836892
"cum case","PL76","KIT-time_series_baseline",0.0978265494324162
"cum case","PL77","USC-SIkJalpha",0.249412479104991
"cum case","PL77","ITWW-county_repro",0.424227852351872
"cum case","PL77","epiforecasts-EpiNow2",0.1626511956841
"cum case","PL77","KIT-time_series_baseline",0.163708472859037
"cum case","PL78","USC-SIkJalpha",0.232999132255114
"cum case","PL78","ITWW-county_repro",0.503640023186291
"cum case","PL78","epiforecasts-EpiNow2",0.1701644409432
"cum case","PL78","KIT-time_series_baseline",0.0931964036153939
"cum case","PL79","USC-SIkJalpha",0.414449418126593
"cum case","PL79","ITWW-county_repro",0.191717332584145
"cum case","PL79","epiforecasts-EpiNow2",0.190986678461617
"cum case","PL79","KIT-time_series_baseline",0.202846570827645
"cum case","PL80","USC-SIkJalpha",0.201525099423721
"cum case","PL80","ITWW-county_repro",0.465375795118028
"cum case","PL80","epiforecasts-EpiNow2",0.242607455656329
"cum case","PL80","KIT-time_series_baseline",0.0904916498019226
"cum case","PL81","USC-SIkJalpha",0.56025839500097
"cum case","PL81","ITWW-county_repro",0.178771473390403
"cum case","PL81","epiforecasts-EpiNow2",0.0964432262561898
"cum case","PL81","KIT-time_series_baseline",0.164526905352437
"cum case","PL82","USC-SIkJalpha",0.183474947595743
"cum case","PL82","ITWW-county_repro",0.494116088435461
"cum case","PL82","epiforecasts-EpiNow2",0.180324867200749
"cum case","PL82","KIT-time_series_baseline",0.142084096768047
"cum case","PL83","USC-SIkJalpha",0.189958759042605
"cum case","PL83","ITWW-county_repro",0.481759231064172
"cum case","PL83","epiforecasts-EpiNow2",0.200442321509465
"cum case","PL83","KIT-time_series_baseline",0.127839688383759
"cum case","PL84","USC-SIkJalpha",0.30439205034813
"cum case","PL84","ITWW-county_repro",0.482490783005249
"cum case","PL84","epiforecasts-EpiNow2",0.0488661903636027
"cum case","PL84","KIT-time_series_baseline",0.164250976283019
"cum case","PL85","USC-SIkJalpha",0.200225173196114
"cum case","PL85","ITWW-county_repro",0.587345781612029
"cum case","PL85","epiforecasts-EpiNow2",0.10579604171657
"cum case","PL85","KIT-time_series_baseline",0.106633003475287
"cum case","PL86","USC-SIkJalpha",0.239159896070056
"cum case","PL86","ITWW-county_repro",0.429457624723443
"cum case","PL86","epiforecasts-EpiNow2",0.124651591143833
"cum case","PL86","KIT-time_series_baseline",0.206730888062668
"cum case","PL87","USC-SIkJalpha",0.326470469587287
"cum case","PL87","ITWW-county_repro",0.310117696382906
"cum case","PL87","epiforecasts-EpiNow2",0.0959247150183612
"cum case","PL87","KIT-time_series_baseline",0.267487119011446
"cum case","PL","LANL-GrowthRate",0.160829225329954
