"target","location","model","inverse_wis_weight"
"inc case","GM01","USC-SIkJalpha",0.228937205077959
"inc case","GM01","ITWW-county_repro",0.3391763622607
"inc case","GM01","epiforecasts-EpiNow2",0.152735695085412
"inc case","GM01","KIT-time_series_baseline",0.130490113167062
"inc case","GM01","Karlen-pypm",0.148660624408866
"inc case","GM02","USC-SIkJalpha",0.207415247550345
"inc case","GM02","ITWW-county_repro",0.279859543679959
"inc case","GM02","epiforecasts-EpiNow2",0.150008092029473
"inc case","GM02","KIT-time_series_baseline",0.167948494692407
"inc case","GM02","Karlen-pypm",0.194768622047817
"inc case","GM03","USC-SIkJalpha",0.219409011358067
"inc case","GM03","ITWW-county_repro",0.0866677637648491
"inc case","GM03","epiforecasts-EpiNow2",0.275646402654412
"inc case","GM03","KIT-time_series_baseline",0.206847674609124
"inc case","GM03","Karlen-pypm",0.211429147613548
"inc case","GM04","USC-SIkJalpha",0.187097257874402
"inc case","GM04","ITWW-county_repro",0.34574356279773
"inc case","GM04","epiforecasts-EpiNow2",0.178668791891495
"inc case","GM04","KIT-time_series_baseline",0.177817891857069
"inc case","GM04","Karlen-pypm",0.110672495579305
"inc case","GM05","USC-SIkJalpha",0.22459728603548
"inc case","GM05","ITWW-county_repro",0.25465851655326
"inc case","GM05","epiforecasts-EpiNow2",0.155864302565355
"inc case","GM05","KIT-time_series_baseline",0.178310317262873
"inc case","GM05","Karlen-pypm",0.186569577583032
"inc case","GM06","USC-SIkJalpha",0.204950527547341
"inc case","GM06","ITWW-county_repro",0.158252641878434
"inc case","GM06","epiforecasts-EpiNow2",0.180749353334574
"inc case","GM06","KIT-time_series_baseline",0.320082672155049
"inc case","GM06","Karlen-pypm",0.135964805084602
"inc case","GM07","USC-SIkJalpha",0.292757346337373
"inc case","GM07","ITWW-county_repro",0.203407637309909
"inc case","GM07","epiforecasts-EpiNow2",0.162551855715836
"inc case","GM07","KIT-time_series_baseline",0.156780214560913
"inc case","GM07","Karlen-pypm",0.18450294607597
"inc case","GM08","USC-SIkJalpha",0.210882647397685
"inc case","GM08","ITWW-county_repro",0.18443545041184
"inc case","GM08","epiforecasts-EpiNow2",0.175886223878128
"inc case","GM08","KIT-time_series_baseline",0.19989978244318
"inc case","GM08","Karlen-pypm",0.228895895869166
"inc case","GM09","USC-SIkJalpha",0.165510161609233
"inc case","GM09","ITWW-county_repro",0.119737660774264
"inc case","GM09","epiforecasts-EpiNow2",0.234311831462951
"inc case","GM09","KIT-time_series_baseline",0.151054425751652
"inc case","GM09","Karlen-pypm",0.329385920401899
"inc case","GM10","USC-SIkJalpha",0.28736445680523
"inc case","GM10","ITWW-county_repro",0.162915450294829
"inc case","GM10","epiforecasts-EpiNow2",0.268086917061253
"inc case","GM10","KIT-time_series_baseline",0.142860765571512
"inc case","GM10","Karlen-pypm",0.138772410267176
"inc case","GM11","USC-SIkJalpha",0.228975535156243
"inc case","GM11","ITWW-county_repro",0.0274555729229444
"inc case","GM11","epiforecasts-EpiNow2",0.185004099651929
"inc case","GM11","KIT-time_series_baseline",0.119289266661867
"inc case","GM11","Karlen-pypm",0.439275525607017
"inc case","GM12","USC-SIkJalpha",0.200587388213158
"inc case","GM12","ITWW-county_repro",0.228735173164194
"inc case","GM12","epiforecasts-EpiNow2",0.25112586534053
"inc case","GM12","KIT-time_series_baseline",0.138530045227432
"inc case","GM12","Karlen-pypm",0.181021528054686
"inc case","GM13","USC-SIkJalpha",0.209328433517947
"inc case","GM13","ITWW-county_repro",0.238358961220684
"inc case","GM13","epiforecasts-EpiNow2",0.179921017678844
"inc case","GM13","KIT-time_series_baseline",0.177084591209348
"inc case","GM13","Karlen-pypm",0.195306996373177
"inc case","GM14","USC-SIkJalpha",0.232606005995445
"inc case","GM14","ITWW-county_repro",0.178540237706258
"inc case","GM14","epiforecasts-EpiNow2",0.202545411116231
"inc case","GM14","KIT-time_series_baseline",0.172189577717297
"inc case","GM14","Karlen-pypm",0.21411876746477
"inc case","GM15","USC-SIkJalpha",0.174931875067612
"inc case","GM15","ITWW-county_repro",0.224521917255591
"inc case","GM15","epiforecasts-EpiNow2",0.219928677167247
"inc case","GM15","KIT-time_series_baseline",0.193251343556491
"inc case","GM15","Karlen-pypm",0.18736618695306
"inc case","GM16","USC-SIkJalpha",0.205244521408023
"inc case","GM16","ITWW-county_repro",0.358653913158445
"inc case","GM16","epiforecasts-EpiNow2",0.184885116115392
"inc case","GM16","KIT-time_series_baseline",0.11309521714301
"inc case","GM16","Karlen-pypm",0.138121232175129
"inc case","GM","FIAS_FZJ-Epi1Ger",0.0708069682657174
"inc case","GM","LANL-GrowthRate",0.118709484705436
"inc case","GM","USC-SIkJalpha",0.150256575754538
"inc case","GM","ITWW-county_repro",0.154851301295906
"inc case","GM","epiforecasts-EpiExpert",0.143984456069322
"inc case","GM","epiforecasts-EpiNow2",0.133574949062077
"inc case","GM","Karlen-pypm",0.1301195868904
"inc case","GM","itwm-dSEIR",0.0976966779566026
"cum case","GM01","USC-SIkJalpha",0.290235279785385
"cum case","GM01","ITWW-county_repro",0.354022226057289
"cum case","GM01","epiforecasts-EpiNow2",0.056459338740322
"cum case","GM01","KIT-time_series_baseline",0.141772280522191
"cum case","GM01","Karlen-pypm",0.157510874894813
"cum case","GM02","USC-SIkJalpha",0.249606445731286
"cum case","GM02","ITWW-county_repro",0.28080038579779
"cum case","GM02","epiforecasts-EpiNow2",0.0653031419309218
"cum case","GM02","KIT-time_series_baseline",0.183755927563102
"cum case","GM02","Karlen-pypm",0.220534098976901
"cum case","GM03","USC-SIkJalpha",0.375473653910653
"cum case","GM03","ITWW-county_repro",0.0970800888338559
"cum case","GM03","epiforecasts-EpiNow2",0.102805793803815
"cum case","GM03","KIT-time_series_baseline",0.207449888023712
"cum case","GM03","Karlen-pypm",0.217190575427965
"cum case","GM04","USC-SIkJalpha",0.259248634864644
"cum case","GM04","ITWW-county_repro",0.413993866590763
"cum case","GM04","epiforecasts-EpiNow2",0.0549494702798261
"cum case","GM04","KIT-time_series_baseline",0.167048759319801
"cum case","GM04","Karlen-pypm",0.104759268944966
"cum case","GM05","USC-SIkJalpha",0.269791712712641
"cum case","GM05","ITWW-county_repro",0.251941611845997
"cum case","GM05","epiforecasts-EpiNow2",0.0640619353708432
"cum case","GM05","KIT-time_series_baseline",0.197893961771632
"cum case","GM05","Karlen-pypm",0.216310778298887
"cum case","GM06","USC-SIkJalpha",0.319095537172958
"cum case","GM06","ITWW-county_repro",0.183274005612991
"cum case","GM06","epiforecasts-EpiNow2",0.0399332993546573
"cum case","GM06","KIT-time_series_baseline",0.32059445344518
"cum case","GM06","Karlen-pypm",0.137102704414214
