"forecast_date","target","target_end_date","location","type","quantile","value"
2020-11-30,"1 wk ahead cum case",2020-12-05,"PL","point",NA,996828
2020-11-30,"1 wk ahead inc case",2020-12-05,"PL","point",NA,46132
2020-11-30,"1 wk ahead cum case",2020-12-05,"PL","quantile",0.01,959082
2020-11-30,"1 wk ahead cum case",2020-12-05,"PL","quantile",0.025,960059
2020-11-30,"1 wk ahead cum case",2020-12-05,"PL","quantile",0.05,962369
2020-11-30,"1 wk ahead cum case",2020-12-05,"PL","quantile",0.1,964864
2020-11-30,"1 wk ahead cum case",2020-12-05,"PL","quantile",0.15,966616
2020-11-30,"1 wk ahead cum case",2020-12-05,"PL","quantile",0.2,970865
2020-11-30,"1 wk ahead cum case",2020-12-05,"PL","quantile",0.25,975254
2020-11-30,"1 wk ahead cum case",2020-12-05,"PL","quantile",0.3,978950
2020-11-30,"1 wk ahead cum case",2020-12-05,"PL","quantile",0.35,982365
2020-11-30,"1 wk ahead cum case",2020-12-05,"PL","quantile",0.4,986465
2020-11-30,"1 wk ahead cum case",2020-12-05,"PL","quantile",0.45,990582
2020-11-30,"1 wk ahead cum case",2020-12-05,"PL","quantile",0.5,996828
2020-11-30,"1 wk ahead cum case",2020-12-05,"PL","quantile",0.55,1002829
2020-11-30,"1 wk ahead cum case",2020-12-05,"PL","quantile",0.6,1005185
2020-11-30,"1 wk ahead cum case",2020-12-05,"PL","quantile",0.65,1013445
2020-11-30,"1 wk ahead cum case",2020-12-05,"PL","quantile",0.7,1021180
2020-11-30,"1 wk ahead cum case",2020-12-05,"PL","quantile",0.75,1034412
2020-11-30,"1 wk ahead cum case",2020-12-05,"PL","quantile",0.8,1063643
2020-11-30,"1 wk ahead cum case",2020-12-05,"PL","quantile",0.85,1095236
2020-11-30,"1 wk ahead cum case",2020-12-05,"PL","quantile",0.9,1102277
2020-11-30,"1 wk ahead cum case",2020-12-05,"PL","quantile",0.95,1112426
2020-11-30,"1 wk ahead cum case",2020-12-05,"PL","quantile",0.975,1114838
2020-11-30,"1 wk ahead cum case",2020-12-05,"PL","quantile",0.99,1124147
2020-11-30,"1 wk ahead inc case",2020-12-05,"PL","quantile",0.01,8386
2020-11-30,"1 wk ahead inc case",2020-12-05,"PL","quantile",0.025,9363
2020-11-30,"1 wk ahead inc case",2020-12-05,"PL","quantile",0.05,11673
2020-11-30,"1 wk ahead inc case",2020-12-05,"PL","quantile",0.1,14168
2020-11-30,"1 wk ahead inc case",2020-12-05,"PL","quantile",0.15,15920
2020-11-30,"1 wk ahead inc case",2020-12-05,"PL","quantile",0.2,20169
2020-11-30,"1 wk ahead inc case",2020-12-05,"PL","quantile",0.25,24558
2020-11-30,"1 wk ahead inc case",2020-12-05,"PL","quantile",0.3,28254
2020-11-30,"1 wk ahead inc case",2020-12-05,"PL","quantile",0.35,31669
2020-11-30,"1 wk ahead inc case",2020-12-05,"PL","quantile",0.4,35769
2020-11-30,"1 wk ahead inc case",2020-12-05,"PL","quantile",0.45,39886
2020-11-30,"1 wk ahead inc case",2020-12-05,"PL","quantile",0.5,46132
2020-11-30,"1 wk ahead inc case",2020-12-05,"PL","quantile",0.55,52133
2020-11-30,"1 wk ahead inc case",2020-12-05,"PL","quantile",0.6,54489
2020-11-30,"1 wk ahead inc case",2020-12-05,"PL","quantile",0.65,62749
2020-11-30,"1 wk ahead inc case",2020-12-05,"PL","quantile",0.7,70484
2020-11-30,"1 wk ahead inc case",2020-12-05,"PL","quantile",0.75,83716
2020-11-30,"1 wk ahead inc case",2020-12-05,"PL","quantile",0.8,112947
2020-11-30,"1 wk ahead inc case",2020-12-05,"PL","quantile",0.85,144540
2020-11-30,"1 wk ahead inc case",2020-12-05,"PL","quantile",0.9,151581
2020-11-30,"1 wk ahead inc case",2020-12-05,"PL","quantile",0.95,161730
2020-11-30,"1 wk ahead inc case",2020-12-05,"PL","quantile",0.975,164142
2020-11-30,"1 wk ahead inc case",2020-12-05,"PL","quantile",0.99,173451
2020-11-30,"2 wk ahead cum case",2020-12-12,"PL","point",NA,1045837
2020-11-30,"2 wk ahead inc case",2020-12-12,"PL","point",NA,49007
2020-11-30,"2 wk ahead cum case",2020-12-12,"PL","quantile",0.01,965619
2020-11-30,"2 wk ahead cum case",2020-12-12,"PL","quantile",0.025,966920
2020-11-30,"2 wk ahead cum case",2020-12-12,"PL","quantile",0.05,972487
2020-11-30,"2 wk ahead cum case",2020-12-12,"PL","quantile",0.1,979906
2020-11-30,"2 wk ahead cum case",2020-12-12,"PL","quantile",0.15,981696
2020-11-30,"2 wk ahead cum case",2020-12-12,"PL","quantile",0.2,989160
2020-11-30,"2 wk ahead cum case",2020-12-12,"PL","quantile",0.25,999615
2020-11-30,"2 wk ahead cum case",2020-12-12,"PL","quantile",0.3,1007493
2020-11-30,"2 wk ahead cum case",2020-12-12,"PL","quantile",0.35,1014411
2020-11-30,"2 wk ahead cum case",2020-12-12,"PL","quantile",0.4,1019829
2020-11-30,"2 wk ahead cum case",2020-12-12,"PL","quantile",0.45,1029088
2020-11-30,"2 wk ahead cum case",2020-12-12,"PL","quantile",0.5,1045837
2020-11-30,"2 wk ahead cum case",2020-12-12,"PL","quantile",0.55,1059434
2020-11-30,"2 wk ahead cum case",2020-12-12,"PL","quantile",0.6,1068510
2020-11-30,"2 wk ahead cum case",2020-12-12,"PL","quantile",0.65,1085505
2020-11-30,"2 wk ahead cum case",2020-12-12,"PL","quantile",0.7,1094996
2020-11-30,"2 wk ahead cum case",2020-12-12,"PL","quantile",0.75,1117146
2020-11-30,"2 wk ahead cum case",2020-12-12,"PL","quantile",0.8,1191765
2020-11-30,"2 wk ahead cum case",2020-12-12,"PL","quantile",0.85,1247164
2020-11-30,"2 wk ahead cum case",2020-12-12,"PL","quantile",0.9,1275270
2020-11-30,"2 wk ahead cum case",2020-12-12,"PL","quantile",0.95,1290603
2020-11-30,"2 wk ahead cum case",2020-12-12,"PL","quantile",0.975,1293167
2020-11-30,"2 wk ahead cum case",2020-12-12,"PL","quantile",0.99,1298401
2020-11-30,"2 wk ahead inc case",2020-12-12,"PL","quantile",0.01,6212
2020-11-30,"2 wk ahead inc case",2020-12-12,"PL","quantile",0.025,7017
2020-11-30,"2 wk ahead inc case",2020-12-12,"PL","quantile",0.05,10117
2020-11-30,"2 wk ahead inc case",2020-12-12,"PL","quantile",0.1,13591
2020-11-30,"2 wk ahead inc case",2020-12-12,"PL","quantile",0.15,15816
2020-11-30,"2 wk ahead inc case",2020-12-12,"PL","quantile",0.2,18956
2020-11-30,"2 wk ahead inc case",2020-12-12,"PL","quantile",0.25,22203
2020-11-30,"2 wk ahead inc case",2020-12-12,"PL","quantile",0.3,26693
2020-11-30,"2 wk ahead inc case",2020-12-12,"PL","quantile",0.35,30992
2020-11-30,"2 wk ahead inc case",2020-12-12,"PL","quantile",0.4,36527
2020-11-30,"2 wk ahead inc case",2020-12-12,"PL","quantile",0.45,39322
2020-11-30,"2 wk ahead inc case",2020-12-12,"PL","quantile",0.5,49007
2020-11-30,"2 wk ahead inc case",2020-12-12,"PL","quantile",0.55,56010
2020-11-30,"2 wk ahead inc case",2020-12-12,"PL","quantile",0.6,61031
2020-11-30,"2 wk ahead inc case",2020-12-12,"PL","quantile",0.65,71313
2020-11-30,"2 wk ahead inc case",2020-12-12,"PL","quantile",0.7,76978
2020-11-30,"2 wk ahead inc case",2020-12-12,"PL","quantile",0.75,85730
2020-11-30,"2 wk ahead inc case",2020-12-12,"PL","quantile",0.8,128544
2020-11-30,"2 wk ahead inc case",2020-12-12,"PL","quantile",0.85,151641
2020-11-30,"2 wk ahead inc case",2020-12-12,"PL","quantile",0.9,167120
2020-11-30,"2 wk ahead inc case",2020-12-12,"PL","quantile",0.95,178175
2020-11-30,"2 wk ahead inc case",2020-12-12,"PL","quantile",0.975,181632
2020-11-30,"2 wk ahead inc case",2020-12-12,"PL","quantile",0.99,184187
2020-11-30,"3 wk ahead cum case",2020-12-19,"PL","point",NA,1092402
2020-11-30,"3 wk ahead inc case",2020-12-19,"PL","point",NA,48339
2020-11-30,"3 wk ahead cum case",2020-12-19,"PL","quantile",0.01,970082
2020-11-30,"3 wk ahead cum case",2020-12-19,"PL","quantile",0.025,972652
2020-11-30,"3 wk ahead cum case",2020-12-19,"PL","quantile",0.05,981474
2020-11-30,"3 wk ahead cum case",2020-12-19,"PL","quantile",0.1,990144
2020-11-30,"3 wk ahead cum case",2020-12-19,"PL","quantile",0.15,996905
2020-11-30,"3 wk ahead cum case",2020-12-19,"PL","quantile",0.2,1006620
2020-11-30,"3 wk ahead cum case",2020-12-19,"PL","quantile",0.25,1021852
2020-11-30,"3 wk ahead cum case",2020-12-19,"PL","quantile",0.3,1033080
2020-11-30,"3 wk ahead cum case",2020-12-19,"PL","quantile",0.35,1047586
2020-11-30,"3 wk ahead cum case",2020-12-19,"PL","quantile",0.4,1051331
2020-11-30,"3 wk ahead cum case",2020-12-19,"PL","quantile",0.45,1067834
2020-11-30,"3 wk ahead cum case",2020-12-19,"PL","quantile",0.5,1092402
2020-11-30,"3 wk ahead cum case",2020-12-19,"PL","quantile",0.55,1119541
2020-11-30,"3 wk ahead cum case",2020-12-19,"PL","quantile",0.6,1129197
2020-11-30,"3 wk ahead cum case",2020-12-19,"PL","quantile",0.65,1159901
2020-11-30,"3 wk ahead cum case",2020-12-19,"PL","quantile",0.7,1179994
2020-11-30,"3 wk ahead cum case",2020-12-19,"PL","quantile",0.75,1211871
2020-11-30,"3 wk ahead cum case",2020-12-19,"PL","quantile",0.8,1327334
2020-11-30,"3 wk ahead cum case",2020-12-19,"PL","quantile",0.85,1424960
2020-11-30,"3 wk ahead cum case",2020-12-19,"PL","quantile",0.9,1442687
2020-11-30,"3 wk ahead cum case",2020-12-19,"PL","quantile",0.95,1466076
2020-11-30,"3 wk ahead cum case",2020-12-19,"PL","quantile",0.975,1472360
2020-11-30,"3 wk ahead cum case",2020-12-19,"PL","quantile",0.99,1472856
2020-11-30,"3 wk ahead inc case",2020-12-19,"PL","quantile",0.01,4974
2020-11-30,"3 wk ahead inc case",2020-12-19,"PL","quantile",0.025,5732
2020-11-30,"3 wk ahead inc case",2020-12-19,"PL","quantile",0.05,8987
2020-11-30,"3 wk ahead inc case",2020-12-19,"PL","quantile",0.1,11767
2020-11-30,"3 wk ahead inc case",2020-12-19,"PL","quantile",0.15,14661
2020-11-30,"3 wk ahead inc case",2020-12-19,"PL","quantile",0.2,18190
2020-11-30,"3 wk ahead inc case",2020-12-19,"PL","quantile",0.25,21358
2020-11-30,"3 wk ahead inc case",2020-12-19,"PL","quantile",0.3,26015
2020-11-30,"3 wk ahead inc case",2020-12-19,"PL","quantile",0.35,29840
2020-11-30,"3 wk ahead inc case",2020-12-19,"PL","quantile",0.4,34320
2020-11-30,"3 wk ahead inc case",2020-12-19,"PL","quantile",0.45,40214
2020-11-30,"3 wk ahead inc case",2020-12-19,"PL","quantile",0.5,48339
2020-11-30,"3 wk ahead inc case",2020-12-19,"PL","quantile",0.55,58467
2020-11-30,"3 wk ahead inc case",2020-12-19,"PL","quantile",0.6,65024
2020-11-30,"3 wk ahead inc case",2020-12-19,"PL","quantile",0.65,72136
2020-11-30,"3 wk ahead inc case",2020-12-19,"PL","quantile",0.7,84488
2020-11-30,"3 wk ahead inc case",2020-12-19,"PL","quantile",0.75,98476
2020-11-30,"3 wk ahead inc case",2020-12-19,"PL","quantile",0.8,135070
2020-11-30,"3 wk ahead inc case",2020-12-19,"PL","quantile",0.85,164532
2020-11-30,"3 wk ahead inc case",2020-12-19,"PL","quantile",0.9,172150
2020-11-30,"3 wk ahead inc case",2020-12-19,"PL","quantile",0.95,182109
2020-11-30,"3 wk ahead inc case",2020-12-19,"PL","quantile",0.975,184213
2020-11-30,"3 wk ahead inc case",2020-12-19,"PL","quantile",0.99,189522
2020-11-30,"4 wk ahead cum case",2020-12-26,"PL","point",NA,1147852
2020-11-30,"4 wk ahead inc case",2020-12-26,"PL","point",NA,50052
2020-11-30,"4 wk ahead cum case",2020-12-26,"PL","quantile",0.01,974224
2020-11-30,"4 wk ahead cum case",2020-12-26,"PL","quantile",0.025,977948
2020-11-30,"4 wk ahead cum case",2020-12-26,"PL","quantile",0.05,989370
2020-11-30,"4 wk ahead cum case",2020-12-26,"PL","quantile",0.1,1001321
2020-11-30,"4 wk ahead cum case",2020-12-26,"PL","quantile",0.15,1009457
2020-11-30,"4 wk ahead cum case",2020-12-26,"PL","quantile",0.2,1022933
2020-11-30,"4 wk ahead cum case",2020-12-26,"PL","quantile",0.25,1043313
2020-11-30,"4 wk ahead cum case",2020-12-26,"PL","quantile",0.3,1059424
2020-11-30,"4 wk ahead cum case",2020-12-26,"PL","quantile",0.35,1077754
2020-11-30,"4 wk ahead cum case",2020-12-26,"PL","quantile",0.4,1085335
2020-11-30,"4 wk ahead cum case",2020-12-26,"PL","quantile",0.45,1113287
2020-11-30,"4 wk ahead cum case",2020-12-26,"PL","quantile",0.5,1147852
2020-11-30,"4 wk ahead cum case",2020-12-26,"PL","quantile",0.55,1179432
2020-11-30,"4 wk ahead cum case",2020-12-26,"PL","quantile",0.6,1204919
