"forecast_date","target","target_end_date","location","type","quantile","value"
2021-01-18,"1 wk ahead cum case",2021-01-23,"PL","point",NA,1475008
2021-01-18,"1 wk ahead inc case",2021-01-23,"PL","point",NA,45307
2021-01-18,"1 wk ahead cum case",2021-01-23,"PL","quantile",0.01,1469245
2021-01-18,"1 wk ahead cum case",2021-01-23,"PL","quantile",0.025,1470213
2021-01-18,"1 wk ahead cum case",2021-01-23,"PL","quantile",0.05,1471051
2021-01-18,"1 wk ahead cum case",2021-01-23,"PL","quantile",0.1,1471913
2021-01-18,"1 wk ahead cum case",2021-01-23,"PL","quantile",0.15,1472487
2021-01-18,"1 wk ahead cum case",2021-01-23,"PL","quantile",0.2,1472975
2021-01-18,"1 wk ahead cum case",2021-01-23,"PL","quantile",0.25,1473274
2021-01-18,"1 wk ahead cum case",2021-01-23,"PL","quantile",0.3,1473683
2021-01-18,"1 wk ahead cum case",2021-01-23,"PL","quantile",0.35,1473978
2021-01-18,"1 wk ahead cum case",2021-01-23,"PL","quantile",0.4,1474360
2021-01-18,"1 wk ahead cum case",2021-01-23,"PL","quantile",0.45,1474772
2021-01-18,"1 wk ahead cum case",2021-01-23,"PL","quantile",0.5,1475008
2021-01-18,"1 wk ahead cum case",2021-01-23,"PL","quantile",0.55,1475324
2021-01-18,"1 wk ahead cum case",2021-01-23,"PL","quantile",0.6,1475582
2021-01-18,"1 wk ahead cum case",2021-01-23,"PL","quantile",0.65,1475887
2021-01-18,"1 wk ahead cum case",2021-01-23,"PL","quantile",0.7,1476286
2021-01-18,"1 wk ahead cum case",2021-01-23,"PL","quantile",0.75,1476673
2021-01-18,"1 wk ahead cum case",2021-01-23,"PL","quantile",0.8,1477118
2021-01-18,"1 wk ahead cum case",2021-01-23,"PL","quantile",0.85,1477672
2021-01-18,"1 wk ahead cum case",2021-01-23,"PL","quantile",0.9,1478318
2021-01-18,"1 wk ahead cum case",2021-01-23,"PL","quantile",0.95,1479094
2021-01-18,"1 wk ahead cum case",2021-01-23,"PL","quantile",0.975,1480012
2021-01-18,"1 wk ahead cum case",2021-01-23,"PL","quantile",0.99,1480795
2021-01-18,"1 wk ahead inc case",2021-01-23,"PL","quantile",0.01,39544
2021-01-18,"1 wk ahead inc case",2021-01-23,"PL","quantile",0.025,40512
2021-01-18,"1 wk ahead inc case",2021-01-23,"PL","quantile",0.05,41350
2021-01-18,"1 wk ahead inc case",2021-01-23,"PL","quantile",0.1,42212
2021-01-18,"1 wk ahead inc case",2021-01-23,"PL","quantile",0.15,42786
2021-01-18,"1 wk ahead inc case",2021-01-23,"PL","quantile",0.2,43274
2021-01-18,"1 wk ahead inc case",2021-01-23,"PL","quantile",0.25,43573
2021-01-18,"1 wk ahead inc case",2021-01-23,"PL","quantile",0.3,43982
2021-01-18,"1 wk ahead inc case",2021-01-23,"PL","quantile",0.35,44277
2021-01-18,"1 wk ahead inc case",2021-01-23,"PL","quantile",0.4,44659
2021-01-18,"1 wk ahead inc case",2021-01-23,"PL","quantile",0.45,45071
2021-01-18,"1 wk ahead inc case",2021-01-23,"PL","quantile",0.5,45307
