id,Country,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17
0,"Washington",2925,2954,2983,3014,3045,3077,3109,3142,3174,3207,3241,3274,3307,3340,3372,3403,3434,3463,3493,3521,3549,3577,3604,3630,3655,3680,3705,3729,3752,3775,3797,3818,3839,3860,3880,3900,3919,3938,3956,3973,3991,4007,4024,4040,4055,4070,4085,4099,4113,4127,4140,4153,4166,4178,4190,4201,4212,4223,4234,4244,4254,4264,4273,4282,4291,4300,4309,4317,4325,4332,4340,4347,4354,4361,4368,4374,4381,4387,4393,4399,4404,4410,4415,4420,4425,4430,4435,4439,4444,4448,4452,4456,4460,4464,4468,4471,4475,4478,4481,4485,4488,4491
1,"Illinois",14116,14280,14442,14601,14756,14908,15057,15203,15346,15487,15625,15763,15899,16034,16166,16298,16429,16560,16689,16818,16945,17071,17196,17319,17441,17561,17680,17798,17913,18028,18140,18251,18359,18466,18572,18675,18777,18877,18974,19070,19165,19257,19347,19435,19522,19607,19689,19770,19849,19927,20002,20076,20147,20217,20286,20352,20417,20480,20542,20601,20660,20716,20771,20825,20877,20928,20977,21025,21071,21116,21160,21203,21244,21284,21323,21360,21397,21432,21467,21500,21532,21563,21594,21623,21651,21679,21705,21731,21756,21780,21804,21826,21848,21869,21890,21909,21929,21947,21965,21982,21999,22015
2,"California",19928,20042,20161,20283,20411,20542,20677,20816,20961,21111,21268,21433,21605,21782,21967,22158,22355,22557,22764,22977,23196,23422,23653,23890,24134,24383,24638,24899,25166,25438,25717,26001,26291,26586,26887,27193,27503,27819,28140,28464,28794,29127,29464,29804,30148,30495,30844,31196,31550,31906,32263,32621,32980,33340,33699,34059,34418,34775,35132,35487,35840,36191,36540,36885,37228,37567,37902,38233,38561,38883,39202,39515,39823,40126,40424,40717,41003,41284,41560,41829,42092,42350,42601,42846,43086,43319,43546,43767,43982,44191,44394,44591,44783,44968,45148,45323,45492,45656,45814,45967,46115,46259
3,"Arizona",6950,6997,7045,7095,7146,7199,7253,7310,7368,7429,7491,7556,7623,7691,7760,7832,7904,7979,8055,8133,8214,8296,8382,8469,8560,8652,8747,8844,8943,9045,9149,9256,9366,9478,9594,9712,9833,9956,10083,10213,10346,10482,10621,10763,10908,11057,11208,11364,11522,11684,11849,12018,12190,12366,12545,12728,12914,13104,13297,13494,13694,13898,14106,14317,14532,14751,14972,15198,15427,15659,15895,16134,16377,16623,16872,17124,17380,17638,17900,18164,18431,18702,18974,19250,19528,19808,20091,20375,20662,20951,21242,21534,21828,22124,22421,22719,23018,23318,23619,23921,24223,24525
4,"Massachusetts",11004,11047,11089,11132,11175,11218,11262,11306,11352,11400,11451,11504,11560,11618,11680,11744,11809,11877,11947,12020,12094,12171,12250,12331,12415,12500,12588,12678,12771,12865,12962,13061,13161,13264,13369,13475,13584,13694,13805,13919,14033,14149,14266,14385,14504,14624,14745,14866,14988,15110,15232,15354,15477,15598,15720,15841,15961,16081,16199,16317,16433,16548,16662,16774,16884,16993,17100,17205,17308,17410,17509,17606,17701,17793,17884,17972,18058,18141,18223,18302,18378,18453,18525,18595,18663,18729,18792,18853,18913,18970,19025,19078,19129,19179,19226,19272,19316,19358,19399,19438,19476,19512
5,"Wisconsin",3952,4014,4075,4135,4192,4248,4302,4354,4405,4454,4502,4548,4594,4639,4683,4726,4770,4813,4856,4899,4942,4985,5028,5070,5113,5155,5198,5240,5282,5323,5365,5407,5448,5489,5530,5570,5611,5651,5691,5731,5771,5810,5849,5888,5926,5965,6003,6040,6078,6115,6152,6189,6225,6261,6297,6332,6367,6402,6436,6470,6504,6537,6571,6603,6636,6668,6700,6731,6762,6793,6823,6854,6883,6913,6942,6970,6999,7027,7054,7082,7109,7135,7162,7188,7213,7239,7264,7288,7313,7337,7360,7384,7407,7429,7452,7474,7495,7517,7538,7559,7579,7599
6,"Texas",23137,23327,23517,23708,23899,24090,24281,24474,24670,24869,25071,25277,25483,25689,25895,26104,26317,26532,26751,26974,27203,27437,27675,27917,28162,28412,28666,28924,29186,29452,29722,29996,30273,30554,30839,31127,31419,31714,32012,32313,32617,32924,33234,33546,33860,34177,34496,34817,35139,35463,35789,36116,36444,36772,37102,37432,37763,38093,38424,38754,39084,39413,39742,40070,40396,40722,41046,41368,41688,42006,42323,42637,42948,43257,43563,43867,44167,44464,44758,45049,45336,45620,45900,46176,46449,46717,46982,47243,47499,47752,48000,48244,48484,48720,48951,49178,49401,49619,49833,50043,50249,50450
7,"Nebraska",1205,1228,1250,1273,1294,1316,1338,1359,1379,1399,1419,1439,1459,1479,1499,1519,1539,1558,1578,1597,1616,1635,1654,1673,1691,1709,1727,1745,1763,1781,1799,1816,1833,1850,1867,1884,1900,1917,1933,1949,1965,1981,1996,2012,2027,2042,2057,2071,2086,2100,2115,2129,2143,2156,2170,2183,2197,2210,2223,2235,2248,2260,2273,2285,2297,2309,2320,2332,2343,2354,2365,2376,2387,2398,2408,2419,2429,2439,2449,2459,2468,2478,2487,2496,2505,2514,2523,2532,2541,2549,2557,2565,2574,2582,2589,2597,2605,2612,2620,2627,2634,2641
8,"Utah",939,949,959,969,978,988,997,1006,1015,1025,1033,1042,1051,1060,1069,1078,1088,1097,1106,1116,1125,1134,1143,1153,1162,1171,1180,1189,1199,1208,1217,1226,1235,1244,1253,1262,1271,1280,1289,1298,1306,1315,1324,1332,1341,1349,1357,1366,1374,1382,1390,1398,1406,1413,1421,1429,1436,1443,1451,1458,1465,1472,1479,1486,1492,1499,1506,1512,1518,1524,1531,1537,1542,1548,1554,1560,1565,1571,1576,1581,1586,1591,1596,1601,1606,1610,1615,1619,1624,1628,1632,1636,1640,1644,1648,1652,1656,1659,1663,1666,1670,1673
9,"Oregon",1033,1050,1068,1085,1104,1122,1141,1161,1182,1202,1224,1245,1267,1289,1311,1334,1358,1381,1405,1429,1454,1478,1502,1527,1551,1576,1601,1626,1651,1676,1701,1725,1750,1775,1799,1824,1848,1873,1897,1920,1944,1968,1991,2014,2037,2059,2081,2103,2125,2146,2167,2187,2208,2228,2247,2266,2285,2304,2322,2340,2357,2374,2390,2407,2423,2438,2453,2468,2482,2496,2510,2523,2536,2548,2561,2572,2584,2595,2606,2617,2627,2637,2646,2656,2665,2673,2682,2690,2698,2706,2713,2720,2727,2734,2740,2747,2753,2759,2764,2770,2775,2780
