id,Country,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07
0,Afghanistan,39254,39276,39298,39318,39337,39355,39371,39386,39400,39413,39426,39438,39448,39459,39468,39477,39485,39493,39500,39507,39513,39519,39525,39530,39535,39539,39544,39548,39551,39555,39558,39561,39564,39566,39569,39571,39573,39575,39577,39579,39581,39582,39584,39585,39586,39587,39588,39589,39590,39591,39592,39593,39594,39594,39595,39596,39596,39597,39597,39598,39598,39598,39599,39599,39599,39600,39600,39600,39601,39601,39601,39601,39601,39602,39602,39602,39602,39602,39602,39602,39603,39603,39603,39603,39603,39603,39603,39603,39603,39603,39603,39603,39603,39603,39603,39604,39604,39604,39604,39604,39604
1,Albania,13518,13640,13760,13879,13997,14112,14225,14337,14447,14555,14662,14766,14869,14970,15070,15168,15264,15358,15451,15542,15632,15720,15806,15891,15974,16055,16135,16214,16291,16366,16440,16513,16584,16654,16722,16789,16855,16919,16982,17044,17104,17163,17221,17278,17333,17388,17441,17493,17544,17593,17642,17690,17737,17782,17827,17870,17913,17955,17995,18035,18074,18112,18150,18186,18222,18256,18290,18323,18356,18387,18418,18449,18478,18507,18535,18563,18589,18616,18641,18666,18691,18714,18738,18760,18783,18804,18825,18846,18866,18886,18905,18924,18942,18960,18977,18994,19011,19027,19042,19058,19073
2,Algeria,51368,51532,51693,51851,52006,52157,52306,52452,52594,52734,52871,53005,53137,53266,53392,53516,53637,53756,53873,53987,54099,54208,54316,54421,54524,54625,54724,54821,54916,55009,55100,55189,55277,55362,55446,55529,55609,55688,55765,55841,55915,55988,56059,56129,56197,56264,56330,56394,56457,56519,56579,56638,56696,56753,56808,56863,56916,56968,57019,57069,57118,57166,57213,57259,57305,57349,57392,57435,57476,57517,57557,57596,57634,57671,57708,57744,57779,57813,57847,57880,57912,57944,57975,58006,58035,58064,58093,58121,58148,58175,58201,58227,58252,58277,58301,58325,58348,58371,58393,58415,58436
3,Andorra,1966,2004,2041,2078,2115,2151,2186,2221,2254,2287,2319,2350,2379,2408,2435,2461,2486,2510,2532,2554,2575,2594,2613,2630,2647,2662,2677,2690,2703,2715,2727,2737,2747,2757,2765,2774,2781,2788,2795,2801,2807,2812,2817,2822,2826,2830,2834,2837,2841,2844,2846,2849,2851,2854,2856,2858,2859,2861,2863,2864,2865,2866,2868,2869,2870,2871,2871,2872,2873,2873,2874,2875,2875,2876,2876,2877,2877,2877,2878,2878,2878,2878,2879,2879,2879,2879,2880,2880,2880,2880,2880,2880,2880,2880,2881,2881,2881,2881,2881,2881,2881
4,Angola,4905,5014,5125,5237,5352,5468,5586,5705,5827,5950,6076,6205,6336,6470,6606,6746,6888,7033,7180,7330,7482,7638,7796,7958,8122,8290,8461,8635,8812,8993,9177,9364,9555,9749,9947,10149,10355,10564,10777,10994,11215,11441,11670,11904,12141,12384,12630,12882,13137,13398,13663,13933,14208,14488,14773,15063,15358,15659,15965,16277,16594,16917,17246,17580,17920,18267,18619,18978,19343,19715,20093,20478,20869,21267,21673,22085,22504,22931,23365,23806,24255,24711,25176,25648,26128,26616,27113,27618,28131,28653,29183,29722,30270,30827,31394,31969,32554,33148,33752,34365,34989
5,Antigua and Barbuda,101,101,102,102,103,103,104,104,105,105,106,106,107,107,107,108,108,109,109,109,110,110,111,111,111,112,112,112,113,113,113,114,114,114,115,115,115,115,116,116,116,116,117,117,117,118,118,118,118,118,119,119,119,119,120,120,120,120,120,121,121,121,121,121,121,122,122,122,122,122,123,123,123,123,123,123,123,124,124,124,124,124,124,124,124,125,125,125,125,125,125,125,125,126,126,126,126,126,126,126,126
6,Argentina,736609,748439,760239,772007,783755,795486,807172,818758,830182,841455,852563,863489,874216,884723,894990,905002,914754,924235,933436,942351,950974,959300,967328,975058,982490,989626,996468,1003020,1009287,1015274,1020987,1026434,1031621,1036556,1041247,1045702,1049929,1053937,1057735,1061331,1064733,1067949,1070989,1073860,1076570,1079126,1081537,1083810,1085951,1087967,1089865,1091652,1093332,1094913,1096399,1097796,1099109,1100342,1101500,1102588,1103609,1104568,1105467,1106311,1107103,1107846,1108543,1109196,1109809,1110383,1110922,1111427,1111900,1112343,1112759,1113148,1113513,1113855,1114175,1114475,1114756,1115019,1115266,1115497,1115713,1115916,1116105,1116283,1116449,1116605,1116751,1116887,1117015,1117135,1117247,1117352,1117450,1117542,1117628,1117709,1117785
7,Armenia,49901,50194,50489,50786,51088,51392,51700,52012,52326,52642,52960,53280,53602,53924,54248,54573,54898,55223,55548,55872,56196,56518,56839,57159,57477,57792,58106,58416,58724,59028,59329,59627,59921,60211,60496,60778,61055,61327,61594,61857,62115,62368,62615,62858,63095,63327,63553,63774,63990,64201,64406,64606,64800,64990,65174,65353,65527,65695,65859,66018,66172,66322,66467,66607,66742,66874,67001,67123,67242,67357,67468,67575,67678,67778,67874,67966,68056,68142,68225,68305,68382,68457,68528,68597,68663,68727,68788,68848,68904,68959,69011,69062,69110,69157,69202,69245,69286,69326,69364,69401,69436
8,Australia,27078,27094,27110,27125,27139,27153,27167,27180,27193,27205,27217,27228,27239,27250,27260,27270,27279,27288,27297,27306,27314,27322,27330,27337,27344,27351,27358,27364,27370,27376,27382,27388,27393,27398,27403,27408,27413,27417,27422,27426,27430,27434,27437,27441,27445,27448,27451,27454,27457,27460,27463,27466,27468,27471,27473,27476,27478,27480,27482,27484,27486,27488,27490,27492,27494,27495,27497,27498,27500,27501,27503,27504,27505,27507,27508,27509,27510,27511,27512,27513,27514,27515,27516,27517,27518,27519,27519,27520,27521,27522,27522,27523,27524,27524,27525,27525,27526,27526,27527,27527,27528
9,Austria,44041,44708,45369,46026,46678,47326,47971,48614,49251,49883,50510,51132,51749,52361,52967,53566,54160,54747,55329,55903,56471,57033,57587,58134,58675,59208,59734,60252,60764,61267,61763,62252,62733,63207,63672,64130,64581,65024,65459,65887,66307,66719,67124,67521,67911,68293,68668,69036,69396,69749,70095,70434,70766,71091,71409,71721,72025,72323,72615,72900,73179,73452,73718,73978,74233,74481,74724,74961,75193,75419,75640,75855,76065,76270,76471,76666,76856,77042,77223,77400,77572,77740,77904,78063,78219,78370,78518,78661,78802,78938,79071,79200,79326,79449,79569,79685,79798,79909,80016,80120,80222
