id,Country,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27
0,"Washington",2592,2607,2623,2640,2658,2677,2696,2717,2740,2763,2788,2815,2842,2870,2898,2927,2957,2987,3018,3050,3082,3115,3148,3182,3217,3252,3288,3324,3362,3400,3438,3477,3517,3557,3599,3640,3683,3726,3769,3814,3859,3904,3950,3997,4044,4092,4140,4189,4239,4289,4339,4390,4442,4493,4546,4599,4652,4705,4759,4814,4868,4923,4979,5034,5090,5146,5202,5259,5315,5372,5428,5485,5542,5599,5656,5713,5769,5826,5883,5939,5996,6052,6108,6164,6219,6274,6329,6384,6438,6492,6546,6599,6652,6704,6756,6807,6858,6909,6959,7008,7057,7105
1,"Illinois",11468,11572,11683,11800,11925,12056,12195,12339,12490,12646,12808,12974,13143,13315,13490,13666,13843,14023,14206,14393,14584,14779,14978,15182,15390,15600,15813,16029,16248,16469,16693,16920,17150,17383,17618,17855,18095,18337,18581,18827,19074,19323,19573,19824,20076,20329,20583,20837,21092,21347,21602,21857,22111,22365,22618,22871,23122,23372,23621,23869,24114,24358,24600,24840,25078,25313,25546,25777,26004,26229,26451,26670,26886,27098,27308,27514,27717,27916,28112,28304,28493,28678,28860,29038,29212,29383,29550,29714,29873,30030,30182,30331,30477,30619,30757,30892,31024,31152,31277,31398,31517,31632
2,"California",18453,18502,18552,18604,18658,18714,18772,18834,18899,18968,19040,19117,19196,19279,19365,19455,19547,19641,19738,19837,19940,20045,20153,20264,20378,20495,20615,20738,20864,20993,21125,21261,21400,21543,21688,21837,21990,22145,22305,22467,22633,22803,22976,23152,23332,23515,23701,23891,24085,24281,24481,24684,24890,25099,25311,25527,25745,25966,26189,26416,26645,26876,27109,27345,27583,27823,28065,28308,28553,28800,29047,29296,29546,29797,30048,30300,30553,30805,31058,31310,31562,31814,32066,32316,32566,32814,33062,33308,33553,33795,34037,34276,34513,34749,34981,35212,35440,35666,35888,36108,36325,36540
3,"Arizona",6365,6392,6421,6451,6482,6515,6549,6584,6622,6660,6700,6743,6786,6831,6877,6924,6973,7022,7073,7124,7177,7232,7288,7345,7404,7465,7527,7590,7655,7721,7788,7857,7927,7999,8072,8147,8222,8300,8378,8458,8540,8622,8706,8791,8877,8964,9052,9142,9232,9324,9416,9509,9603,9698,9793,9889,9985,10082,10180,10278,10376,10474,10572,10671,10769,10868,10966,11064,11162,11260,11357,11454,11550,11645,11740,11834,11927,12020,12111,12202,12291,12380,12467,12554,12639,12723,12805,12887,12967,13045,13123,13199,13273,13346,13418,13489,13557,13625,13691,13755,13818,13880
4,"Massachusetts",10407,10435,10464,10495,10526,10560,10595,10631,10670,10710,10753,10797,10843,10890,10938,10988,11038,11091,11144,11200,11257,11317,11379,11443,11509,11577,11647,11719,11793,11870,11948,12029,12113,12198,12287,12378,12471,12567,12665,12766,12870,12976,13085,13196,13310,13427,13546,13669,13794,13921,14051,14184,14319,14457,14598,14741,14886,15034,15184,15337,15491,15648,15807,15968,16130,16295,16461,16629,16798,16969,17141,17313,17487,17662,17838,18014,18191,18368,18545,18722,18899,19076,19253,19429,19605,19779,19953,20126,20298,20468,20637,20805,20971,21135,21297,21458,21616,21773,21927,22079,22229,22376
5,"Wisconsin",2925,2975,3027,3081,3136,3192,3250,3310,3371,3434,3498,3563,3629,3696,3764,3833,3903,3973,4044,4116,4190,4264,4338,4414,4490,4566,4643,4721,4799,4878,4957,5036,5116,5195,5275,5356,5436,5516,5596,5676,5756,5836,5916,5995,6074,6153,6231,6308,6385,6462,6538,6613,6688,6762,6835,6907,6978,7049,7118,7187,7255,7321,7387,7452,7515,7578,7639,7700,7759,7817,7874,7930,7985,8039,8091,8143,8193,8242,8290,8337,8383,8428,8471,8514,8555,8596,8635,8674,8711,8748,8783,8818,8851,8884,8916,8946,8976,9005,9034,9061,9088,9113
6,"Texas",20338,20471,20607,20748,20891,21038,21190,21346,21508,21674,21844,22018,22195,22374,22558,22746,22936,23130,23328,23530,23737,23948,24163,24383,24608,24836,25069,25306,25547,25793,26043,26298,26557,26821,27090,27363,27641,27924,28211,28503,28800,29101,29407,29717,30033,30353,30677,31006,31340,31678,32021,32368,32720,33076,33436,33801,34170,34543,34920,35301,35686,36074,36467,36863,37262,37665,38072,38481,38894,39310,39728,40149,40573,40999,41428,41858,42291,42726,43162,43600,44039,44479,44921,45363,45807,46250,46695,47139,47584,48028,48472,48916,49359,49802,50243,50684,51123,51561,51997,52432,52865,53295
7,"Nebraska",826,839,853,868,883,899,916,934,953,972,992,1012,1034,1055,1078,1100,1123,1146,1170,1193,1217,1242,1266,1290,1314,1337,1361,1384,1407,1430,1452,1473,1494,1515,1534,1554,1572,1590,1607,1624,1639,1654,1669,1683,1696,1708,1720,1731,1741,1751,1761,1769,1778,1785,1793,1800,1806,1812,1818,1823,1828,1833,1837,1841,1845,1848,1851,1854,1857,1860,1862,1864,1867,1869,1870,1872,1874,1875,1876,1878,1879,1880,1881,1882,1883,1884,1884,1885,1886,1886,1887,1887,1888,1888,1889,1889,1889,1890,1890,1890,1891,1891
8,"Utah",740,749,758,767,777,787,798,809,821,833,846,858,872,885,899,913,927,941,955,970,986,1001,1017,1034,1051,1068,1085,1102,1120,1138,1157,1176,1195,1214,1233,1253,1273,1294,1314,1335,1356,1377,1398,1420,1442,1463,1485,1507,1530,1552,1574,1597,1619,1641,1664,1686,1709,1731,1753,1776,1798,1820,1842,1864,1885,1907,1928,1949,1970,1991,2012,2032,2052,2072,2092,2111,2130,2149,2167,2185,2203,2221,2238,2255,2272,2288,2304,2320,2335,2350,2365,2379,2393,2407,2420,2434,2446,2459,2471,2483,2494,2506
9,"Oregon",788,796,804,812,821,830,840,850,861,872,883,895,907,920,933,946,959,972,986,999,1013,1027,1041,1056,1070,1085,1100,1115,1130,1145,1160,1176,1192,1207,1223,1239,1255,1271,1287,1303,1320,1336,1352,1369,1385,1401,1418,1434,1451,1467,1483,1499,1515,1532,1548,1564,1579,1595,1611,1626,1642,1657,1672,1687,1702,1717,1731,1746,1760,1774,1788,1801,1815,1828,1841,1854,1867,1879,1892,1904,1916,1927,1939,1950,1961,1972,1983,1993,2003,2013,2023,2032,2042,2051,2060,2069,2077,2086,2094,2102,2110,2117
