forecast_date,target,target_end_date,location_name,type,quantile,value,location
2020-04-26,36 day ahead cum death,2020-06-01,Germany,point,NA,9356.84738165064,GM
2020-04-26,37 day ahead cum death,2020-06-02,Germany,point,NA,9392.8531404442,GM
2020-04-26,38 day ahead cum death,2020-06-03,Germany,point,NA,9431.96287920184,GM
2020-04-26,39 day ahead cum death,2020-06-04,Germany,point,NA,9457.98243052308,GM
2020-04-26,4 day ahead cum death,2020-04-30,Germany,point,NA,6659.02074468338,GM
2020-04-26,4 wk ahead cum death,2020-05-23,Germany,point,NA,8933.83581759232,GM
2020-04-26,40 day ahead cum death,2020-06-05,Germany,point,NA,9489.44655433968,GM
2020-04-26,41 day ahead cum death,2020-06-06,Germany,point,NA,9520.36380470746,GM
2020-04-26,42 day ahead cum death,2020-06-07,Germany,point,NA,9553.52024957644,GM
2020-04-26,43 day ahead cum death,2020-06-08,Germany,point,NA,9572.21114807566,GM
2020-04-26,44 day ahead cum death,2020-06-09,Germany,point,NA,9589.91863409332,GM
2020-04-26,45 day ahead cum death,2020-06-10,Germany,point,NA,9609.96935689891,GM
2020-04-26,46 day ahead cum death,2020-06-11,Germany,point,NA,9623.02300771685,GM
2020-04-26,47 day ahead cum death,2020-06-12,Germany,point,NA,9647.79082709883,GM
2020-04-26,48 day ahead cum death,2020-06-13,Germany,point,NA,9664.85744932314,GM
2020-04-26,5 day ahead cum death,2020-05-01,Germany,point,NA,6818.91970477726,GM
2020-04-26,5 wk ahead cum death,2020-05-30,Germany,point,NA,9277.81389281797,GM
2020-04-26,6 day ahead cum death,2020-05-02,Germany,point,NA,6970.71582857283,GM
2020-04-26,6 wk ahead cum death,2020-06-06,Germany,point,NA,9520.36380470746,GM
2020-04-26,7 day ahead cum death,2020-05-03,Germany,point,NA,7116.3611973014,GM
2020-04-26,7 wk ahead cum death,2020-06-13,Germany,point,NA,9664.85744932314,GM
2020-04-26,8 day ahead cum death,2020-05-04,Germany,point,NA,7259.36342049228,GM
2020-04-26,9 day ahead cum death,2020-05-05,Germany,point,NA,7387.76276110382,GM
2020-04-26,1 day ahead cum death,2020-04-27,Germany,quantile,0.01,6027.91318218232,GM
2020-04-26,1 day ahead cum death,2020-04-27,Germany,quantile,0.025,6045.1118877564,GM
2020-04-26,1 day ahead cum death,2020-04-27,Germany,quantile,0.05,6058.42185888431,GM
2020-04-26,1 day ahead cum death,2020-04-27,Germany,quantile,0.1,6073.96603219517,GM
2020-04-26,1 day ahead cum death,2020-04-27,Germany,quantile,0.15,6086.61976537233,GM
2020-04-26,1 day ahead cum death,2020-04-27,Germany,quantile,0.2,6096.78656329358,GM
2020-04-26,1 day ahead cum death,2020-04-27,Germany,quantile,0.25,6105.61766235996,GM
2020-04-26,1 day ahead cum death,2020-04-27,Germany,quantile,0.3,6113.13282094206,GM
2020-04-26,1 day ahead cum death,2020-04-27,Germany,quantile,0.35,6122.29605642869,GM
2020-04-26,1 day ahead cum death,2020-04-27,Germany,quantile,0.4,6130.63577460636,GM
2020-04-26,1 day ahead cum death,2020-04-27,Germany,quantile,0.45,6139.48432582664,GM
2020-04-26,1 day ahead cum death,2020-04-27,Germany,quantile,0.5,6147.83845940649,GM
2020-04-26,1 day ahead cum death,2020-04-27,Germany,quantile,0.55,6156.290462833,GM
2020-04-26,1 day ahead cum death,2020-04-27,Germany,quantile,0.6,6165.4922294806,GM
2020-04-26,1 day ahead cum death,2020-04-27,Germany,quantile,0.65,6174.57411103227,GM
2020-04-26,1 day ahead cum death,2020-04-27,Germany,quantile,0.7,6184.92181065686,GM
2020-04-26,1 day ahead cum death,2020-04-27,Germany,quantile,0.75,6197.30161981219,GM
2020-04-26,1 day ahead cum death,2020-04-27,Germany,quantile,0.8,6212.56799186879,GM
2020-04-26,1 day ahead cum death,2020-04-27,Germany,quantile,0.85,6228.68967140488,GM
2020-04-26,1 day ahead cum death,2020-04-27,Germany,quantile,0.9,6252.82272541078,GM
2020-04-26,1 day ahead cum death,2020-04-27,Germany,quantile,0.95,6288.99648340143,GM
2020-04-26,1 day ahead cum death,2020-04-27,Germany,quantile,0.975,6327.60526774223,GM
2020-04-26,1 day ahead cum death,2020-04-27,Germany,quantile,0.99,6375.66779683278,GM
2020-04-26,1 wk ahead cum death,2020-05-02,Germany,quantile,0.01,6340.55812158386,GM
2020-04-26,1 wk ahead cum death,2020-05-02,Germany,quantile,0.025,6418.75834338014,GM
2020-04-26,1 wk ahead cum death,2020-05-02,Germany,quantile,0.05,6498.1461290756,GM
2020-04-26,1 wk ahead cum death,2020-05-02,Germany,quantile,0.1,6593.24989938141,GM
2020-04-26,1 wk ahead cum death,2020-05-02,Germany,quantile,0.15,6663.57570345436,GM
2020-04-26,1 wk ahead cum death,2020-05-02,Germany,quantile,0.2,6713.89230566064,GM
2020-04-26,1 wk ahead cum death,2020-05-02,Germany,quantile,0.25,6763.02981282844,GM
2020-04-26,1 wk ahead cum death,2020-05-02,Germany,quantile,0.3,6807.29138428615,GM
2020-04-26,1 wk ahead cum death,2020-05-02,Germany,quantile,0.35,6851.13349246333,GM
2020-04-26,1 wk ahead cum death,2020-05-02,Germany,quantile,0.4,6890.50417817619,GM
2020-04-26,1 wk ahead cum death,2020-05-02,Germany,quantile,0.45,6931.83852281699,GM
2020-04-26,1 wk ahead cum death,2020-05-02,Germany,quantile,0.5,6970.71582857283,GM
2020-04-26,1 wk ahead cum death,2020-05-02,Germany,quantile,0.55,7012.71350957533,GM
2020-04-26,1 wk ahead cum death,2020-05-02,Germany,quantile,0.6,7050.45882661548,GM
2020-04-26,1 wk ahead cum death,2020-05-02,Germany,quantile,0.65,7090.8345647557,GM
2020-04-26,1 wk ahead cum death,2020-05-02,Germany,quantile,0.7,7132.38625647132,GM
2020-04-26,1 wk ahead cum death,2020-05-02,Germany,quantile,0.75,7184.43392028048,GM
2020-04-26,1 wk ahead cum death,2020-05-02,Germany,quantile,0.8,7244.75400734285,GM
2020-04-26,1 wk ahead cum death,2020-05-02,Germany,quantile,0.85,7302.74270130586,GM
2020-04-26,1 wk ahead cum death,2020-05-02,Germany,quantile,0.9,7387.56885889505,GM
2020-04-26,1 wk ahead cum death,2020-05-02,Germany,quantile,0.95,7539.52264996475,GM
2020-04-26,1 wk ahead cum death,2020-05-02,Germany,quantile,0.975,7653.34902802231,GM
2020-04-26,1 wk ahead cum death,2020-05-02,Germany,quantile,0.99,7827.36037866819,GM
2020-04-26,10 day ahead cum death,2020-05-06,Germany,quantile,0.01,6513.95653785786,GM
2020-04-26,10 day ahead cum death,2020-05-06,Germany,quantile,0.025,6626.62439596403,GM
2020-04-26,10 day ahead cum death,2020-05-06,Germany,quantile,0.05,6737.19155387992,GM
2020-04-26,10 day ahead cum death,2020-05-06,Germany,quantile,0.1,6895.53818969738,GM
2020-04-26,10 day ahead cum death,2020-05-06,Germany,quantile,0.15,6994.48769996309,GM
2020-04-26,10 day ahead cum death,2020-05-06,Germany,quantile,0.2,7085.27224022686,GM
2020-04-26,10 day ahead cum death,2020-05-06,Germany,quantile,0.25,7160.97716508932,GM
2020-04-26,10 day ahead cum death,2020-05-06,Germany,quantile,0.3,7228.62874079732,GM
2020-04-26,10 day ahead cum death,2020-05-06,Germany,quantile,0.35,7308.14339785874,GM
2020-04-26,10 day ahead cum death,2020-05-06,Germany,quantile,0.4,7381.84288238237,GM
2020-04-26,10 day ahead cum death,2020-05-06,Germany,quantile,0.45,7443.57708512056,GM
2020-04-26,10 day ahead cum death,2020-05-06,Germany,quantile,0.5,7514.85238172715,GM
2020-04-26,10 day ahead cum death,2020-05-06,Germany,quantile,0.55,7591.17425075157,GM
2020-04-26,10 day ahead cum death,2020-05-06,Germany,quantile,0.6,7658.57452621535,GM
2020-04-26,10 day ahead cum death,2020-05-06,Germany,quantile,0.65,7728.78238057421,GM
2020-04-26,10 day ahead cum death,2020-05-06,Germany,quantile,0.7,7800.25191104528,GM
2020-04-26,10 day ahead cum death,2020-05-06,Germany,quantile,0.75,7892.16011376475,GM
2020-04-26,10 day ahead cum death,2020-05-06,Germany,quantile,0.8,7988.43160096896,GM
2020-04-26,10 day ahead cum death,2020-05-06,Germany,quantile,0.85,8116.12703785713,GM
2020-04-26,10 day ahead cum death,2020-05-06,Germany,quantile,0.9,8286.294974676,GM
2020-04-26,10 day ahead cum death,2020-05-06,Germany,quantile,0.95,8541.11601836651,GM
2020-04-26,10 day ahead cum death,2020-05-06,Germany,quantile,0.975,8769.37106251257,GM
2020-04-26,10 day ahead cum death,2020-05-06,Germany,quantile,0.99,9048.21709729177,GM
2020-04-26,11 day ahead cum death,2020-05-07,Germany,quantile,0.01,6536.0194481851,GM
2020-04-26,11 day ahead cum death,2020-05-07,Germany,quantile,0.025,6679.07969552452,GM
2020-04-26,11 day ahead cum death,2020-05-07,Germany,quantile,0.05,6793.10312235578,GM
2020-04-26,11 day ahead cum death,2020-05-07,Germany,quantile,0.1,6960.83315036241,GM
2020-04-26,11 day ahead cum death,2020-05-07,Germany,quantile,0.15,7060.68558618349,GM
2020-04-26,11 day ahead cum death,2020-05-07,Germany,quantile,0.2,7164.26105794873,GM
2020-04-26,11 day ahead cum death,2020-05-07,Germany,quantile,0.25,7246.80903671543,GM
2020-04-26,11 day ahead cum death,2020-05-07,Germany,quantile,0.3,7323.20205119151,GM
2020-04-26,11 day ahead cum death,2020-05-07,Germany,quantile,0.35,7410.70815750122,GM
2020-04-26,11 day ahead cum death,2020-05-07,Germany,quantile,0.4,7482.17633821339,GM
2020-04-26,11 day ahead cum death,2020-05-07,Germany,quantile,0.45,7557.37440408502,GM
2020-04-26,11 day ahead cum death,2020-05-07,Germany,quantile,0.5,7635.54949935216,GM
2020-04-26,11 day ahead cum death,2020-05-07,Germany,quantile,0.55,7717.14971668549,GM
2020-04-26,11 day ahead cum death,2020-05-07,Germany,quantile,0.6,7795.4446731373,GM
2020-04-26,11 day ahead cum death,2020-05-07,Germany,quantile,0.65,7871.23985550018,GM
2020-04-26,11 day ahead cum death,2020-05-07,Germany,quantile,0.7,7957.74880175801,GM
2020-04-26,11 day ahead cum death,2020-05-07,Germany,quantile,0.75,8051.13698268386,GM
2020-04-26,11 day ahead cum death,2020-05-07,Germany,quantile,0.8,8163.90299668932,GM
2020-04-26,11 day ahead cum death,2020-05-07,Germany,quantile,0.85,8309.11810441876,GM
2020-04-26,11 day ahead cum death,2020-05-07,Germany,quantile,0.9,8489.36367290085,GM
2020-04-26,11 day ahead cum death,2020-05-07,Germany,quantile,0.95,8771.40413736785,GM
2020-04-26,11 day ahead cum death,2020-05-07,Germany,quantile,0.975,9035.62493651056,GM
2020-04-26,11 day ahead cum death,2020-05-07,Germany,quantile,0.99,9337.63517686029,GM
2020-04-26,12 day ahead cum death,2020-05-08,Germany,quantile,0.01,6576.76948503348,GM
2020-04-26,12 day ahead cum death,2020-05-08,Germany,quantile,0.025,6708.15878578154,GM
2020-04-26,12 day ahead cum death,2020-05-08,Germany,quantile,0.05,6840.09028269264,GM
2020-04-26,12 day ahead cum death,2020-05-08,Germany,quantile,0.1,7016.1405874529,GM
2020-04-26,12 day ahead cum death,2020-05-08,Germany,quantile,0.15,7119.84067705571,GM
2020-04-26,12 day ahead cum death,2020-05-08,Germany,quantile,0.2,7233.5876963456,GM
2020-04-26,12 day ahead cum death,2020-05-08,Germany,quantile,0.25,7320.50219442982,GM
2020-04-26,12 day ahead cum death,2020-05-08,Germany,quantile,0.3,7409.79597709903,GM
2020-04-26,12 day ahead cum death,2020-05-08,Germany,quantile,0.35,7493.14405430235,GM
2020-04-26,12 day ahead cum death,2020-05-08,Germany,quantile,0.4,7581.86892242027,GM
2020-04-26,12 day ahead cum death,2020-05-08,Germany,quantile,0.45,7663.42389907812,GM
2020-04-26,12 day ahead cum death,2020-05-08,Germany,quantile,0.5,7748.53130614963,GM
2020-04-26,12 day ahead cum death,2020-05-08,Germany,quantile,0.55,7829.53071687246,GM
2020-04-26,12 day ahead cum death,2020-05-08,Germany,quantile,0.6,7924.3914241798,GM
2020-04-26,12 day ahead cum death,2020-05-08,Germany,quantile,0.65,8016.93931585733,GM
2020-04-26,12 day ahead cum death,2020-05-08,Germany,quantile,0.7,8110.37403060956,GM
2020-04-26,12 day ahead cum death,2020-05-08,Germany,quantile,0.75,8216.75714861678,GM
2020-04-26,12 day ahead cum death,2020-05-08,Germany,quantile,0.8,8339.06813522001,GM
2020-04-26,12 day ahead cum death,2020-05-08,Germany,quantile,0.85,8494.98516634656,GM
2020-04-26,12 day ahead cum death,2020-05-08,Germany,quantile,0.9,8696.42710316498,GM
2020-04-26,12 day ahead cum death,2020-05-08,Germany,quantile,0.95,9023.04465043615,GM
2020-04-26,12 day ahead cum death,2020-05-08,Germany,quantile,0.975,9319.49641498015,GM
2020-04-26,12 day ahead cum death,2020-05-08,Germany,quantile,0.99,9657.5830338075,GM
2020-04-26,13 day ahead cum death,2020-05-09,Germany,quantile,0.01,6601.41263383723,GM
2020-04-26,13 day ahead cum death,2020-05-09,Germany,quantile,0.025,6744.15691741045,GM
2020-04-26,13 day ahead cum death,2020-05-09,Germany,quantile,0.05,6891.92555918407,GM
2020-04-26,13 day ahead cum death,2020-05-09,Germany,quantile,0.1,7066.62945464205,GM
2020-04-26,13 day ahead cum death,2020-05-09,Germany,quantile,0.15,7186.70724074131,GM
2020-04-26,13 day ahead cum death,2020-05-09,Germany,quantile,0.2,7301.13611238059,GM
2020-04-26,13 day ahead cum death,2020-05-09,Germany,quantile,0.25,7404.24149116865,GM
2020-04-26,13 day ahead cum death,2020-05-09,Germany,quantile,0.3,7497.16086570321,GM
2020-04-26,13 day ahead cum death,2020-05-09,Germany,quantile,0.35,7583.65244040877,GM
2020-04-26,13 day ahead cum death,2020-05-09,Germany,quantile,0.4,7671.30930088857,GM
2020-04-26,13 day ahead cum death,2020-05-09,Germany,quantile,0.45,7770.7054452137,GM
2020-04-26,13 day ahead cum death,2020-05-09,Germany,quantile,0.5,7854.32202103611,GM
2020-04-26,13 day ahead cum death,2020-05-09,Germany,quantile,0.55,7948.26727881362,GM
2020-04-26,13 day ahead cum death,2020-05-09,Germany,quantile,0.6,8048.46774836832,GM
2020-04-26,13 day ahead cum death,2020-05-09,Germany,quantile,0.65,8145.51953442621,GM
2020-04-26,13 day ahead cum death,2020-05-09,Germany,quantile,0.7,8249.80735352738,GM
2020-04-26,13 day ahead cum death,2020-05-09,Germany,quantile,0.75,8365.28735598098,GM
2020-04-26,13 day ahead cum death,2020-05-09,Germany,quantile,0.8,8521.10457629777,GM
2020-04-26,13 day ahead cum death,2020-05-09,Germany,quantile,0.85,8681.51860321977,GM
2020-04-26,13 day ahead cum death,2020-05-09,Germany,quantile,0.9,8901.36744425757,GM
2020-04-26,13 day ahead cum death,2020-05-09,Germany,quantile,0.95,9275.0637639962,GM
2020-04-26,13 day ahead cum death,2020-05-09,Germany,quantile,0.975,9577.57353653657,GM
2020-04-26,13 day ahead cum death,2020-05-09,Germany,quantile,0.99,10004.7500062293,GM
2020-04-26,14 day ahead cum death,2020-05-10,Germany,quantile,0.01,6631.7025375542,GM
2020-04-26,14 day ahead cum death,2020-05-10,Germany,quantile,0.025,6772.24046449839,GM
2020-04-26,14 day ahead cum death,2020-05-10,Germany,quantile,0.05,6929.04277733997,GM
2020-04-26,14 day ahead cum death,2020-05-10,Germany,quantile,0.1,7113.35723173214,GM
2020-04-26,14 day ahead cum death,2020-05-10,Germany,quantile,0.15,7248.66436854299,GM
2020-04-26,14 day ahead cum death,2020-05-10,Germany,quantile,0.2,7365.16868508069,GM
2020-04-26,14 day ahead cum death,2020-05-10,Germany,quantile,0.25,7480.56021395793,GM
2020-04-26,14 day ahead cum death,2020-05-10,Germany,quantile,0.3,7578.33548108903,GM
2020-04-26,14 day ahead cum death,2020-05-10,Germany,quantile,0.35,7669.97110415357,GM
2020-04-26,14 day ahead cum death,2020-05-10,Germany,quantile,0.4,7754.84715689381,GM
2020-04-26,14 day ahead cum death,2020-05-10,Germany,quantile,0.45,7865.41260151641,GM
2020-04-26,14 day ahead cum death,2020-05-10,Germany,quantile,0.5,7958.7578402758,GM
2020-04-26,14 day ahead cum death,2020-05-10,Germany,quantile,0.55,8060.80571784622,GM
2020-04-26,14 day ahead cum death,2020-05-10,Germany,quantile,0.6,8162.35431864676,GM
2020-04-26,14 day ahead cum death,2020-05-10,Germany,quantile,0.65,8267.76366507698,GM
2020-04-26,14 day ahead cum death,2020-05-10,Germany,quantile,0.7,8387.21136684584,GM
2020-04-26,14 day ahead cum death,2020-05-10,Germany,quantile,0.75,8511.67726829775,GM
2020-04-26,14 day ahead cum death,2020-05-10,Germany,quantile,0.8,8681.68264701619,GM
2020-04-26,14 day ahead cum death,2020-05-10,Germany,quantile,0.85,8857.89515144607,GM
2020-04-26,14 day ahead cum death,2020-05-10,Germany,quantile,0.9,9100.71061975838,GM
2020-04-26,14 day ahead cum death,2020-05-10,Germany,quantile,0.95,9523.7774011884,GM
2020-04-26,14 day ahead cum death,2020-05-10,Germany,quantile,0.975,9900.76495239124,GM
2020-04-26,14 day ahead cum death,2020-05-10,Germany,quantile,0.99,10329.0795636025,GM
2020-04-26,15 day ahead cum death,2020-05-11,Germany,quantile,0.01,6662.81097233739,GM
2020-04-26,15 day ahead cum death,2020-05-11,Germany,quantile,0.025,6813.68446560084,GM
2020-04-26,15 day ahead cum death,2020-05-11,Germany,quantile,0.05,6968.121935943,GM
2020-04-26,15 day ahead cum death,2020-05-11,Germany,quantile,0.1,7155.6660619342,GM
2020-04-26,15 day ahead cum death,2020-05-11,Germany,quantile,0.15,7296.17798274101,GM
2020-04-26,15 day ahead cum death,2020-05-11,Germany,quantile,0.2,7426.06409000725,GM
2020-04-26,15 day ahead cum death,2020-05-11,Germany,quantile,0.25,7541.78201373007,GM
2020-04-26,15 day ahead cum death,2020-05-11,Germany,quantile,0.3,7654.65577456311,GM
2020-04-26,15 day ahead cum death,2020-05-11,Germany,quantile,0.35,7745.4372634073,GM
2020-04-26,15 day ahead cum death,2020-05-11,Germany,quantile,0.4,7844.73505005131,GM
2020-04-26,15 day ahead cum death,2020-05-11,Germany,quantile,0.45,7943.6140114499,GM
2020-04-26,15 day ahead cum death,2020-05-11,Germany,quantile,0.5,8058.88008563961,GM
2020-04-26,15 day ahead cum death,2020-05-11,Germany,quantile,0.55,8169.81380201135,GM
2020-04-26,15 day ahead cum death,2020-05-11,Germany,quantile,0.6,8280.437468675,GM
2020-04-26,15 day ahead cum death,2020-05-11,Germany,quantile,0.65,8392.66557332165,GM
2020-04-26,15 day ahead cum death,2020-05-11,Germany,quantile,0.7,8520.57059169824,GM
2020-04-26,15 day ahead cum death,2020-05-11,Germany,quantile,0.75,8665.35163130386,GM
2020-04-26,15 day ahead cum death,2020-05-11,Germany,quantile,0.8,8850.72803378946,GM
2020-04-26,15 day ahead cum death,2020-05-11,Germany,quantile,0.85,9047.31040042746,GM
2020-04-26,15 day ahead cum death,2020-05-11,Germany,quantile,0.9,9295.49763243287,GM
2020-04-26,15 day ahead cum death,2020-05-11,Germany,quantile,0.95,9759.16395034914,GM
2020-04-26,15 day ahead cum death,2020-05-11,Germany,quantile,0.975,10192.1858771234,GM
2020-04-26,15 day ahead cum death,2020-05-11,Germany,quantile,0.99,10718.313466208,GM
2020-04-26,16 day ahead cum death,2020-05-12,Germany,quantile,0.01,6686.81559126497,GM
2020-04-26,16 day ahead cum death,2020-05-12,Germany,quantile,0.025,6833.76749347999,GM
2020-04-26,16 day ahead cum death,2020-05-12,Germany,quantile,0.05,7002.22833675613,GM
2020-04-26,16 day ahead cum death,2020-05-12,Germany,quantile,0.1,7196.79955658106,GM
2020-04-26,16 day ahead cum death,2020-05-12,Germany,quantile,0.15,7339.73659500472,GM
2020-04-26,16 day ahead cum death,2020-05-12,Germany,quantile,0.2,7480.89033924782,GM
2020-04-26,16 day ahead cum death,2020-05-12,Germany,quantile,0.25,7612.87065295732,GM
2020-04-26,16 day ahead cum death,2020-05-12,Germany,quantile,0.3,7730.42122482596,GM
2020-04-26,16 day ahead cum death,2020-05-12,Germany,quantile,0.35,7825.76266028003,GM
2020-04-26,16 day ahead cum death,2020-05-12,Germany,quantile,0.4,7926.45004519533,GM
2020-04-26,16 day ahead cum death,2020-05-12,Germany,quantile,0.45,8035.76501247969,GM
2020-04-26,16 day ahead cum death,2020-05-12,Germany,quantile,0.5,8155.77366399684,GM
2020-04-26,16 day ahead cum death,2020-05-12,Germany,quantile,0.55,8275.64470099333,GM
2020-04-26,16 day ahead cum death,2020-05-12,Germany,quantile,0.6,8385.37210735707,GM
2020-04-26,16 day ahead cum death,2020-05-12,Germany,quantile,0.65,8510.84071665931,GM
2020-04-26,16 day ahead cum death,2020-05-12,Germany,quantile,0.7,8651.53852046066,GM
2020-04-26,16 day ahead cum death,2020-05-12,Germany,quantile,0.75,8810.48741918437,GM
2020-04-26,16 day ahead cum death,2020-05-12,Germany,quantile,0.8,9001.427687487,GM
2020-04-26,16 day ahead cum death,2020-05-12,Germany,quantile,0.85,9221.12041041151,GM
2020-04-26,16 day ahead cum death,2020-05-12,Germany,quantile,0.9,9488.63923654836,GM
2020-04-26,16 day ahead cum death,2020-05-12,Germany,quantile,0.95,10000.5211792839,GM
2020-04-26,16 day ahead cum death,2020-05-12,Germany,quantile,0.975,10485.6616757875,GM
2020-04-26,16 day ahead cum death,2020-05-12,Germany,quantile,0.99,11085.1838188707,GM
2020-04-26,17 day ahead cum death,2020-05-13,Germany,quantile,0.01,6713.10228449321,GM
2020-04-26,17 day ahead cum death,2020-05-13,Germany,quantile,0.025,6855.5187648689,GM
2020-04-26,17 day ahead cum death,2020-05-13,Germany,quantile,0.05,7024.75479698442,GM
2020-04-26,17 day ahead cum death,2020-05-13,Germany,quantile,0.1,7235.67097277232,GM
2020-04-26,17 day ahead cum death,2020-05-13,Germany,quantile,0.15,7386.68872221364,GM
2020-04-26,17 day ahead cum death,2020-05-13,Germany,quantile,0.2,7529.77111144244,GM
2020-04-26,17 day ahead cum death,2020-05-13,Germany,quantile,0.25,7667.60803262307,GM
2020-04-26,17 day ahead cum death,2020-05-13,Germany,quantile,0.3,7792.70934131711,GM
2020-04-26,17 day ahead cum death,2020-05-13,Germany,quantile,0.35,7896.84387683362,GM
2020-04-26,17 day ahead cum death,2020-05-13,Germany,quantile,0.4,8003.82209978133,GM
2020-04-26,17 day ahead cum death,2020-05-13,Germany,quantile,0.45,8124.13245486754,GM
2020-04-26,17 day ahead cum death,2020-05-13,Germany,quantile,0.5,8240.75958715148,GM
2020-04-26,17 day ahead cum death,2020-05-13,Germany,quantile,0.55,8366.47696962924,GM
2020-04-26,17 day ahead cum death,2020-05-13,Germany,quantile,0.6,8483.24321133631,GM
2020-04-26,17 day ahead cum death,2020-05-13,Germany,quantile,0.65,8616.10908155886,GM
2020-04-26,17 day ahead cum death,2020-05-13,Germany,quantile,0.7,8777.7574956076,GM
2020-04-26,17 day ahead cum death,2020-05-13,Germany,quantile,0.75,8959.15092764309,GM
2020-04-26,17 day ahead cum death,2020-05-13,Germany,quantile,0.8,9159.91409803383,GM
2020-04-26,17 day ahead cum death,2020-05-13,Germany,quantile,0.85,9393.07580781371,GM
2020-04-26,17 day ahead cum death,2020-05-13,Germany,quantile,0.9,9691.10700925305,GM
2020-04-26,17 day ahead cum death,2020-05-13,Germany,quantile,0.95,10243.6188011742,GM
2020-04-26,17 day ahead cum death,2020-05-13,Germany,quantile,0.975,10729.3636718684,GM
2020-04-26,17 day ahead cum death,2020-05-13,Germany,quantile,0.99,11474.9612799113,GM
2020-04-26,18 day ahead cum death,2020-05-14,Germany,quantile,0.01,6723.52541330519,GM
2020-04-26,18 day ahead cum death,2020-05-14,Germany,quantile,0.025,6883.4053793736,GM
2020-04-26,18 day ahead cum death,2020-05-14,Germany,quantile,0.05,7066.86186804954,GM
2020-04-26,18 day ahead cum death,2020-05-14,Germany,quantile,0.1,7269.58869332945,GM
2020-04-26,18 day ahead cum death,2020-05-14,Germany,quantile,0.15,7429.00590785005,GM
2020-04-26,18 day ahead cum death,2020-05-14,Germany,quantile,0.2,7583.75057946364,GM
2020-04-26,18 day ahead cum death,2020-05-14,Germany,quantile,0.25,7729.3054508157,GM
2020-04-26,18 day ahead cum death,2020-05-14,Germany,quantile,0.3,7856.69369679808,GM
2020-04-26,18 day ahead cum death,2020-05-14,Germany,quantile,0.35,7970.12451881806,GM
2020-04-26,18 day ahead cum death,2020-05-14,Germany,quantile,0.4,8076.76667662061,GM
2020-04-26,18 day ahead cum death,2020-05-14,Germany,quantile,0.45,8203.37420026119,GM
2020-04-26,18 day ahead cum death,2020-05-14,Germany,quantile,0.5,8318.8443736093,GM
2020-04-26,18 day ahead cum death,2020-05-14,Germany,quantile,0.55,8454.83967334191,GM
2020-04-26,18 day ahead cum death,2020-05-14,Germany,quantile,0.6,8581.33706395023,GM
