id,Country,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04
0,"Washington",2655,2674,2693,2714,2736,2759,2784,2809,2836,2862,2890,2919,2949,2979,3011,3044,3077,3112,3147,3183,3219,3257,3296,3337,3378,3421,3465,3511,3557,3605,3654,3704,3755,3808,3862,3918,3975,4034,4094,4155,4218,4282,4348,4415,4484,4555,4627,4700,4775,4852,4930,5010,5091,5174,5259,5345,5432,5521,5612,5704,5798,5893,5989,6087,6186,6287,6389,6492,6597,6703,6809,6918,7027,7137,7248,7360,7473,7586,7701,7816,7931,8048,8164,8281,8399,8516,8634,8752,8871,8989,9107,9225,9342,9460,9577,9693,9809,9925,10040,10154,10267,10380
1,"Illinois",12111,12235,12364,12500,12640,12785,12934,13087,13242,13400,13560,13720,13880,14040,14198,14355,14510,14664,14817,14968,15117,15265,15412,15556,15699,15840,15978,16115,16250,16382,16513,16641,16767,16891,17012,17131,17248,17362,17474,17584,17691,17796,17898,17999,18096,18192,18285,18376,18465,18551,18635,18717,18797,18875,18950,19023,19095,19164,19232,19297,19361,19422,19482,19540,19597,19651,19704,19756,19805,19854,19900,19946,19989,20032,20073,20112,20151,20188,20224,20258,20292,20324,20356,20386,20415,20444,20471,20497,20523,20548,20571,20594,20616,20638,20658,20678,20698,20716,20734,20751,20768,20784
2,"California",18753,18818,18887,18959,19036,19116,19202,19292,19388,19489,19596,19708,19825,19946,20071,20200,20332,20467,20607,20752,20901,21057,21218,21385,21558,21737,21922,22113,22310,22513,22722,22939,23161,23391,23629,23873,24126,24385,24653,24928,25211,25502,25801,26109,26425,26749,27082,27424,27774,28133,28501,28877,29263,29657,30060,30471,30892,31321,31758,32204,32659,33121,33592,34071,34557,35051,35552,36061,36576,37097,37625,38159,38698,39243,39792,40346,40904,41466,42031,42599,43169,43742,44316,44891,45466,46042,46618,47192,47766,48338,48908,49475,50039,50600,51157,51710,52259,52802,53340,53872,54398,54917
3,"Arizona",6464,6485,6506,6528,6551,6576,6601,6628,6657,6686,6718,6751,6785,6821,6858,6896,6935,6974,7014,7055,7097,7140,7184,7228,7273,7320,7367,7415,7464,7514,7565,7617,7670,7724,7779,7835,7892,7950,8009,8069,8130,8193,8256,8320,8386,8452,8520,8588,8658,8729,8801,8874,8948,9023,9099,9177,9255,9335,9415,9497,9579,9663,9748,9833,9920,10008,10097,10186,10277,10369,10461,10555,10649,10744,10840,10937,11035,11133,11233,11333,11433,11534,11636,11739,11842,11946,12050,12155,12260,12366,12472,12578,12685,12792,12899,13006,13114,13222,13329,13437,13545,13653
4,"Massachusetts",10531,10558,10587,10617,10648,10681,10716,10752,10789,10827,10866,10906,10946,10987,11029,11070,11112,11153,11194,11235,11276,11317,11358,11399,11439,11480,11520,11560,11600,11639,11679,11718,11757,11795,11834,11872,11910,11947,11984,12021,12058,12094,12130,12165,12201,12236,12270,12304,12338,12371,12404,12437,12469,12501,12532,12563,12593,12624,12653,12682,12711,12740,12768,12795,12823,12849,12876,12902,12927,12952,12977,13001,13025,13048,13072,13094,13116,13138,13160,13181,13201,13222,13241,13261,13280,13299,13317,13335,13353,13370,13387,13404,13420,13436,13452,13467,13482,13497,13511,13525,13539,13553
5,"Wisconsin",3158,3216,3275,3335,3398,3461,3526,3592,3659,3726,3794,3862,3929,3996,4062,4128,4193,4256,4319,4381,4442,4502,4562,4620,4678,4734,4789,4844,4897,4949,5000,5050,5099,5147,5194,5240,5284,5328,5371,5412,5452,5492,5530,5567,5604,5639,5673,5706,5739,5770,5801,5830,5859,5887,5914,5940,5965,5990,6014,6037,6059,6080,6101,6121,6141,6160,6178,6195,6212,6229,6245,6260,6275,6289,6303,6316,6329,6341,6353,6364,6376,6386,6397,6406,6416,6425,6434,6443,6451,6459,6466,6474,6481,6488,6494,6501,6507,6513,6518,6524,6529,6534
6,"Texas",21049,21203,21361,21524,21691,21862,22038,22217,22400,22588,22779,22973,23170,23368,23566,23764,23962,24159,24355,24551,24744,24937,25128,25316,25503,25688,25872,26054,26234,26411,26587,26761,26934,27104,27272,27438,27602,27764,27925,28083,28239,28393,28544,28694,28842,28988,29131,29273,29412,29550,29685,29818,29949,30079,30206,30331,30454,30575,30694,30811,30926,31040,31151,31260,31368,31473,31577,31679,31779,31877,31974,32068,32161,32253,32342,32430,32516,32601,32683,32765,32844,32923,32999,33074,33148,33220,33291,33360,33428,33494,33559,33623,33686,33747,33807,33865,33923,33979,34034,34088,34141,34192
7,"Nebraska",934,952,971,991,1012,1034,1056,1079,1102,1126,1150,1174,1199,1222,1246,1270,1294,1318,1343,1368,1394,1421,1449,1478,1506,1536,1565,1595,1626,1657,1688,1720,1753,1786,1820,1854,1889,1925,1961,1997,2034,2071,2109,2148,2187,2226,2266,2307,2348,2389,2431,2474,2517,2560,2604,2648,2692,2737,2783,2828,2875,2921,2968,3015,3062,3110,3158,3207,3255,3304,3353,3402,3451,3501,3550,3600,3650,3700,3750,3800,3850,3900,3950,4000,4050,4100,4150,4200,4250,4299,4348,4397,4446,4495,4543,4592,4640,4687,4735,4782,4828,4875
8,"Utah",797,807,818,829,840,852,864,877,890,903,917,931,945,960,974,989,1003,1018,1033,1047,1062,1077,1092,1107,1122,1137,1152,1167,1182,1197,1212,1227,1242,1257,1271,1286,1300,1315,1329,1343,1357,1371,1384,1398,1411,1424,1437,1449,1462,1474,1486,1498,1509,1520,1531,1542,1553,1563,1573,1583,1593,1602,1611,1620,1629,1638,1646,1654,1662,1669,1677,1684,1691,1697,1704,1710,1716,1722,1728,1734,1739,1744,1749,1754,1759,1764,1768,1772,1776,1780,1784,1788,1791,1795,1798,1801,1805,1807,1810,1813,1816,1818
9,"Oregon",826,835,845,855,866,877,888,900,912,925,938,952,966,980,995,1010,1025,1041,1057,1073,1090,1107,1125,1143,1162,1181,1201,1221,1241,1262,1283,1305,1327,1349,1372,1396,1420,1444,1469,1494,1519,1545,1571,1598,1625,1652,1680,1708,1736,1764,1793,1822,1852,1881,1911,1941,1972,2002,2033,2063,2094,2125,2156,2187,2218,2249,2280,2311,2342,2373,2403,2434,2464,2495,2525,2555,2584,2614,2643,2672,2701,2729,2757,2785,2812,2839,2866,2892,2918,2944,2969,2994,3018,3042,3065,3088,3111,3133,3155,3176,3197,3217
10,"Florida",18085,18161,18238,18318,18400,18485,18572,18663,18757,18854,18954,19057,19163,19271,19381,19494,19608,19724,19841,19961,20082,20204,20328,20454,20582,20711,20841,20973,21107,21242,21378,21516,21655,21796,21937,22080,22223,22368,22514,22661,22808,22956,23105,23255,23405,23556,23707,23859,24011,24163,24315,24468,24620,24772,24924,25076,25228,25379,25530,25681,25831,25980,26129,26276,26423,26569,26714,26859,27002,27143,27284,27424,27562,27698,27834,27968,28100,28231,28361,28489,28615,28740,28863,28984,29104,29221,29337,29452,29564,29675,29784,29891,29996,30099,30201,30301,30398,30494,30589,30681,30772,30861
11,"New York",34339,34373,34410,34448,34489,34531,34576,34623,34672,34723,34776,34831,34887,34945,35004,35064,35124,35184,35244,35302,35361,35418,35474,35529,35583,35637,35689,35741,35792,35842,35891,35939,35986,36033,36078,36123,36167,36210,36252,36294,36334,36374,36413,36452,36489,36526,36562,36597,36632,36666,36699,36731,36763,36794,36825,36855,36884,36913,36940,36968,36995,37021,37046,37071,37096,37120,37143,37166,37188,37210,37231,37252,37272,37292,37312,37331,37349,37367,37385,37402,37419,37436,37452,37467,37483,37498,37512,37526,37540,37554,37567,37580,37593,37605,37617,37629,37640,37651,37662,37673,37683,37693
12,"Rhode Island",1309,1315,1322,1329,1337,1344,1353,1361,1370,1379,1388,1398,1408,1418,1429,1439,1450,1462,1473,1486,1499,1512,1526,1541,1556,1571,1587,1604,1621,1639,1658,1677,1697,1717,1738,1759,1781,1804,1827,1851,1875,1900,1925,1951,1977,2004,2031,2059,2086,2115,2143,2172,2201,2230,2259,2288,2318,2347,2376,2405,2434,2463,2492,2521,2549,2577,2605,2632,2659,2685,2711,2736,2761,2786,2810,2833,2856,2878,2899,2920,2941,2960,2979,2998,3016,3033,3050,3066,3082,3097,3111,3125,3138,3151,3164,3175,3187,3197,3208,3218,3227,3236
13,"Georgia",9215,9263,9312,9364,9416,9470,9525,9580,9638,9697,9757,9820,9883,9948,10014,10081,10148,10216,10284,10354,10424,10496,10569,10642,10718,10794,10871,10949,11028,11108,11189,11271,11355,11439,11524,11610,11698,11786,11876,11966,12058,12151,12244,12339,12434,12531,12629,12727,12827,12928,13029,13132,13235,13340,13445,13551,13659,13767,13876,13985,14096,14208,14320,14433,14547,14662,14777,14893,15010,15128,15246,15365,15484,15604,15725,15846,15968,16090,16212,16335,16459,16583,16707,16832,16957,17082,17208,17333,17459,17585,17712,17838,17964,18091,18217,18344,18471,18597,18723,18850,18976,19102
14,"New Hampshire",512,514,515,517,519,521,523,526,528,531,534,537,540,543,547,550,554,557,561,565,568,572,576,580,584,588,592,596,600,605,609,614,618,623,627,632,637,642,647,652,657,662,667,673,678,684,689,695,701,706,712,718,724,731,737,743,749,756,762,769,776,783,789,796,803,810,818,825,832,840,847,855,862,870,878,886,894,902,910,918,926,935,943,952,960,969,977,986,995,1004,1013,1022,1031,1040,1049,1058,1067,1076,1086,1095,1105,1114
15,"North Carolina",5039,5070,5101,5133,5165,5198,5231,5265,5300,5336,5373,5412,5451,5491,5531,5573,5615,5658,5701,5744,5788,5833,5878,5923,5969,6016,6063,6110,6158,6206,6254,6303,6352,6402,6452,6502,6552,6603,6654,6705,6756,6808,6859,6911,6963,7015,7067,7120,7172,7224,7276,7329,7381,7433,7485,7537,7589,7640,7692,7743,7794,7845,7896,7946,7996,8046,8095,8144,8193,8241,8289,8337,8384,8431,8477,8523,8568,8613,8657,8701,8745,8788,8830,8872,8913,8954,8994,9033,9072,9111,9149,9186,9223,9259,9294,9329,9364,9398,9431,9464,9496,9527
16,"New Jersey",16772,16799,16827,16857,16888,16921,16956,16993,17031,17071,17112,17155,17198,17243,17288,17334,17381,17427,17474,17521,17568,17615,17662,17709,17757,17804,17852,17900,17948,17996,18044,18092,18141,18189,18237,18286,18334,18383,18431,18480,18528,18577,18625,18674,18722,18771,18819,18867,18915,18963,19011,19059,19106,19154,19201,19248,19295,19342,19389,19436,19482,19528,19574,19620,19665,19711,19756,19800,19845,19889,19933,19977,20020,20064,20106,20149,20191,20233,20275,20316,20357,20398,20438,20479,20518,20558,20597,20635,20674,20712,20749,20787,20823,20860,20896,20932,20967,21002,21037,21071,21105,21139
17,"Colorado",2810,2848,2889,2932,2977,3025,3074,3126,3179,3234,3290,3348,3408,3468,3529,3590,3651,3711,3772,3833,3893,3952,4012,4071,4129,4187,4245,4302,4358,4414,4468,4523,4576,4628,4680,4731,4780,4829,4877,4924,4970,5015,5059,5102,5144,5185,5225,5263,5301,5338,5374,5409,5443,5475,5507,5538,5568,5597,5626,5653,5679,5705,5729,5753,5776,5799,5820,5841,5861,5880,5899,5917,5934,5951,5967,5983,5997,6012,6026,6039,6052,6064,6076,6087,6098,6109,6119,6128,6138,6147,6155,6163,6171,6179,6186,6193,6200,6206,6212,6218,6224,6229
18,"Maryland",4448,4466,4486,4506,4528,4551,4575,4601,4628,4656,4686,4716,4748,4781,4814,4849,4883,4919,4956,4994,5033,5074,5116,5159,5205,5251,5299,5348,5398,5450,5504,5559,5616,5674,5734,5796,5859,5925,5992,6061,6131,6204,6279,6355,6434,6514,6596,6681,6767,6856,6947,7039,7134,7231,7330,7431,7534,7639,7747,7856,7968,8081,8197,8314,8434,8555,8679,8804,8931,9060,9191,9323,9457,9593,9730,9868,10008,10149,10291,10435,10579,10725,10871,11018,11166,11314,11463,11613,11762,11912,12062,12212,12362,12511,12661,12810,12958,13106,13253,13399,13545,13689
19,"Nevada",2023,2039,2056,2073,2091,2110,2130,2151,2172,2194,2217,2240,2265,2289,2315,2341,2368,2395,2423,2451,2479,2508,2538,2568,2598,2629,2660,2692,2724,2756,2788,2821,2854,2888,2921,2955,2988,3022,3056,3091,3125,3159,3193,3227,3261,3295,3329,3362,3396,3429,3462,3495,3527,3559,3591,3622,3654,3684,3714,3744,3774,3802,3831,3859,3886,3913,3940,3965,3991,4016,4040,4064,4087,4109,4132,4153,4174,4195,4215,4234,4253,4271,4289,4306,4323,4340,4355,4371,4386,4400,4414,4428,4441,4454,4466,4478,4489,4500,4511,4521,4531,4541
20,"Tennessee",4301,4351,4403,4458,4516,4577,4641,4708,4778,4849,4921,4994,5067,5141,5216,5291,5366,5443,5520,5597,5675,5753,5832,5912,5992,6073,6155,6237,6319,6403,6486,6570,6655,6740,6825,6911,6997,7084,7171,7259,7347,7435,7524,7613,7703,7792,7882,7973,8063,8154,8245,8337,8428,8520,8612,8704,8796,8889,8981,9074,9166,9259,9352,9445,9538,9630,9723,9816,9909,10001,10094,10186,10279,10371,10463,10555,10646,10738,10829,10920,11011,11101,11192,11281,11371,11460,11549,11638,11726,11814,11901,11988,12075,12161,12247,12332,12417,12501,12585,12668,12751,12833
21,"Hawaii",233,234,235,236,237,238,238,239,240,241,242,243,244,244,245,246,247,248,249,250,251,251,252,253,254,255,256,257,258,258,259,260,261,262,263,264,265,266,266,267,268,269,270,271,272,273,274,274,275,276,277,278,279,280,281,282,282,283,284,285,286,287,288,289,290,291,291,292,293,294,295,296,297,298,299,300,301,301,302,303,304,305,306,307,308,309,310,310,311,312,313,314,315,316,317,318,319,320,320,321,322,323
22,"Indiana",5332,5384,5439,5498,5558,5622,5689,5758,5830,5904,5980,6057,6137,6218,6299,6382,6464,6547,6630,6714,6797,6880,6964,7048,7133,7217,7302,7386,7471,7556,7641,7726,7811,7896,7981,8066,8151,8236,8321,8405,8490,8574,8658,8742,8825,8909,8992,9075,9157,9239,9321,9402,9483,9564,9644,9724,9803,9882,9960,10038,10116,10192,10268,10344,10419,10494,10568,10641,10713,10785,10857,10927,10998,11067,11136,11204,11271,11338,11403,11469,11533,11597,11660,11722,11784,11845,11905,11964,12023,12081,12138,12194,12250,12305,12359,12412,12465,12517,12568,12618,12668,12717
23,"Kentucky",1792,1810,1828,1847,1867,1887,1908,1929,1951,1974,1998,2023,2048,2074,2100,2126,2153,2179,2206,2233,2260,2288,2315,2343,2371,2399,2427,2455,2484,2513,2541,2570,2599,2629,2658,2688,2717,2747,2777,2807,2837,2867,2897,2927,2958,2988,3018,3049,3080,3110,3141,3172,3203,3233,3264,3295,3326,3357,3387,3418,3449,3480,3511,3541,3572,3603,3633,3664,3694,3725,3755,3785,3816,3846,3876,3906,3935,3965,3995,4024,4053,4083,4112,4141,4169,4198,4226,4255,4283,4311,4339,4366,4394,4421,4448,4475,4502,4529,4555,4581,4607,4633
24,"Minnesota",3321,3379,3442,3508,3579,3653,3732,3814,3899,3986,4075,4167,4261,4356,4453,4550,4649,4747,4846,4945,5043,5141,5238,5336,5433,5529,5625,5720,5814,5908,6000,6091,6181,6271,6358,6445,6530,6614,6696,6777,6857,6935,7011,7086,7159,7231,7300,7369,7435,7500,7564,7625,7685,7743,7800,7855,7909,7961,8011,8060,8107,8153,8198,8241,8282,8322,8361,8399,8435,8470,8504,8536,8568,8598,8628,8656,8683,8709,8734,8758,8782,8804,8826,8847,8866,8886,8904,8922,8939,8955,8971,8986,9001,9015,9028,9041,9053,9065,9076,9087,9098,9108
25,"Oklahoma",1649,1665,1682,1701,1720,1740,1761,1783,1807,1831,1856,1882,1908,1935,1963,1992,2021,2050,2079,2109,2139,2169,2200,2230,2261,2293,2324,2356,2388,2420,2452,2485,2517,2550,2583,2615,2648,2681,2714,2747,2780,2813,2846,2879,2912,2945,2977,3010,3042,3075,3107,3139,3170,3202,3233,3264,3295,3326,3356,3386,3416,3445,3474,3503,3531,3559,3587,3614,3641,3668,3694,3720,3745,3770,3795,3819,3843,3866,3889,3912,3934,3956,3977,3998,4019,4039,4058,4078,4097,4115,4133,4151,4168,4185,4202,4218,4234,4250,4265,4279,4294,4308
26,"Pennsylvania",9846,9916,9990,10069,10152,10241,10334,10433,10538,10647,10762,10882,11006,11134,11265,11398,11534,11673,11814,11958,12105,12254,12407,12562,12719,12879,13042,13207,13375,13545,13717,13892,14069,14248,14429,14611,14796,14982,15170,15360,15551,15743,15936,16130,16326,16522,16718,16916,17113,17311,17509,17707,17905,18102,18299,18496,18691,18886,19080,19273,19465,19655,19844,20032,20217,20401,20583,20764,20942,21118,21291,21463,21632,21798,21963,22124,22283,22439,22593,22744,22892,23037,23180,23320,23456,23590,23722,23850,23975,24098,24218,24335,24449,24561,24670,24776,24879,24980,25078,25173,25266,25356
27,"South Carolina",4288,4309,4331,4353,4376,4400,4424,4449,4474,4500,4527,4554,4582,4610,4639,4668,4697,4726,4755,4785,4815,4846,4877,4909,4942,4975,5008,5042,5076,5111,5146,5181,5217,5254,5291,5328,5366,5405,5444,5483,5523,5563,5604,5646,5688,5730,5773,5816,5860,5905,5950,5995,6041,6088,6135,6182,6230,6279,6328,6377,6427,6478,6529,6580,6632,6685,6738,6791,6845,6899,6954,7009,7065,7122,7178,7235,7293,7351,7410,7469,7528,7588,7648,7709,7769,7831,7893,7955,8017,8080,8143,8207,8271,8335,8399,8464,8529,8595,8660,8726,8792,8859
28,"District of Columbia",672,674,675,677,679,681,682,684,687,689,691,693,696,698,701,703,706,709,711,714,717,720,723,726,729,732,736,739,742,746,749,753,757,761,765,769,773,777,782,786,790,795,800,805,809,815,820,825,830,836,841,847,853,859,865,871,877,883,890,896,903,910,917,924,931,938,946,953,961,968,976,984,992,1001,1009,1017,1026,1035,1044,1052,1061,1071,1080,1089,1098,1108,1118,1127,1137,1147,1157,1167,1177,1187,1198,1208,1218,1229,1239,1250,1260,1271
