target,target_end_date,location,type,quantile,value,location_name,forecast_date
1 wk ahead inc case,2021-02-20,GM,quantile,0.01,33418.7772709917,Germany,2021-02-15
1 wk ahead inc case,2021-02-20,GM,quantile,0.025,34707.6252417263,Germany,2021-02-15
1 wk ahead inc case,2021-02-20,GM,quantile,0.05,35867.6768958785,Germany,2021-02-15
1 wk ahead inc case,2021-02-20,GM,quantile,0.1,37267.5847351022,Germany,2021-02-15
1 wk ahead inc case,2021-02-20,GM,quantile,0.15,38251.7129058732,Germany,2021-02-15
1 wk ahead inc case,2021-02-20,GM,quantile,0.2,39057.592946337,Germany,2021-02-15
1 wk ahead inc case,2021-02-20,GM,quantile,0.25,39766.2452992647,Germany,2021-02-15
1 wk ahead inc case,2021-02-20,GM,quantile,0.3,40416.6013488215,Germany,2021-02-15
1 wk ahead inc case,2021-02-20,GM,quantile,0.35,41031.3307666801,Germany,2021-02-15
1 wk ahead inc case,2021-02-20,GM,quantile,0.4,41625.628391878,Germany,2021-02-15
1 wk ahead inc case,2021-02-20,GM,quantile,0.45,42211.007213887,Germany,2021-02-15
1 wk ahead inc case,2021-02-20,GM,quantile,0.5,42797.2825,Germany,2021-02-15
1 wk ahead inc case,2021-02-20,GM,quantile,0.55,43393.8548555382,Germany,2021-02-15
1 wk ahead inc case,2021-02-20,GM,quantile,0.6,44010.7954328353,Germany,2021-02-15
1 wk ahead inc case,2021-02-20,GM,quantile,0.65,44660.0793088768,Germany,2021-02-15
1 wk ahead inc case,2021-02-20,GM,quantile,0.7,45357.3862121399,Germany,2021-02-15
1 wk ahead inc case,2021-02-20,GM,quantile,0.75,46125.259610256,Germany,2021-02-15
1 wk ahead inc case,2021-02-20,GM,quantile,0.8,46999.5515988424,Germany,2021-02-15
1 wk ahead inc case,2021-02-20,GM,quantile,0.85,48044.9140161964,Germany,2021-02-15
1 wk ahead inc case,2021-02-20,GM,quantile,0.9,49401.6922273832,Germany,2021-02-15
1 wk ahead inc case,2021-02-20,GM,quantile,0.95,51501.3263361304,Germany,2021-02-15
1 wk ahead inc case,2021-02-20,GM,quantile,0.975,53412.4913584464,Germany,2021-02-15
1 wk ahead inc case,2021-02-20,GM,quantile,0.99,55745.7669225442,Germany,2021-02-15
2 wk ahead inc case,2021-02-27,GM,quantile,0.01,25721.6769208485,Germany,2021-02-15
2 wk ahead inc case,2021-02-27,GM,quantile,0.025,27021.5933108422,Germany,2021-02-15
2 wk ahead inc case,2021-02-27,GM,quantile,0.05,28214.9538898453,Germany,2021-02-15
2 wk ahead inc case,2021-02-27,GM,quantile,0.1,29684.6425322886,Germany,2021-02-15
2 wk ahead inc case,2021-02-27,GM,quantile,0.15,30737.2580951565,Germany,2021-02-15
2 wk ahead inc case,2021-02-27,GM,quantile,0.2,31611.1957041823,Germany,2021-02-15
2 wk ahead inc case,2021-02-27,GM,quantile,0.25,32388.6165851027,Germany,2021-02-15
2 wk ahead inc case,2021-02-27,GM,quantile,0.3,33109.4382389104,Germany,2021-02-15
2 wk ahead inc case,2021-02-27,GM,quantile,0.35,33797.2485205676,Germany,2021-02-15
2 wk ahead inc case,2021-02-27,GM,quantile,0.4,34468.1837432545,Germany,2021-02-15
2 wk ahead inc case,2021-02-27,GM,quantile,0.45,35134.8048225105,Germany,2021-02-15
2 wk ahead inc case,2021-02-27,GM,quantile,0.5,35808.1725,Germany,2021-02-15
2 wk ahead inc case,2021-02-27,GM,quantile,0.55,36499.2495658864,Germany,2021-02-15
2 wk ahead inc case,2021-02-27,GM,quantile,0.6,37220.1628099891,Germany,2021-02-15
2 wk ahead inc case,2021-02-27,GM,quantile,0.65,37985.7235015018,Germany,2021-02-15
2 wk ahead inc case,2021-02-27,GM,quantile,0.7,38815.7333211549,Germany,2021-02-15
2 wk ahead inc case,2021-02-27,GM,quantile,0.75,39739.1128436848,Germany,2021-02-15
2 wk ahead inc case,2021-02-27,GM,quantile,0.8,40802.4188376735,Germany,2021-02-15
2 wk ahead inc case,2021-02-27,GM,quantile,0.85,42090.4791209242,Germany,2021-02-15
2 wk ahead inc case,2021-02-27,GM,quantile,0.9,43789.3496095845,Germany,2021-02-15
2 wk ahead inc case,2021-02-27,GM,quantile,0.95,46478.6005432577,Germany,2021-02-15
2 wk ahead inc case,2021-02-27,GM,quantile,0.975,48989.9084003318,Germany,2021-02-15
2 wk ahead inc case,2021-02-27,GM,quantile,0.99,52137.5761101264,Germany,2021-02-15
3 wk ahead inc case,2021-03-06,GM,quantile,0.01,19768.7124676786,Germany,2021-02-15
3 wk ahead inc case,2021-03-06,GM,quantile,0.025,21128.6796644364,Germany,2021-02-15
3 wk ahead inc case,2021-03-06,GM,quantile,0.05,22411.1974140611,Germany,2021-02-15
3 wk ahead inc case,2021-03-06,GM,quantile,0.1,24036.1292836286,Germany,2021-02-15
3 wk ahead inc case,2021-03-06,GM,quantile,0.15,25231.1175139198,Germany,2021-02-15
3 wk ahead inc case,2021-03-06,GM,quantile,0.2,26243.2108550913,Germany,2021-02-15
3 wk ahead inc case,2021-03-06,GM,quantile,0.25,27158.8310716561,Germany,2021-02-15
3 wk ahead inc case,2021-03-06,GM,quantile,0.3,28020.7195642168,Germany,2021-02-15
3 wk ahead inc case,2021-03-06,GM,quantile,0.35,28854.7764083636,Germany,2021-02-15
3 wk ahead inc case,2021-03-06,GM,quantile,0.4,29679.3548172536,Germany,2021-02-15
3 wk ahead inc case,2021-03-06,GM,quantile,0.45,30509.4018850087,Germany,2021-02-15
3 wk ahead inc case,2021-03-06,GM,quantile,0.5,31358.7725,Germany,2021-02-15
3 wk ahead inc case,2021-03-06,GM,quantile,0.55,32241.9174829493,Germany,2021-02-15
3 wk ahead inc case,2021-03-06,GM,quantile,0.6,33175.5564745132,Germany,2021-02-15
3 wk ahead inc case,2021-03-06,GM,quantile,0.65,34180.8608306173,Germany,2021-02-15
3 wk ahead inc case,2021-03-06,GM,quantile,0.7,35286.9267269391,Germany,2021-02-15
