target,target_end_date,location,type,target_type,quantile,value,location_name,forecast_date
3 wk ahead inc case,2021-03-06,PL,quantile,cases,0.25,31299.3108391533,Poland,2021-02-15
3 wk ahead inc case,2021-03-06,PL,quantile,cases,0.3,32402.0550730436,Poland,2021-02-15
3 wk ahead inc case,2021-03-06,PL,quantile,cases,0.35,33467.8026151976,Poland,2021-02-15
3 wk ahead inc case,2021-03-06,PL,quantile,cases,0.4,34520.0633861957,Poland,2021-02-15
3 wk ahead inc case,2021-03-06,PL,quantile,cases,0.45,35577.8958867061,Poland,2021-02-15
3 wk ahead inc case,2021-03-06,PL,quantile,cases,0.5,36658.8733333333,Poland,2021-02-15
3 wk ahead inc case,2021-03-06,PL,quantile,cases,0.55,37781.2298750932,Poland,2021-02-15
3 wk ahead inc case,2021-03-06,PL,quantile,cases,0.6,38965.9663491584,Poland,2021-02-15
3 wk ahead inc case,2021-03-06,PL,quantile,cases,0.65,40239.5763486176,Poland,2021-02-15
3 wk ahead inc case,2021-03-06,PL,quantile,cases,0.7,41638.3628795909,Poland,2021-02-15
3 wk ahead inc case,2021-03-06,PL,quantile,cases,0.75,43216.3450447871,Poland,2021-02-15
3 wk ahead inc case,2021-03-06,PL,quantile,cases,0.8,45061.7882311189,Poland,2021-02-15
3 wk ahead inc case,2021-03-06,PL,quantile,cases,0.85,47337.6656648301,Poland,2021-02-15
3 wk ahead inc case,2021-03-06,PL,quantile,cases,0.9,50406.4545879622,Poland,2021-02-15
3 wk ahead inc case,2021-03-06,PL,quantile,cases,0.95,55418.3127935476,Poland,2021-02-15
3 wk ahead inc case,2021-03-06,PL,quantile,cases,0.975,60266.5781583096,Poland,2021-02-15
3 wk ahead inc case,2021-03-06,PL,quantile,cases,0.99,66568.4940026261,Poland,2021-02-15
4 wk ahead inc case,2021-03-13,PL,quantile,cases,0.01,19192.7202111878,Poland,2021-02-15
4 wk ahead inc case,2021-03-13,PL,quantile,cases,0.025,21111.4445978647,Poland,2021-02-15
4 wk ahead inc case,2021-03-13,PL,quantile,cases,0.05,22957.4014119773,Poland,2021-02-15
4 wk ahead inc case,2021-03-13,PL,quantile,cases,0.1,25344.3221316453,Poland,2021-02-15
4 wk ahead inc case,2021-03-13,PL,quantile,cases,0.15,27132.3194255872,Poland,2021-02-15
4 wk ahead inc case,2021-03-13,PL,quantile,cases,0.2,28667.3510159926,Poland,2021-02-15
4 wk ahead inc case,2021-03-13,PL,quantile,cases,0.25,30071.8541983193,Poland,2021-02-15
4 wk ahead inc case,2021-03-13,PL,quantile,cases,0.3,31407.2390936404,Poland,2021-02-15
4 wk ahead inc case,2021-03-13,PL,quantile,cases,0.35,32711.4559348896,Poland,2021-02-15
4 wk ahead inc case,2021-03-13,PL,quantile,cases,0.4,34012.1179740887,Poland,2021-02-15
4 wk ahead inc case,2021-03-13,PL,quantile,cases,0.45,35332.4456617573,Poland,2021-02-15
4 wk ahead inc case,2021-03-13,PL,quantile,cases,0.5,36694.7033333333,Poland,2021-02-15
4 wk ahead inc case,2021-03-13,PL,quantile,cases,0.55,38122.8496011404,Poland,2021-02-15
4 wk ahead inc case,2021-03-13,PL,quantile,cases,0.6,39645.3285758812,Poland,2021-02-15
4 wk ahead inc case,2021-03-13,PL,quantile,cases,0.65,41298.876769924,Poland,2021-02-15
4 wk ahead inc case,2021-03-13,PL,quantile,cases,0.7,43134.7309056291,Poland,2021-02-15
4 wk ahead inc case,2021-03-13,PL,quantile,cases,0.75,45230.1782526976,Poland,2021-02-15
4 wk ahead inc case,2021-03-13,PL,quantile,cases,0.8,47712.9440581822,Poland,2021-02-15
4 wk ahead inc case,2021-03-13,PL,quantile,cases,0.85,50821.3868888744,Poland,2021-02-15
4 wk ahead inc case,2021-03-13,PL,quantile,cases,0.9,55091.8933245478,Poland,2021-02-15
4 wk ahead inc case,2021-03-13,PL,quantile,cases,0.95,62253.732987352,Poland,2021-02-15
4 wk ahead inc case,2021-03-13,PL,quantile,cases,0.975,69392.2713861189,Poland,2021-02-15
4 wk ahead inc case,2021-03-13,PL,quantile,cases,0.99,78962.8376741624,Poland,2021-02-15
1 wk ahead inc case,2021-02-20,PL,point,cases,,37136.93,Poland,2021-02-15
2 wk ahead inc case,2021-02-27,PL,point,cases,,36788.19,Poland,2021-02-15
3 wk ahead inc case,2021-03-06,PL,point,cases,,36658.8733333333,Poland,2021-02-15
4 wk ahead inc case,2021-03-13,PL,point,cases,,36694.7033333333,Poland,2021-02-15
1 wk ahead cum case,2021-02-20,PL,quantile,,0.01,1604060.31726156,Poland,2021-02-15
1 wk ahead cum case,2021-02-20,PL,quantile,,0.025,1605413.32523967,Poland,2021-02-15
1 wk ahead cum case,2021-02-20,PL,quantile,,0.05,1606636.8827118,Poland,2021-02-15
1 wk ahead cum case,2021-02-20,PL,quantile,,0.1,1608120.32442396,Poland,2021-02-15
1 wk ahead cum case,2021-02-20,PL,quantile,,0.15,1609167.49318837,Poland,2021-02-15
1 wk ahead cum case,2021-02-20,PL,quantile,,0.2,1610027.54910472,Poland,2021-02-15
1 wk ahead cum case,2021-02-20,PL,quantile,,0.25,1610785.6865834,Poland,2021-02-15
1 wk ahead cum case,2021-02-20,PL,quantile,,0.3,1611482.94017666,Poland,2021-02-15
1 wk ahead cum case,2021-02-20,PL,quantile,,0.35,1612143.27540136,Poland,2021-02-15
1 wk ahead cum case,2021-02-20,PL,quantile,,0.4,1612782.82011275,Poland,2021-02-15
1 wk ahead cum case,2021-02-20,PL,quantile,,0.45,1613413.85856224,Poland,2021-02-15
1 wk ahead cum case,2021-02-20,PL,quantile,,0.5,1614046.93,Poland,2021-02-15
1 wk ahead cum case,2021-02-20,PL,quantile,,0.55,1614692.1971438,Poland,2021-02-15
1 wk ahead cum case,2021-02-20,PL,quantile,,0.6,1615360.61773886,Poland,2021-02-15
1 wk ahead cum case,2021-02-20,PL,quantile,,0.65,1616065.29189553,Poland,2021-02-15
1 wk ahead cum case,2021-02-20,PL,quantile,,0.7,1616823.4447211,Poland,2021-02-15
1 wk ahead cum case,2021-02-20,PL,quantile,,0.75,1617659.91906524,Poland,2021-02-15
1 wk ahead cum case,2021-02-20,PL,quantile,,0.8,1618614.31671928,Poland,2021-02-15
1 wk ahead cum case,2021-02-20,PL,quantile,,0.85,1619758.18784843,Poland,2021-02-15
1 wk ahead cum case,2021-02-20,PL,quantile,,0.9,1621247.13586402,Poland,2021-02-15
1 wk ahead cum case,2021-02-20,PL,quantile,,0.95,1623560.58175419,Poland,2021-02-15
1 wk ahead cum case,2021-02-20,PL,quantile,,0.975,1625675.78310582,Poland,2021-02-15
1 wk ahead cum case,2021-02-20,PL,quantile,,0.99,1628269.79953462,Poland,2021-02-15
2 wk ahead cum case,2021-02-27,PL,quantile,,0.01,1628170.54912499,Poland,2021-02-15
2 wk ahead cum case,2021-02-27,PL,quantile,,0.025,1631127.25833859,Poland,2021-02-15
2 wk ahead cum case,2021-02-27,PL,quantile,,0.05,1633831.96086376,Poland,2021-02-15
2 wk ahead cum case,2021-02-27,PL,quantile,,0.1,1637150.39533997,Poland,2021-02-15
2 wk ahead cum case,2021-02-27,PL,quantile,,0.15,1639518.74191885,Poland,2021-02-15
2 wk ahead cum case,2021-02-27,PL,quantile,,0.2,1641479.86788699,Poland,2021-02-15
2 wk ahead cum case,2021-02-27,PL,quantile,,0.25,1643220.51698856,Poland,2021-02-15
2 wk ahead cum case,2021-02-27,PL,quantile,,0.3,1644831.22437746,Poland,2021-02-15
2 wk ahead cum case,2021-02-27,PL,quantile,,0.35,1646365.33179571,Poland,2021-02-15
2 wk ahead cum case,2021-02-27,PL,quantile,,0.4,1647859.1798002,Poland,2021-02-15
2 wk ahead cum case,2021-02-27,PL,quantile,,0.45,1649340.90362691,Poland,2021-02-15
2 wk ahead cum case,2021-02-27,PL,quantile,,0.5,1650835.12,Poland,2021-02-15
2 wk ahead cum case,2021-02-27,PL,quantile,,0.55,1652366.06589346,Poland,2021-02-15
2 wk ahead cum case,2021-02-27,PL,quantile,,0.6,1653960.38914924,Poland,2021-02-15
2 wk ahead cum case,2021-02-27,PL,quantile,,0.65,1655650.47416156,Poland,2021-02-15
2 wk ahead cum case,2021-02-27,PL,quantile,,0.7,1657479.45087057,Poland,2021-02-15
2 wk ahead cum case,2021-02-27,PL,quantile,,0.75,1659510.13018291,Poland,2021-02-15
2 wk ahead cum case,2021-02-27,PL,quantile,,0.8,1661843.40129155,Poland,2021-02-15
2 wk ahead cum case,2021-02-27,PL,quantile,,0.85,1664662.73891644,Poland,2021-02-15
2 wk ahead cum case,2021-02-27,PL,quantile,,0.9,1668369.80043359,Poland,2021-02-15
2 wk ahead cum case,2021-02-27,PL,quantile,,0.95,1674212.73260349,Poland,2021-02-15
2 wk ahead cum case,2021-02-27,PL,quantile,,0.975,1679642.97874056,Poland,2021-02-15
2 wk ahead cum case,2021-02-27,PL,quantile,,0.99,1686416.46265218,Poland,2021-02-15
3 wk ahead cum case,2021-03-06,PL,quantile,,0.01,1649966.26670331,Poland,2021-02-15
3 wk ahead cum case,2021-03-06,PL,quantile,,0.025,1654676.49625091,Poland,2021-02-15
3 wk ahead cum case,2021-03-06,PL,quantile,,0.05,1659033.66936856,Poland,2021-02-15
3 wk ahead cum case,2021-03-06,PL,quantile,,0.1,1664443.04656611,Poland,2021-02-15
3 wk ahead cum case,2021-03-06,PL,quantile,,0.15,1668346.6269218,Poland,2021-02-15
3 wk ahead cum case,2021-03-06,PL,quantile,,0.2,1671606.14444742,Poland,2021-02-15
3 wk ahead cum case,2021-03-06,PL,quantile,,0.25,1674519.82782771,Poland,2021-02-15
3 wk ahead cum case,2021-03-06,PL,quantile,,0.3,1677233.2794505,Poland,2021-02-15
3 wk ahead cum case,2021-03-06,PL,quantile,,0.35,1679833.13441091,Poland,2021-02-15
3 wk ahead cum case,2021-03-06,PL,quantile,,0.4,1682379.2431864,Poland,2021-02-15
3 wk ahead cum case,2021-03-06,PL,quantile,,0.45,1684918.79951362,Poland,2021-02-15
3 wk ahead cum case,2021-03-06,PL,quantile,,0.5,1687493.99333333,Poland,2021-02-15
3 wk ahead cum case,2021-03-06,PL,quantile,,0.55,1690147.29576855,Poland,2021-02-15
3 wk ahead cum case,2021-03-06,PL,quantile,,0.6,1692926.3554984,Poland,2021-02-15
3 wk ahead cum case,2021-03-06,PL,quantile,,0.65,1695890.05051017,Poland,2021-02-15
3 wk ahead cum case,2021-03-06,PL,quantile,,0.7,1699117.81375016,Poland,2021-02-15
3 wk ahead cum case,2021-03-06,PL,quantile,,0.75,1702726.4752277,Poland,2021-02-15
3 wk ahead cum case,2021-03-06,PL,quantile,,0.8,1706905.18952267,Poland,2021-02-15
3 wk ahead cum case,2021-03-06,PL,quantile,,0.85,1712000.40458127,Poland,2021-02-15
3 wk ahead cum case,2021-03-06,PL,quantile,,0.9,1718776.25502155,Poland,2021-02-15
3 wk ahead cum case,2021-03-06,PL,quantile,,0.95,1729631.04539704,Poland,2021-02-15
3 wk ahead cum case,2021-03-06,PL,quantile,,0.975,1739909.55689887,Poland,2021-02-15
3 wk ahead cum case,2021-03-06,PL,quantile,,0.99,1752984.95665481,Poland,2021-02-15
4 wk ahead cum case,2021-03-13,PL,quantile,,0.01,1669158.9869145,Poland,2021-02-15
4 wk ahead cum case,2021-03-13,PL,quantile,,0.025,1675787.94084878,Poland,2021-02-15
4 wk ahead cum case,2021-03-13,PL,quantile,,0.05,1681991.07078054,Poland,2021-02-15
4 wk ahead cum case,2021-03-13,PL,quantile,,0.1,1689787.36869776,Poland,2021-02-15
4 wk ahead cum case,2021-03-13,PL,quantile,,0.15,1695478.94634739,Poland,2021-02-15
4 wk ahead cum case,2021-03-13,PL,quantile,,0.2,1700273.49546342,Poland,2021-02-15
4 wk ahead cum case,2021-03-13,PL,quantile,,0.25,1704591.68202603,Poland,2021-02-15
4 wk ahead cum case,2021-03-13,PL,quantile,,0.3,1708640.51854414,Poland,2021-02-15
4 wk ahead cum case,2021-03-13,PL,quantile,,0.35,1712544.5903458,Poland,2021-02-15
4 wk ahead cum case,2021-03-13,PL,quantile,,0.4,1716391.36116049,Poland,2021-02-15
4 wk ahead cum case,2021-03-13,PL,quantile,,0.45,1720251.24517538,Poland,2021-02-15
4 wk ahead cum case,2021-03-13,PL,quantile,,0.5,1724188.69666667,Poland,2021-02-15
4 wk ahead cum case,2021-03-13,PL,quantile,,0.55,1728270.14536969,Poland,2021-02-15
4 wk ahead cum case,2021-03-13,PL,quantile,,0.6,1732571.68407428,Poland,2021-02-15
4 wk ahead cum case,2021-03-13,PL,quantile,,0.65,1737188.9272801,Poland,2021-02-15
4 wk ahead cum case,2021-03-13,PL,quantile,,0.7,1742252.54465579,Poland,2021-02-15
4 wk ahead cum case,2021-03-13,PL,quantile,,0.75,1747956.6534804,Poland,2021-02-15
4 wk ahead cum case,2021-03-13,PL,quantile,,0.8,1754618.13358085,Poland,2021-02-15
4 wk ahead cum case,2021-03-13,PL,quantile,,0.85,1762821.79147015,Poland,2021-02-15
4 wk ahead cum case,2021-03-13,PL,quantile,,0.9,1773868.1483461,Poland,2021-02-15
4 wk ahead cum case,2021-03-13,PL,quantile,,0.95,1791884.77838439,Poland,2021-02-15
4 wk ahead cum case,2021-03-13,PL,quantile,,0.975,1809301.82828499,Poland,2021-02-15
4 wk ahead cum case,2021-03-13,PL,quantile,,0.99,1831947.79432897,Poland,2021-02-15
1 wk ahead cum case,2021-02-20,PL,point,,,1614046.93,Poland,2021-02-15
2 wk ahead cum case,2021-02-27,PL,point,,,1650835.12,Poland,2021-02-15
3 wk ahead cum case,2021-03-06,PL,point,,,1687493.99333333,Poland,2021-02-15
4 wk ahead cum case,2021-03-13,PL,point,,,1724188.69666667,Poland,2021-02-15
