target,target_end_date,location,type,quantile,value,location_name,forecast_date
1 wk ahead inc death,2020-10-24,GM,quantile,0.01,171.706119268345,Germany,2020-10-19
1 wk ahead inc death,2020-10-24,GM,quantile,0.025,182.740966736655,Germany,2020-10-19
1 wk ahead inc death,2020-10-24,GM,quantile,0.05,192.79711696752,Germany,2020-10-19
1 wk ahead inc death,2020-10-24,GM,quantile,0.1,205.079924551152,Germany,2020-10-19
1 wk ahead inc death,2020-10-24,GM,quantile,0.15,213.806172570688,Germany,2020-10-19
1 wk ahead inc death,2020-10-24,GM,quantile,0.2,221.005576769616,Germany,2020-10-19
1 wk ahead inc death,2020-10-24,GM,quantile,0.25,227.374920597664,Germany,2020-10-19
1 wk ahead inc death,2020-10-24,GM,quantile,0.3,233.251077214106,Germany,2020-10-19
1 wk ahead inc death,2020-10-24,GM,quantile,0.35,238.831687125092,Germany,2020-10-19
1 wk ahead inc death,2020-10-24,GM,quantile,0.4,244.250548757689,Germany,2020-10-19
1 wk ahead inc death,2020-10-24,GM,quantile,0.45,249.610353547298,Germany,2020-10-19
1 wk ahead inc death,2020-10-24,GM,quantile,0.5,255,Germany,2020-10-19
1 wk ahead inc death,2020-10-24,GM,quantile,0.55,260.506020987942,Germany,2020-10-19
1 wk ahead inc death,2020-10-24,GM,quantile,0.6,266.222533913357,Germany,2020-10-19
1 wk ahead inc death,2020-10-24,GM,quantile,0.65,272.262867556356,Germany,2020-10-19
1 wk ahead inc death,2020-10-24,GM,quantile,0.7,278.776847578338,Germany,2020-10-19
1 wk ahead inc death,2020-10-24,GM,quantile,0.75,285.981408279679,Germany,2020-10-19
1 wk ahead inc death,2020-10-24,GM,quantile,0.8,294.223344724845,Germany,2020-10-19
1 wk ahead inc death,2020-10-24,GM,quantile,0.85,304.130602115809,Germany,2020-10-19
1 wk ahead inc death,2020-10-24,GM,quantile,0.9,317.071503426368,Germany,2020-10-19
1 wk ahead inc death,2020-10-24,GM,quantile,0.95,337.271640897796,Germany,2020-10-19
1 wk ahead inc death,2020-10-24,GM,quantile,0.975,355.831542106847,Germany,2020-10-19
1 wk ahead inc death,2020-10-24,GM,quantile,0.99,378.699374705323,Germany,2020-10-19
2 wk ahead inc death,2020-10-31,GM,quantile,0.01,222.361242566806,Germany,2020-10-19
2 wk ahead inc death,2020-10-31,GM,quantile,0.025,237.520130115939,Germany,2020-10-19
2 wk ahead inc death,2020-10-31,GM,quantile,0.05,251.381635014789,Germany,2020-10-19
2 wk ahead inc death,2020-10-31,GM,quantile,0.1,268.369996861953,Germany,2020-10-19
2 wk ahead inc death,2020-10-31,GM,quantile,0.15,280.475923028787,Germany,2020-10-19
2 wk ahead inc death,2020-10-31,GM,quantile,0.2,290.485619777407,Germany,2020-10-19
2 wk ahead inc death,2020-10-31,GM,quantile,0.25,299.357269227169,Germany,2020-10-19
2 wk ahead inc death,2020-10-31,GM,quantile,0.3,307.554960065291,Germany,2020-10-19
2 wk ahead inc death,2020-10-31,GM,quantile,0.35,315.351601483812,Germany,2020-10-19
2 wk ahead inc death,2020-10-31,GM,quantile,0.4,322.932530311449,Germany,2020-10-19
2 wk ahead inc death,2020-10-31,GM,quantile,0.45,330.440579379069,Germany,2020-10-19
2 wk ahead inc death,2020-10-31,GM,quantile,0.5,338,Germany,2020-10-19
