target,target_end_date,location,type,target_type,quantile,value,location_name,forecast_date
2 wk ahead inc case,2021-02-20,PL,quantile,cases,0.65,37056.5081849588,Poland,2021-02-08
2 wk ahead inc case,2021-02-20,PL,quantile,cases,0.7,37804.1992046808,Poland,2021-02-08
2 wk ahead inc case,2021-02-20,PL,quantile,cases,0.75,38628.1219121793,Poland,2021-02-08
2 wk ahead inc case,2021-02-20,PL,quantile,cases,0.8,39566.8885412885,Poland,2021-02-08
2 wk ahead inc case,2021-02-20,PL,quantile,cases,0.85,40690.1623375327,Poland,2021-02-08
2 wk ahead inc case,2021-02-20,PL,quantile,cases,0.9,42149.2166912613,Poland,2021-02-08
2 wk ahead inc case,2021-02-20,PL,quantile,cases,0.95,44409.2031581702,Poland,2021-02-08
2 wk ahead inc case,2021-02-20,PL,quantile,cases,0.975,46467.9733920085,Poland,2021-02-08
2 wk ahead inc case,2021-02-20,PL,quantile,cases,0.99,48982.8573586504,Poland,2021-02-08
3 wk ahead inc case,2021-02-27,PL,quantile,cases,0.01,22479.4175022652,Poland,2021-02-08
3 wk ahead inc case,2021-02-27,PL,quantile,cases,0.025,24077.922518419,Poland,2021-02-08
3 wk ahead inc case,2021-02-27,PL,quantile,cases,0.05,25544.3750234612,Poland,2021-02-08
3 wk ahead inc case,2021-02-27,PL,quantile,cases,0.1,27347.5372241279,Poland,2021-02-08
3 wk ahead inc case,2021-02-27,PL,quantile,cases,0.15,28636.2807182461,Poland,2021-02-08
3 wk ahead inc case,2021-02-27,PL,quantile,cases,0.2,29704.1763538729,Poland,2021-02-08
3 wk ahead inc case,2021-02-27,PL,quantile,cases,0.25,30652.3563323971,Poland,2021-02-08
3 wk ahead inc case,2021-02-27,PL,quantile,cases,0.3,31529.890896085,Poland,2021-02-08
3 wk ahead inc case,2021-02-27,PL,quantile,cases,0.35,32365.703667652,Poland,2021-02-08
3 wk ahead inc case,2021-02-27,PL,quantile,cases,0.4,33179.5003263944,Poland,2021-02-08
3 wk ahead inc case,2021-02-27,PL,quantile,cases,0.45,33986.5312007179,Poland,2021-02-08
3 wk ahead inc case,2021-02-27,PL,quantile,cases,0.5,34800.1285714286,Poland,2021-02-08
3 wk ahead inc case,2021-02-27,PL,quantile,cases,0.55,35633.4039993722,Poland,2021-02-08
3 wk ahead inc case,2021-02-27,PL,quantile,cases,0.6,36500.7541667966,Poland,2021-02-08
3 wk ahead inc case,2021-02-27,PL,quantile,cases,0.65,37419.6511377427,Poland,2021-02-08
3 wk ahead inc case,2021-02-27,PL,quantile,cases,0.7,38413.3335389074,Poland,2021-02-08
3 wk ahead inc case,2021-02-27,PL,quantile,cases,0.75,39515.6003416464,Poland,2021-02-08
3 wk ahead inc case,2021-02-27,PL,quantile,cases,0.8,40780.6687046873,Poland,2021-02-08
3 wk ahead inc case,2021-02-27,PL,quantile,cases,0.85,42306.9918067895,Poland,2021-02-08
3 wk ahead inc case,2021-02-27,PL,quantile,cases,0.9,44309.7090333735,Poland,2021-02-08
3 wk ahead inc case,2021-02-27,PL,quantile,cases,0.95,47455.5683292458,Poland,2021-02-08
3 wk ahead inc case,2021-02-27,PL,quantile,cases,0.975,50366.305698393,Poland,2021-02-08
3 wk ahead inc case,2021-02-27,PL,quantile,cases,0.99,53978.1843073276,Poland,2021-02-08
4 wk ahead inc case,2021-03-06,PL,quantile,cases,0.01,19984.9330559976,Poland,2021-02-08
4 wk ahead inc case,2021-03-06,PL,quantile,cases,0.025,21768.9228422177,Poland,2021-02-08
4 wk ahead inc case,2021-03-06,PL,quantile,cases,0.05,23433.9371275463,Poland,2021-02-08
4 wk ahead inc case,2021-03-06,PL,quantile,cases,0.1,25517.0174580292,Poland,2021-02-08
4 wk ahead inc case,2021-03-06,PL,quantile,cases,0.15,27029.1417052834,Poland,2021-02-08
4 wk ahead inc case,2021-03-06,PL,quantile,cases,0.2,28296.4151833744,Poland,2021-02-08
4 wk ahead inc case,2021-03-06,PL,quantile,cases,0.25,29432.2138376637,Poland,2021-02-08
4 wk ahead inc case,2021-03-06,PL,quantile,cases,0.3,30492.0904888016,Poland,2021-02-08
4 wk ahead inc case,2021-03-06,PL,quantile,cases,0.35,31509.2175017159,Poland,2021-02-08
4 wk ahead inc case,2021-03-06,PL,quantile,cases,0.4,32506.5994262131,Poland,2021-02-08
4 wk ahead inc case,2021-03-06,PL,quantile,cases,0.45,33502.4500689861,Poland,2021-02-08
4 wk ahead inc case,2021-03-06,PL,quantile,cases,0.5,34513.1171428571,Poland,2021-02-08
4 wk ahead inc case,2021-03-06,PL,quantile,cases,0.55,35555.113743847,Poland,2021-02-08
4 wk ahead inc case,2021-03-06,PL,quantile,cases,0.6,36647.0124249991,Poland,2021-02-08
4 wk ahead inc case,2021-03-06,PL,quantile,cases,0.65,37811.7967082247,Poland,2021-02-08
4 wk ahead inc case,2021-03-06,PL,quantile,cases,0.7,39080.4915852199,Poland,2021-02-08
4 wk ahead inc case,2021-03-06,PL,quantile,cases,0.75,40498.7212379012,Poland,2021-02-08
4 wk ahead inc case,2021-03-06,PL,quantile,cases,0.8,42140.2983672035,Poland,2021-02-08
4 wk ahead inc case,2021-03-06,PL,quantile,cases,0.85,44140.2401084804,Poland,2021-02-08
4 wk ahead inc case,2021-03-06,PL,quantile,cases,0.9,46795.758859371,Poland,2021-02-08
4 wk ahead inc case,2021-03-06,PL,quantile,cases,0.95,51036.6769570944,Poland,2021-02-08
4 wk ahead inc case,2021-03-06,PL,quantile,cases,0.975,55033.7537929204,Poland,2021-02-08
4 wk ahead inc case,2021-03-06,PL,quantile,cases,0.99,60087.4921975278,Poland,2021-02-08
1 wk ahead inc case,2021-02-13,PL,point,cases,,36008.39,Poland,2021-02-08
2 wk ahead inc case,2021-02-20,PL,point,cases,,35061.8514285714,Poland,2021-02-08
3 wk ahead inc case,2021-02-27,PL,point,cases,,34800.1285714286,Poland,2021-02-08
4 wk ahead inc case,2021-03-06,PL,point,cases,,34513.1171428571,Poland,2021-02-08
1 wk ahead cum case,2021-02-13,PL,quantile,,0.01,1567611.8216319,Poland,2021-02-08
1 wk ahead cum case,2021-02-13,PL,quantile,,0.025,1568719.82921193,Poland,2021-02-08
1 wk ahead cum case,2021-02-13,PL,quantile,,0.05,1569708.27290449,Poland,2021-02-08
1 wk ahead cum case,2021-02-13,PL,quantile,,0.1,1570890.20206825,Poland,2021-02-08
1 wk ahead cum case,2021-02-13,PL,quantile,,0.15,1571714.12362603,Poland,2021-02-08
1 wk ahead cum case,2021-02-13,PL,quantile,,0.2,1572384.61806727,Poland,2021-02-08
1 wk ahead cum case,2021-02-13,PL,quantile,,0.25,1572971.1482099,Poland,2021-02-08
1 wk ahead cum case,2021-02-13,PL,quantile,,0.3,1573506.93605339,Poland,2021-02-08
1 wk ahead cum case,2021-02-13,PL,quantile,,0.35,1574011.20942693,Poland,2021-02-08
1 wk ahead cum case,2021-02-13,PL,quantile,,0.4,1574496.74795358,Poland,2021-02-08
1 wk ahead cum case,2021-02-13,PL,quantile,,0.45,1574973.12537416,Poland,2021-02-08
1 wk ahead cum case,2021-02-13,PL,quantile,,0.5,1575448.39,Poland,2021-02-08
1 wk ahead cum case,2021-02-13,PL,quantile,,0.55,1575930.13200132,Poland,2021-02-08
1 wk ahead cum case,2021-02-13,PL,quantile,,0.6,1576426.36191682,Poland,2021-02-08
1 wk ahead cum case,2021-02-13,PL,quantile,,0.65,1576946.48187532,Poland,2021-02-08
1 wk ahead cum case,2021-02-13,PL,quantile,,0.7,1577502.67673639,Poland,2021-02-08
1 wk ahead cum case,2021-02-13,PL,quantile,,0.75,1578112.3293232,Poland,2021-02-08
1 wk ahead cum case,2021-02-13,PL,quantile,,0.8,1578802.92024761,Poland,2021-02-08
1 wk ahead cum case,2021-02-13,PL,quantile,,0.85,1579623.76108136,Poland,2021-02-08
1 wk ahead cum case,2021-02-13,PL,quantile,,0.9,1580681.38515438,Poland,2021-02-08
1 wk ahead cum case,2021-02-13,PL,quantile,,0.95,1582301.33311125,Poland,2021-02-08
1 wk ahead cum case,2021-02-13,PL,quantile,,0.975,1583758.80291155,Poland,2021-02-08
1 wk ahead cum case,2021-02-13,PL,quantile,,0.99,1585517.01853006,Poland,2021-02-08
2 wk ahead cum case,2021-02-20,PL,quantile,,0.01,1592727.36331827,Poland,2021-02-08
2 wk ahead cum case,2021-02-20,PL,quantile,,0.025,1595189.03784766,Poland,2021-02-08
2 wk ahead cum case,2021-02-20,PL,quantile,,0.05,1597400.32748683,Poland,2021-02-08
2 wk ahead cum case,2021-02-20,PL,quantile,,0.1,1600062.88560668,Poland,2021-02-08
2 wk ahead cum case,2021-02-20,PL,quantile,,0.15,1601930.55604116,Poland,2021-02-08
2 wk ahead cum case,2021-02-20,PL,quantile,,0.2,1603457.33866324,Poland,2021-02-08
2 wk ahead cum case,2021-02-20,PL,quantile,,0.25,1604797.93129613,Poland,2021-02-08
2 wk ahead cum case,2021-02-20,PL,quantile,,0.3,1606026.57797656,Poland,2021-02-08
2 wk ahead cum case,2021-02-20,PL,quantile,,0.35,1607186.43567031,Poland,2021-02-08
2 wk ahead cum case,2021-02-20,PL,quantile,,0.4,1608306.3577178,Poland,2021-02-08
2 wk ahead cum case,2021-02-20,PL,quantile,,0.45,1609408.12926802,Poland,2021-02-08
2 wk ahead cum case,2021-02-20,PL,quantile,,0.5,1610510.24142857,Poland,2021-02-08
2 wk ahead cum case,2021-02-20,PL,quantile,,0.55,1611630.31799644,Poland,2021-02-08
2 wk ahead cum case,2021-02-20,PL,quantile,,0.6,1612787.15034981,Poland,2021-02-08
2 wk ahead cum case,2021-02-20,PL,quantile,,0.65,1614002.99006028,Poland,2021-02-08
2 wk ahead cum case,2021-02-20,PL,quantile,,0.7,1615306.87594107,Poland,2021-02-08
2 wk ahead cum case,2021-02-20,PL,quantile,,0.75,1616740.45123538,Poland,2021-02-08
2 wk ahead cum case,2021-02-20,PL,quantile,,0.8,1618369.8087889,Poland,2021-02-08
2 wk ahead cum case,2021-02-20,PL,quantile,,0.85,1620313.92341889,Poland,2021-02-08
2 wk ahead cum case,2021-02-20,PL,quantile,,0.9,1622830.60184564,Poland,2021-02-08
2 wk ahead cum case,2021-02-20,PL,quantile,,0.95,1626710.53626942,Poland,2021-02-08
2 wk ahead cum case,2021-02-20,PL,quantile,,0.975,1630226.77630356,Poland,2021-02-08
2 wk ahead cum case,2021-02-20,PL,quantile,,0.99,1634499.87588871,Poland,2021-02-08
3 wk ahead cum case,2021-02-27,PL,quantile,,0.01,1615206.78082053,Poland,2021-02-08
3 wk ahead cum case,2021-02-27,PL,quantile,,0.025,1619266.96036608,Poland,2021-02-08
3 wk ahead cum case,2021-02-27,PL,quantile,,0.05,1622944.70251029,Poland,2021-02-08
3 wk ahead cum case,2021-02-27,PL,quantile,,0.1,1627410.42283081,Poland,2021-02-08
3 wk ahead cum case,2021-02-27,PL,quantile,,0.15,1630566.8367594,Poland,2021-02-08
3 wk ahead cum case,2021-02-27,PL,quantile,,0.2,1633161.51501712,Poland,2021-02-08
3 wk ahead cum case,2021-02-27,PL,quantile,,0.25,1635450.28762853,Poland,2021-02-08
3 wk ahead cum case,2021-02-27,PL,quantile,,0.3,1637556.46887265,Poland,2021-02-08
3 wk ahead cum case,2021-02-27,PL,quantile,,0.35,1639552.13933796,Poland,2021-02-08
3 wk ahead cum case,2021-02-27,PL,quantile,,0.4,1641485.85804419,Poland,2021-02-08
3 wk ahead cum case,2021-02-27,PL,quantile,,0.45,1643394.66046874,Poland,2021-02-08
3 wk ahead cum case,2021-02-27,PL,quantile,,0.5,1645310.37,Poland,2021-02-08
3 wk ahead cum case,2021-02-27,PL,quantile,,0.55,1647263.72199582,Poland,2021-02-08
3 wk ahead cum case,2021-02-27,PL,quantile,,0.6,1649287.9045166,Poland,2021-02-08
3 wk ahead cum case,2021-02-27,PL,quantile,,0.65,1651422.64119802,Poland,2021-02-08
3 wk ahead cum case,2021-02-27,PL,quantile,,0.7,1653720.20947998,Poland,2021-02-08
3 wk ahead cum case,2021-02-27,PL,quantile,,0.75,1656256.05157703,Poland,2021-02-08
3 wk ahead cum case,2021-02-27,PL,quantile,,0.8,1659150.47749359,Poland,2021-02-08
3 wk ahead cum case,2021-02-27,PL,quantile,,0.85,1662620.91522568,Poland,2021-02-08
3 wk ahead cum case,2021-02-27,PL,quantile,,0.9,1667140.31087902,Poland,2021-02-08
3 wk ahead cum case,2021-02-27,PL,quantile,,0.95,1674166.10459867,Poland,2021-02-08
3 wk ahead cum case,2021-02-27,PL,quantile,,0.975,1680593.08200195,Poland,2021-02-08
3 wk ahead cum case,2021-02-27,PL,quantile,,0.99,1688478.06019604,Poland,2021-02-08
4 wk ahead cum case,2021-03-06,PL,quantile,,0.01,1635191.71387653,Poland,2021-02-08
4 wk ahead cum case,2021-03-06,PL,quantile,,0.025,1641035.8832083,Poland,2021-02-08
4 wk ahead cum case,2021-03-06,PL,quantile,,0.05,1646378.63963784,Poland,2021-02-08
4 wk ahead cum case,2021-03-06,PL,quantile,,0.1,1652927.44028884,Poland,2021-02-08
4 wk ahead cum case,2021-03-06,PL,quantile,,0.15,1657595.97846468,Poland,2021-02-08
4 wk ahead cum case,2021-03-06,PL,quantile,,0.2,1661457.93020049,Poland,2021-02-08
4 wk ahead cum case,2021-03-06,PL,quantile,,0.25,1664882.50146619,Poland,2021-02-08
4 wk ahead cum case,2021-03-06,PL,quantile,,0.3,1668048.55936145,Poland,2021-02-08
4 wk ahead cum case,2021-03-06,PL,quantile,,0.35,1671061.35683967,Poland,2021-02-08
4 wk ahead cum case,2021-03-06,PL,quantile,,0.4,1673992.45747041,Poland,2021-02-08
4 wk ahead cum case,2021-03-06,PL,quantile,,0.45,1676897.11053773,Poland,2021-02-08
4 wk ahead cum case,2021-03-06,PL,quantile,,0.5,1679823.48714286,Poland,2021-02-08
4 wk ahead cum case,2021-03-06,PL,quantile,,0.55,1682818.83573966,Poland,2021-02-08
4 wk ahead cum case,2021-03-06,PL,quantile,,0.6,1685934.9169416,Poland,2021-02-08
4 wk ahead cum case,2021-03-06,PL,quantile,,0.65,1689234.43790625,Poland,2021-02-08
4 wk ahead cum case,2021-03-06,PL,quantile,,0.7,1692800.7010652,Poland,2021-02-08
4 wk ahead cum case,2021-03-06,PL,quantile,,0.75,1696754.77281493,Poland,2021-02-08
4 wk ahead cum case,2021-03-06,PL,quantile,,0.8,1701290.77586079,Poland,2021-02-08
4 wk ahead cum case,2021-03-06,PL,quantile,,0.85,1706761.15533416,Poland,2021-02-08
4 wk ahead cum case,2021-03-06,PL,quantile,,0.9,1713936.06973839,Poland,2021-02-08
4 wk ahead cum case,2021-03-06,PL,quantile,,0.95,1725202.78155576,Poland,2021-02-08
4 wk ahead cum case,2021-03-06,PL,quantile,,0.975,1735626.83579487,Poland,2021-02-08
4 wk ahead cum case,2021-03-06,PL,quantile,,0.99,1748565.55239357,Poland,2021-02-08
1 wk ahead cum case,2021-02-13,PL,point,,,1575448.39,Poland,2021-02-08
2 wk ahead cum case,2021-02-20,PL,point,,,1610510.24142857,Poland,2021-02-08
3 wk ahead cum case,2021-02-27,PL,point,,,1645310.37,Poland,2021-02-08
4 wk ahead cum case,2021-03-06,PL,point,,,1679823.48714286,Poland,2021-02-08
