target,target_end_date,location,type,quantile,value,location_name,forecast_date
1 wk ahead inc case,2020-12-12,GM,quantile,0.01,102028.092073826,Germany,2020-12-07
1 wk ahead inc case,2020-12-12,GM,quantile,0.025,105036.077014286,Germany,2020-12-07
1 wk ahead inc case,2020-12-12,GM,quantile,0.05,107713.425171858,Germany,2020-12-07
1 wk ahead inc case,2020-12-12,GM,quantile,0.1,110908.210599202,Germany,2020-12-07
1 wk ahead inc case,2020-12-12,GM,quantile,0.15,113131.457575362,Germany,2020-12-07
1 wk ahead inc case,2020-12-12,GM,quantile,0.2,114938.599007819,Germany,2020-12-07
1 wk ahead inc case,2020-12-12,GM,quantile,0.25,116518.008263688,Germany,2020-12-07
1 wk ahead inc case,2020-12-12,GM,quantile,0.3,117959.691860155,Germany,2020-12-07
1 wk ahead inc case,2020-12-12,GM,quantile,0.35,119315.688263818,Germany,2020-12-07
1 wk ahead inc case,2020-12-12,GM,quantile,0.4,120620.54031928,Germany,2020-12-07
1 wk ahead inc case,2020-12-12,GM,quantile,0.45,121900.084476552,Germany,2020-12-07
1 wk ahead inc case,2020-12-12,GM,quantile,0.5,123176,Germany,2020-12-07
1 wk ahead inc case,2020-12-12,GM,quantile,0.55,124468.691404791,Germany,2020-12-07
1 wk ahead inc case,2020-12-12,GM,quantile,0.6,125799.652845945,Germany,2020-12-07
1 wk ahead inc case,2020-12-12,GM,quantile,0.65,127194.072939442,Germany,2020-12-07
1 wk ahead inc case,2020-12-12,GM,quantile,0.7,128684.55709069,Germany,2020-12-07
1 wk ahead inc case,2020-12-12,GM,quantile,0.75,130317.582489775,Germany,2020-12-07
1 wk ahead inc case,2020-12-12,GM,quantile,0.8,132166.586955626,Germany,2020-12-07
1 wk ahead inc case,2020-12-12,GM,quantile,0.85,134363.305114969,Germany,2020-12-07
1 wk ahead inc case,2020-12-12,GM,quantile,0.9,137192.278279617,Germany,2020-12-07
1 wk ahead inc case,2020-12-12,GM,quantile,0.95,141522.866669306,Germany,2020-12-07
1 wk ahead inc case,2020-12-12,GM,quantile,0.975,145417.165840515,Germany,2020-12-07
1 wk ahead inc case,2020-12-12,GM,quantile,0.99,150113.473522446,Germany,2020-12-07
2 wk ahead inc case,2020-12-19,GM,quantile,0.01,93231.1332682037,Germany,2020-12-07
2 wk ahead inc case,2020-12-19,GM,quantile,0.025,96872.8131919136,Germany,2020-12-07
2 wk ahead inc case,2020-12-19,GM,quantile,0.05,100164.474088713,Germany,2020-12-07
2 wk ahead inc case,2020-12-19,GM,quantile,0.1,104153.657786226,Germany,2020-12-07
2 wk ahead inc case,2020-12-19,GM,quantile,0.15,106968.769878862,Germany,2020-12-07
2 wk ahead inc case,2020-12-19,GM,quantile,0.2,109280.418824879,Germany,2020-12-07
2 wk ahead inc case,2020-12-19,GM,quantile,0.25,111317.845375668,Germany,2020-12-07
2 wk ahead inc case,2020-12-19,GM,quantile,0.3,113191.443684002,Germany,2020-12-07
2 wk ahead inc case,2020-12-19,GM,quantile,0.35,114965.675183214,Germany,2020-12-07
2 wk ahead inc case,2020-12-19,GM,quantile,0.4,116683.910609801,Germany,2020-12-07
2 wk ahead inc case,2020-12-19,GM,quantile,0.45,118379.176427849,Germany,2020-12-07
2 wk ahead inc case,2020-12-19,GM,quantile,0.5,120079.8,Germany,2020-12-07
2 wk ahead inc case,2020-12-19,GM,quantile,0.55,121813.089331018,Germany,2020-12-07
2 wk ahead inc case,2020-12-19,GM,quantile,0.6,123608.481756938,Germany,2020-12-07
2 wk ahead inc case,2020-12-19,GM,quantile,0.65,125501.163406248,Germany,2020-12-07
2 wk ahead inc case,2020-12-19,GM,quantile,0.7,127537.393803256,Germany,2020-12-07
2 wk ahead inc case,2020-12-19,GM,quantile,0.75,129783.8848256,Germany,2020-12-07
2 wk ahead inc case,2020-12-19,GM,quantile,0.8,132346.975704117,Germany,2020-12-07
2 wk ahead inc case,2020-12-19,GM,quantile,0.85,135418.787776947,Germany,2020-12-07
2 wk ahead inc case,2020-12-19,GM,quantile,0.9,139417.128049207,Germany,2020-12-07
2 wk ahead inc case,2020-12-19,GM,quantile,0.95,145629.259698525,Germany,2020-12-07
2 wk ahead inc case,2020-12-19,GM,quantile,0.975,151308.846166281,Germany,2020-12-07
2 wk ahead inc case,2020-12-19,GM,quantile,0.99,158273.898068043,Germany,2020-12-07
3 wk ahead inc case,2020-12-26,GM,quantile,0.01,74093.916350267,Germany,2020-12-07
3 wk ahead inc case,2020-12-26,GM,quantile,0.025,77867.5123433638,Germany,2020-12-07
3 wk ahead inc case,2020-12-26,GM,quantile,0.05,81391.4782398063,Germany,2020-12-07
3 wk ahead inc case,2020-12-26,GM,quantile,0.1,85807.100503923,Germany,2020-12-07
3 wk ahead inc case,2020-12-26,GM,quantile,0.15,89019.2115306219,Germany,2020-12-07
3 wk ahead inc case,2020-12-26,GM,quantile,0.2,91716.5272144981,Germany,2020-12-07
3 wk ahead inc case,2020-12-26,GM,quantile,0.25,94138.5958196491,Germany,2020-12-07
3 wk ahead inc case,2020-12-26,GM,quantile,0.3,96402.9633801503,Germany,2020-12-07
3 wk ahead inc case,2020-12-26,GM,quantile,0.35,98580.0174541563,Germany,2020-12-07
3 wk ahead inc case,2020-12-26,GM,quantile,0.4,100718.790457929,Germany,2020-12-07
3 wk ahead inc case,2020-12-26,GM,quantile,0.45,102858.344793436,Germany,2020-12-07
3 wk ahead inc case,2020-12-26,GM,quantile,0.5,105034,Germany,2020-12-07
3 wk ahead inc case,2020-12-26,GM,quantile,0.55,107281.705236147,Germany,2020-12-07
3 wk ahead inc case,2020-12-26,GM,quantile,0.6,109642.174447623,Germany,2020-12-07
3 wk ahead inc case,2020-12-26,GM,quantile,0.65,112166.083385808,Germany,2020-12-07
3 wk ahead inc case,2020-12-26,GM,quantile,0.7,114922.15515573,Germany,2020-12-07
3 wk ahead inc case,2020-12-26,GM,quantile,0.75,118011.829212496,Germany,2020-12-07
3 wk ahead inc case,2020-12-26,GM,quantile,0.8,121599.746980938,Germany,2020-12-07
3 wk ahead inc case,2020-12-26,GM,quantile,0.85,125988.003165782,Germany,2020-12-07
3 wk ahead inc case,2020-12-26,GM,quantile,0.9,131843.909237638,Germany,2020-12-07
3 wk ahead inc case,2020-12-26,GM,quantile,0.95,141265.183403201,Germany,2020-12-07
3 wk ahead inc case,2020-12-26,GM,quantile,0.975,150222.516501264,Germany,2020-12-07
3 wk ahead inc case,2020-12-26,GM,quantile,0.99,161654.671866935,Germany,2020-12-07
4 wk ahead inc case,2021-01-02,GM,quantile,0.01,81157.9816893978,Germany,2020-12-07
4 wk ahead inc case,2021-01-02,GM,quantile,0.025,86865.6590942847,Germany,2020-12-07
4 wk ahead inc case,2021-01-02,GM,quantile,0.05,92336.6756603014,Germany,2020-12-07
4 wk ahead inc case,2021-01-02,GM,quantile,0.1,99373.8312209311,Germany,2020-12-07
4 wk ahead inc case,2021-01-02,GM,quantile,0.15,104613.765813322,Germany,2020-12-07
4 wk ahead inc case,2021-01-02,GM,quantile,0.2,109089.026907763,Germany,2020-12-07
4 wk ahead inc case,2021-01-02,GM,quantile,0.25,113164.015655804,Germany,2020-12-07
4 wk ahead inc case,2021-01-02,GM,quantile,0.3,117020.50726925,Germany,2020-12-07
4 wk ahead inc case,2021-01-02,GM,quantile,0.35,120769.798708041,Germany,2020-12-07
4 wk ahead inc case,2021-01-02,GM,quantile,0.4,124491.7747562,Germany,2020-12-07
4 wk ahead inc case,2021-01-02,GM,quantile,0.45,128252.463469512,Germany,2020-12-07
4 wk ahead inc case,2021-01-02,GM,quantile,0.5,132114,Germany,2020-12-07
4 wk ahead inc case,2021-01-02,GM,quantile,0.55,136142.073908594,Germany,2020-12-07
4 wk ahead inc case,2021-01-02,GM,quantile,0.6,140413.504797569,Germany,2020-12-07
4 wk ahead inc case,2021-01-02,GM,quantile,0.65,145026.312668317,Germany,2020-12-07
4 wk ahead inc case,2021-01-02,GM,quantile,0.7,150115.893878753,Germany,2020-12-07
4 wk ahead inc case,2021-01-02,GM,quantile,0.75,155884.85265062,Germany,2020-12-07
4 wk ahead inc case,2021-01-02,GM,quantile,0.8,162665.584197691,Germany,2020-12-07
4 wk ahead inc case,2021-01-02,GM,quantile,0.85,171073.808283359,Germany,2020-12-07
4 wk ahead inc case,2021-01-02,GM,quantile,0.9,182483.10918942,Germany,2020-12-07
4 wk ahead inc case,2021-01-02,GM,quantile,0.95,201267.463450097,Germany,2020-12-07
4 wk ahead inc case,2021-01-02,GM,quantile,0.975,219585.813612753,Germany,2020-12-07
4 wk ahead inc case,2021-01-02,GM,quantile,0.99,243568.187490113,Germany,2020-12-07
1 wk ahead inc case,2020-12-12,GM,point,,123176,Germany,2020-12-07
2 wk ahead inc case,2020-12-19,GM,point,,120079.8,Germany,2020-12-07
3 wk ahead inc case,2020-12-26,GM,point,,105034,Germany,2020-12-07
4 wk ahead inc case,2021-01-02,GM,point,,132114,Germany,2020-12-07
1 wk ahead cum case,2020-12-12,GM,quantile,0.01,1255583.09207383,Germany,2020-12-07
1 wk ahead cum case,2020-12-12,GM,quantile,0.025,1258591.07701429,Germany,2020-12-07
1 wk ahead cum case,2020-12-12,GM,quantile,0.05,1261268.42517186,Germany,2020-12-07
1 wk ahead cum case,2020-12-12,GM,quantile,0.1,1264463.2105992,Germany,2020-12-07
1 wk ahead cum case,2020-12-12,GM,quantile,0.15,1266686.45757536,Germany,2020-12-07
1 wk ahead cum case,2020-12-12,GM,quantile,0.2,1268493.59900782,Germany,2020-12-07
1 wk ahead cum case,2020-12-12,GM,quantile,0.25,1270073.00826369,Germany,2020-12-07
1 wk ahead cum case,2020-12-12,GM,quantile,0.3,1271514.69186016,Germany,2020-12-07
1 wk ahead cum case,2020-12-12,GM,quantile,0.35,1272870.68826382,Germany,2020-12-07
1 wk ahead cum case,2020-12-12,GM,quantile,0.4,1274175.54031928,Germany,2020-12-07
1 wk ahead cum case,2020-12-12,GM,quantile,0.45,1275455.08447655,Germany,2020-12-07
1 wk ahead cum case,2020-12-12,GM,quantile,0.5,1276731,Germany,2020-12-07
1 wk ahead cum case,2020-12-12,GM,quantile,0.55,1278023.69140479,Germany,2020-12-07
1 wk ahead cum case,2020-12-12,GM,quantile,0.6,1279354.65284595,Germany,2020-12-07
1 wk ahead cum case,2020-12-12,GM,quantile,0.65,1280749.07293944,Germany,2020-12-07
1 wk ahead cum case,2020-12-12,GM,quantile,0.7,1282239.55709069,Germany,2020-12-07
1 wk ahead cum case,2020-12-12,GM,quantile,0.75,1283872.58248977,Germany,2020-12-07
1 wk ahead cum case,2020-12-12,GM,quantile,0.8,1285721.58695563,Germany,2020-12-07
1 wk ahead cum case,2020-12-12,GM,quantile,0.85,1287918.30511497,Germany,2020-12-07
1 wk ahead cum case,2020-12-12,GM,quantile,0.9,1290747.27827962,Germany,2020-12-07
1 wk ahead cum case,2020-12-12,GM,quantile,0.95,1295077.86666931,Germany,2020-12-07
1 wk ahead cum case,2020-12-12,GM,quantile,0.975,1298972.16584052,Germany,2020-12-07
1 wk ahead cum case,2020-12-12,GM,quantile,0.99,1303668.47352245,Germany,2020-12-07
2 wk ahead cum case,2020-12-19,GM,quantile,0.01,1348814.22534203,Germany,2020-12-07
2 wk ahead cum case,2020-12-19,GM,quantile,0.025,1355463.8902062,Germany,2020-12-07
2 wk ahead cum case,2020-12-19,GM,quantile,0.05,1361432.89926057,Germany,2020-12-07
2 wk ahead cum case,2020-12-19,GM,quantile,0.1,1368616.86838543,Germany,2020-12-07
2 wk ahead cum case,2020-12-19,GM,quantile,0.15,1373655.22745422,Germany,2020-12-07
2 wk ahead cum case,2020-12-19,GM,quantile,0.2,1377774.0178327,Germany,2020-12-07
2 wk ahead cum case,2020-12-19,GM,quantile,0.25,1381390.85363936,Germany,2020-12-07
2 wk ahead cum case,2020-12-19,GM,quantile,0.3,1384706.13554416,Germany,2020-12-07
2 wk ahead cum case,2020-12-19,GM,quantile,0.35,1387836.36344703,Germany,2020-12-07
2 wk ahead cum case,2020-12-19,GM,quantile,0.4,1390859.45092908,Germany,2020-12-07
2 wk ahead cum case,2020-12-19,GM,quantile,0.45,1393834.2609044,Germany,2020-12-07
2 wk ahead cum case,2020-12-19,GM,quantile,0.5,1396810.8,Germany,2020-12-07
2 wk ahead cum case,2020-12-19,GM,quantile,0.55,1399836.78073581,Germany,2020-12-07
2 wk ahead cum case,2020-12-19,GM,quantile,0.6,1402963.13460288,Germany,2020-12-07
2 wk ahead cum case,2020-12-19,GM,quantile,0.65,1406250.23634569,Germany,2020-12-07
2 wk ahead cum case,2020-12-19,GM,quantile,0.7,1409776.95089395,Germany,2020-12-07
2 wk ahead cum case,2020-12-19,GM,quantile,0.75,1413656.46731537,Germany,2020-12-07
2 wk ahead cum case,2020-12-19,GM,quantile,0.8,1418068.56265974,Germany,2020-12-07
2 wk ahead cum case,2020-12-19,GM,quantile,0.85,1423337.09289192,Germany,2020-12-07
2 wk ahead cum case,2020-12-19,GM,quantile,0.9,1430164.40632882,Germany,2020-12-07
2 wk ahead cum case,2020-12-19,GM,quantile,0.95,1440707.12636783,Germany,2020-12-07
2 wk ahead cum case,2020-12-19,GM,quantile,0.975,1450281.0120068,Germany,2020-12-07
2 wk ahead cum case,2020-12-19,GM,quantile,0.99,1461942.37159049,Germany,2020-12-07
3 wk ahead cum case,2020-12-26,GM,quantile,0.01,1422908.1416923,Germany,2020-12-07
3 wk ahead cum case,2020-12-26,GM,quantile,0.025,1433331.40254956,Germany,2020-12-07
3 wk ahead cum case,2020-12-26,GM,quantile,0.05,1442824.37750038,Germany,2020-12-07
3 wk ahead cum case,2020-12-26,GM,quantile,0.1,1454423.96888935,Germany,2020-12-07
3 wk ahead cum case,2020-12-26,GM,quantile,0.15,1462674.43898485,Germany,2020-12-07
