target,target_end_date,location,type,quantile,value,location_name,forecast_date
1 wk ahead inc case,2021-01-30,GM,quantile,0.01,68811.3610352272,Germany,2021-01-25
1 wk ahead inc case,2021-01-30,GM,quantile,0.025,71492.074419907,Germany,2021-01-25
1 wk ahead inc case,2021-01-30,GM,quantile,0.05,73880.9056978808,Germany,2021-01-25
1 wk ahead inc case,2021-01-30,GM,quantile,0.1,76734.1999833192,Germany,2021-01-25
1 wk ahead inc case,2021-01-30,GM,quantile,0.15,78721.2513602482,Germany,2021-01-25
1 wk ahead inc case,2021-01-30,GM,quantile,0.2,80337.1100737881,Germany,2021-01-25
1 wk ahead inc case,2021-01-30,GM,quantile,0.25,81749.7708482514,Germany,2021-01-25
1 wk ahead inc case,2021-01-30,GM,quantile,0.3,83039.536977668,Germany,2021-01-25
1 wk ahead inc case,2021-01-30,GM,quantile,0.35,84252.8538839782,Germany,2021-01-25
1 wk ahead inc case,2021-01-30,GM,quantile,0.4,85420.5626662827,Germany,2021-01-25
1 wk ahead inc case,2021-01-30,GM,quantile,0.45,86565.7391754811,Germany,2021-01-25
1 wk ahead inc case,2021-01-30,GM,quantile,0.5,87707.7528571429,Germany,2021-01-25
1 wk ahead inc case,2021-01-30,GM,quantile,0.55,88864.8396417924,Germany,2021-01-25
1 wk ahead inc case,2021-01-30,GM,quantile,0.6,90056.213515881,Germany,2021-01-25
1 wk ahead inc case,2021-01-30,GM,quantile,0.65,91304.3937834366,Germany,2021-01-25
1 wk ahead inc case,2021-01-30,GM,quantile,0.7,92638.5313777306,Germany,2021-01-25
1 wk ahead inc case,2021-01-30,GM,quantile,0.75,94100.1770927542,Germany,2021-01-25
1 wk ahead inc case,2021-01-30,GM,quantile,0.8,95754.9765609318,Germany,2021-01-25
1 wk ahead inc case,2021-01-30,GM,quantile,0.85,97720.6643116042,Germany,2021-01-25
1 wk ahead inc case,2021-01-30,GM,quantile,0.9,100251.472537137,Germany,2021-01-25
1 wk ahead inc case,2021-01-30,GM,quantile,0.95,104123.819550892,Germany,2021-01-25
1 wk ahead inc case,2021-01-30,GM,quantile,0.975,107603.715868959,Germany,2021-01-25
1 wk ahead inc case,2021-01-30,GM,quantile,0.99,111796.751542951,Germany,2021-01-25
