target,target_end_date,location,type,quantile,value,location_name,forecast_date
1 wk ahead inc case,2021-02-27,GM,quantile,0.01,37791.8657513061,Germany,2021-02-22
1 wk ahead inc case,2021-02-27,GM,quantile,0.025,39417.3542396564,Germany,2021-02-22
1 wk ahead inc case,2021-02-27,GM,quantile,0.05,40877.0935762809,Germany,2021-02-22
1 wk ahead inc case,2021-02-27,GM,quantile,0.1,42634.5167864559,Germany,2021-02-22
1 wk ahead inc case,2021-02-27,GM,quantile,0.15,43867.3024554357,Germany,2021-02-22
1 wk ahead inc case,2021-02-27,GM,quantile,0.2,44875.1809233953,Germany,2021-02-22
1 wk ahead inc case,2021-02-27,GM,quantile,0.25,45760.2692269831,Germany,2021-02-22
1 wk ahead inc case,2021-02-27,GM,quantile,0.3,46571.5766423568,Germany,2021-02-22
1 wk ahead inc case,2021-02-27,GM,quantile,0.35,47337.5960039821,Germany,2021-02-22
1 wk ahead inc case,2021-02-27,GM,quantile,0.4,48077.38327259,Germany,2021-02-22
1 wk ahead inc case,2021-02-27,GM,quantile,0.45,48805.3344458345,Germany,2021-02-22
1 wk ahead inc case,2021-02-27,GM,quantile,0.5,49533.6783333333,Germany,2021-02-22
1 wk ahead inc case,2021-02-27,GM,quantile,0.55,50274.0809954862,Germany,2021-02-22
1 wk ahead inc case,2021-02-27,GM,quantile,0.6,51038.9933446853,Germany,2021-02-22
1 wk ahead inc case,2021-02-27,GM,quantile,0.65,51843.1721223021,Germany,2021-02-22
1 wk ahead inc case,2021-02-27,GM,quantile,0.7,52705.8900541089,Germany,2021-02-22
1 wk ahead inc case,2021-02-27,GM,quantile,0.75,53654.8033559379,Germany,2021-02-22
1 wk ahead inc case,2021-02-27,GM,quantile,0.8,54733.8311748062,Germany,2021-02-22
1 wk ahead inc case,2021-02-27,GM,quantile,0.85,56022.077724538,Germany,2021-02-22
1 wk ahead inc case,2021-02-27,GM,quantile,0.9,57691.0632333949,Germany,2021-02-22
1 wk ahead inc case,2021-02-27,GM,quantile,0.95,60267.3089908236,Germany,2021-02-22
1 wk ahead inc case,2021-02-27,GM,quantile,0.975,62605.6724822615,Germany,2021-02-22
1 wk ahead inc case,2021-02-27,GM,quantile,0.99,65452.3319881355,Germany,2021-02-22
2 wk ahead inc case,2021-03-06,GM,quantile,0.01,33072.1712773657,Germany,2021-02-22
2 wk ahead inc case,2021-03-06,GM,quantile,0.025,35205.4166995266,Germany,2021-02-22
2 wk ahead inc case,2021-03-06,GM,quantile,0.05,37157.1507385974,Germany,2021-02-22
2 wk ahead inc case,2021-03-06,GM,quantile,0.1,39551.0526161398,Germany,2021-02-22
2 wk ahead inc case,2021-03-06,GM,quantile,0.15,41258.4957965518,Germany,2021-02-22
2 wk ahead inc case,2021-03-06,GM,quantile,0.2,42671.3866304402,Germany,2021-02-22
2 wk ahead inc case,2021-03-06,GM,quantile,0.25,43924.5440021936,Germany,2021-02-22
2 wk ahead inc case,2021-03-06,GM,quantile,0.3,45083.3026798306,Germany,2021-02-22
2 wk ahead inc case,2021-03-06,GM,quantile,0.35,46186.1195596207,Germany,2021-02-22
2 wk ahead inc case,2021-03-06,GM,quantile,0.4,47259.1503004191,Germany,2021-02-22
2 wk ahead inc case,2021-03-06,GM,quantile,0.45,48322.5945547784,Germany,2021-02-22
2 wk ahead inc case,2021-03-06,GM,quantile,0.5,49394.07,Germany,2021-02-22
2 wk ahead inc case,2021-03-06,GM,quantile,0.55,50490.86205729,Germany,2021-02-22
2 wk ahead inc case,2021-03-06,GM,quantile,0.6,51631.9112845731,Germany,2021-02-22
2 wk ahead inc case,2021-03-06,GM,quantile,0.65,52840.1672984043,Germany,2021-02-22
2 wk ahead inc case,2021-03-06,GM,quantile,0.7,54146.1193442073,Germany,2021-02-22
2 wk ahead inc case,2021-03-06,GM,quantile,0.75,55594.0787630691,Germany,2021-02-22
2 wk ahead inc case,2021-03-06,GM,quantile,0.8,57255.0927780268,Germany,2021-02-22
2 wk ahead inc case,2021-03-06,GM,quantile,0.85,59258.1411384606,Germany,2021-02-22
2 wk ahead inc case,2021-03-06,GM,quantile,0.9,61885.0270171098,Germany,2021-02-22
