target,target_end_date,location,type,quantile,value,location_name,forecast_date
1 wk ahead inc death,2020-10-17T00:00:00Z,GM,quantile,0.01,59.6149961519172,Germany,2020-10-13
1 wk ahead inc death,2020-10-17T00:00:00Z,GM,quantile,0.025,62.0666857446857,Germany,2020-10-13
1 wk ahead inc death,2020-10-17T00:00:00Z,GM,quantile,0.05,64.2557698521147,Germany,2020-10-13
1 wk ahead inc death,2020-10-17T00:00:00Z,GM,quantile,0.1,66.8756382866423,Germany,2020-10-13
1 wk ahead inc death,2020-10-17T00:00:00Z,GM,quantile,0.15,68.7033354509261,Germany,2020-10-13
1 wk ahead inc death,2020-10-17T00:00:00Z,GM,quantile,0.2,70.1914905298388,Germany,2020-10-13
1 wk ahead inc death,2020-10-17T00:00:00Z,GM,quantile,0.25,71.4938583874861,Germany,2020-10-13
1 wk ahead inc death,2020-10-17T00:00:00Z,GM,quantile,0.3,72.6840063721331,Germany,2020-10-13
1 wk ahead inc death,2020-10-17T00:00:00Z,GM,quantile,0.35,74.5113063682232,Germany,2020-10-13
1 wk ahead inc death,2020-10-17T00:00:00Z,GM,quantile,0.4,77.3161932109205,Germany,2020-10-13
1 wk ahead inc death,2020-10-17T00:00:00Z,GM,quantile,0.45,79.0009991605053,Germany,2020-10-13
1 wk ahead inc death,2020-10-17T00:00:00Z,GM,quantile,0.5,80,Germany,2020-10-13
1 wk ahead inc death,2020-10-17T00:00:00Z,GM,quantile,0.55,81.0116336250027,Germany,2020-10-13
1 wk ahead inc death,2020-10-17T00:00:00Z,GM,quantile,0.6,82.6605622261458,Germany,2020-10-13
1 wk ahead inc death,2020-10-17T00:00:00Z,GM,quantile,0.65,85.7722178217717,Germany,2020-10-13
1 wk ahead inc death,2020-10-17T00:00:00Z,GM,quantile,0.7,89.1782847473356,Germany,2020-10-13
1 wk ahead inc death,2020-10-17T00:00:00Z,GM,quantile,0.75,93.0058646491526,Germany,2020-10-13
1 wk ahead inc death,2020-10-17T00:00:00Z,GM,quantile,0.8,96.4374335934376,Germany,2020-10-13
1 wk ahead inc death,2020-10-17T00:00:00Z,GM,quantile,0.85,99.2970899432631,Germany,2020-10-13
1 wk ahead inc death,2020-10-17T00:00:00Z,GM,quantile,0.9,103.015966555915,Germany,2020-10-13
1 wk ahead inc death,2020-10-17T00:00:00Z,GM,quantile,0.95,108.785635661209,Germany,2020-10-13
1 wk ahead inc death,2020-10-17T00:00:00Z,GM,quantile,0.975,114.05101567006,Germany,2020-10-13
1 wk ahead inc death,2020-10-17T00:00:00Z,GM,quantile,0.99,120.494419131462,Germany,2020-10-13
2 wk ahead inc death,2020-10-24T00:00:00Z,GM,quantile,0.01,61.9376583396542,Germany,2020-10-13
2 wk ahead inc death,2020-10-24T00:00:00Z,GM,quantile,0.025,64.4848683061669,Germany,2020-10-13
2 wk ahead inc death,2020-10-24T00:00:00Z,GM,quantile,0.05,66.7592414047944,Germany,2020-10-13
2 wk ahead inc death,2020-10-24T00:00:00Z,GM,quantile,0.1,69.4811826354725,Germany,2020-10-13
2 wk ahead inc death,2020-10-24T00:00:00Z,GM,quantile,0.15,71.3800887801829,Germany,2020-10-13
2 wk ahead inc death,2020-10-24T00:00:00Z,GM,quantile,0.2,72.9262239271052,Germany,2020-10-13
2 wk ahead inc death,2020-10-24T00:00:00Z,GM,quantile,0.25,74.8328888580131,Germany,2020-10-13
2 wk ahead inc death,2020-10-24T00:00:00Z,GM,quantile,0.3,77.9379148492746,Germany,2020-10-13
2 wk ahead inc death,2020-10-24T00:00:00Z,GM,quantile,0.35,79.249583072418,Germany,2020-10-13
2 wk ahead inc death,2020-10-24T00:00:00Z,GM,quantile,0.4,80.5146338951293,Germany,2020-10-13
2 wk ahead inc death,2020-10-24T00:00:00Z,GM,quantile,0.45,83.0266897313073,Germany,2020-10-13
2 wk ahead inc death,2020-10-24T00:00:00Z,GM,quantile,0.5,86,Germany,2020-10-13
2 wk ahead inc death,2020-10-24T00:00:00Z,GM,quantile,0.55,89.0797889682834,Germany,2020-10-13
2 wk ahead inc death,2020-10-24T00:00:00Z,GM,quantile,0.6,92.3221863824485,Germany,2020-10-13
2 wk ahead inc death,2020-10-24T00:00:00Z,GM,quantile,0.65,95.7975419827579,Germany,2020-10-13
2 wk ahead inc death,2020-10-24T00:00:00Z,GM,quantile,0.7,99.6017206268942,Germany,2020-10-13
2 wk ahead inc death,2020-10-24T00:00:00Z,GM,quantile,0.75,103.876679997755,Germany,2020-10-13
2 wk ahead inc death,2020-10-24T00:00:00Z,GM,quantile,0.8,108.853314965478,Germany,2020-10-13
2 wk ahead inc death,2020-10-24T00:00:00Z,GM,quantile,0.85,114.955907903906,Germany,2020-10-13
2 wk ahead inc death,2020-10-24T00:00:00Z,GM,quantile,0.9,123.122738844143,Germany,2020-10-13
2 wk ahead inc death,2020-10-24T00:00:00Z,GM,quantile,0.95,136.306538890024,Germany,2020-10-13
2 wk ahead inc death,2020-10-24T00:00:00Z,GM,quantile,0.975,147.992705131321,Germany,2020-10-13
2 wk ahead inc death,2020-10-24T00:00:00Z,GM,quantile,0.99,159.244341365817,Germany,2020-10-13
3 wk ahead inc death,2020-10-31T00:00:00Z,GM,quantile,0.01,59.6149961519172,Germany,2020-10-13
3 wk ahead inc death,2020-10-31T00:00:00Z,GM,quantile,0.025,62.0666857446857,Germany,2020-10-13
3 wk ahead inc death,2020-10-31T00:00:00Z,GM,quantile,0.05,64.2557698521147,Germany,2020-10-13
3 wk ahead inc death,2020-10-31T00:00:00Z,GM,quantile,0.1,66.8756382866423,Germany,2020-10-13
3 wk ahead inc death,2020-10-31T00:00:00Z,GM,quantile,0.15,71.8109852184305,Germany,2020-10-13
3 wk ahead inc death,2020-10-31T00:00:00Z,GM,quantile,0.2,76.1329465377703,Germany,2020-10-13
3 wk ahead inc death,2020-10-31T00:00:00Z,GM,quantile,0.25,80.0475276274112,Germany,2020-10-13
3 wk ahead inc death,2020-10-31T00:00:00Z,GM,quantile,0.3,83.1918672311752,Germany,2020-10-13
3 wk ahead inc death,2020-10-31T00:00:00Z,GM,quantile,0.35,84.94564661529,Germany,2020-10-13
3 wk ahead inc death,2020-10-31T00:00:00Z,GM,quantile,0.4,86.6439857194379,Germany,2020-10-13
3 wk ahead inc death,2020-10-31T00:00:00Z,GM,quantile,0.45,89.5593101547719,Germany,2020-10-13
3 wk ahead inc death,2020-10-31T00:00:00Z,GM,quantile,0.5,93,Germany,2020-10-13
3 wk ahead inc death,2020-10-31T00:00:00Z,GM,quantile,0.55,96.5728742779867,Germany,2020-10-13
3 wk ahead inc death,2020-10-31T00:00:00Z,GM,quantile,0.6,100.343933910616,Germany,2020-10-13
3 wk ahead inc death,2020-10-31T00:00:00Z,GM,quantile,0.65,104.396446036751,Germany,2020-10-13
3 wk ahead inc death,2020-10-31T00:00:00Z,GM,quantile,0.7,108.844433475524,Germany,2020-10-13
3 wk ahead inc death,2020-10-31T00:00:00Z,GM,quantile,0.75,113.857357873962,Germany,2020-10-13
3 wk ahead inc death,2020-10-31T00:00:00Z,GM,quantile,0.8,119.711641470207,Germany,2020-10-13
3 wk ahead inc death,2020-10-31T00:00:00Z,GM,quantile,0.85,126.91651524175,Germany,2020-10-13
3 wk ahead inc death,2020-10-31T00:00:00Z,GM,quantile,0.9,136.601094946269,Germany,2020-10-13
3 wk ahead inc death,2020-10-31T00:00:00Z,GM,quantile,0.95,152.330968987935,Germany,2020-10-13
3 wk ahead inc death,2020-10-31T00:00:00Z,GM,quantile,0.975,167.433907032474,Germany,2020-10-13
3 wk ahead inc death,2020-10-31T00:00:00Z,GM,quantile,0.99,186.886943791009,Germany,2020-10-13
4 wk ahead inc death,2020-11-07T00:00:00Z,GM,quantile,0.01,61.9376583396542,Germany,2020-10-13
4 wk ahead inc death,2020-11-07T00:00:00Z,GM,quantile,0.025,64.4848683061669,Germany,2020-10-13
4 wk ahead inc death,2020-11-07T00:00:00Z,GM,quantile,0.05,66.7592414047944,Germany,2020-10-13
4 wk ahead inc death,2020-11-07T00:00:00Z,GM,quantile,0.1,70.5752392989978,Germany,2020-10-13
4 wk ahead inc death,2020-11-07T00:00:00Z,GM,quantile,0.15,76.147024121729,Germany,2020-10-13
4 wk ahead inc death,2020-11-07T00:00:00Z,GM,quantile,0.2,80.8873760292056,Germany,2020-10-13
4 wk ahead inc death,2020-11-07T00:00:00Z,GM,quantile,0.25,85.0245498396692,Germany,2020-10-13
4 wk ahead inc death,2020-11-07T00:00:00Z,GM,quantile,0.3,87.3528880658815,Germany,2020-10-13
4 wk ahead inc death,2020-11-07T00:00:00Z,GM,quantile,0.35,89.5673187646331,Germany,2020-10-13
4 wk ahead inc death,2020-11-07T00:00:00Z,GM,quantile,0.4,91.7204819819499,Germany,2020-10-13
4 wk ahead inc death,2020-11-07T00:00:00Z,GM,quantile,0.45,93.8529456224573,Germany,2020-10-13
4 wk ahead inc death,2020-11-07T00:00:00Z,GM,quantile,0.5,97,Germany,2020-10-13
