target,target_end_date,location,type,quantile,value,location_name,forecast_date
1 wk ahead inc case,2021-02-06,PL,quantile,0.01,27025.9934950964,Poland,2021-02-01
1 wk ahead inc case,2021-02-06,PL,quantile,0.025,28232.1965424362,Poland,2021-02-01
1 wk ahead inc case,2021-02-06,PL,quantile,0.05,29314.174950794,Poland,2021-02-01
1 wk ahead inc case,2021-02-06,PL,quantile,0.1,30615.1064029993,Poland,2021-02-01
1 wk ahead inc case,2021-02-06,PL,quantile,0.15,31526.4910074264,Poland,2021-02-01
1 wk ahead inc case,2021-02-06,PL,quantile,0.2,32270.8396230245,Poland,2021-02-01
1 wk ahead inc case,2021-02-06,PL,quantile,0.25,32923.9162275798,Poland,2021-02-01
1 wk ahead inc case,2021-02-06,PL,quantile,0.3,33522.0561637584,Poland,2021-02-01
1 wk ahead inc case,2021-02-06,PL,quantile,0.35,34086.3616336489,Poland,2021-02-01
1 wk ahead inc case,2021-02-06,PL,quantile,0.4,34630.923665131,Poland,2021-02-01
1 wk ahead inc case,2021-02-06,PL,quantile,0.45,35166.3641998636,Poland,2021-02-01
1 wk ahead inc case,2021-02-06,PL,quantile,0.5,35701.68125,Poland,2021-02-01
1 wk ahead inc case,2021-02-06,PL,quantile,0.55,36245.4322815434,Poland,2021-02-01
1 wk ahead inc case,2021-02-06,PL,quantile,0.6,36806.7227452806,Poland,2021-02-01
1 wk ahead inc case,2021-02-06,PL,quantile,0.65,37396.3155432509,Poland,2021-02-01
1 wk ahead inc case,2021-02-06,PL,quantile,0.7,38028.2368790574,Poland,2021-02-01
1 wk ahead inc case,2021-02-06,PL,quantile,0.75,38722.5800610906,Poland,2021-02-01
1 wk ahead inc case,2021-02-06,PL,quantile,0.8,39511.2104885861,Poland,2021-02-01
1 wk ahead inc case,2021-02-06,PL,quantile,0.85,40451.4529386631,Poland,2021-02-01
1 wk ahead inc case,2021-02-06,PL,quantile,0.9,41667.4491944953,Poland,2021-02-01
1 wk ahead inc case,2021-02-06,PL,quantile,0.95,43539.6579443233,Poland,2021-02-01
1 wk ahead inc case,2021-02-06,PL,quantile,0.975,45233.8684236603,Poland,2021-02-01
1 wk ahead inc case,2021-02-06,PL,quantile,0.99,47289.6813262773,Poland,2021-02-01
2 wk ahead inc case,2021-02-13,PL,quantile,0.01,22628.2491317428,Poland,2021-02-01
2 wk ahead inc case,2021-02-13,PL,quantile,0.025,24043.136291355,Poland,2021-02-01
2 wk ahead inc case,2021-02-13,PL,quantile,0.05,25332.8689664073,Poland,2021-02-01
2 wk ahead inc case,2021-02-13,PL,quantile,0.1,26908.7538755892,Poland,2021-02-01
2 wk ahead inc case,2021-02-13,PL,quantile,0.15,28028.7929194804,Poland,2021-02-01
2 wk ahead inc case,2021-02-13,PL,quantile,0.2,28953.1824394843,Poland,2021-02-01
2 wk ahead inc case,2021-02-13,PL,quantile,0.25,29771.2582996311,Poland,2021-02-01
2 wk ahead inc case,2021-02-13,PL,quantile,0.3,30526.2222079488,Poland,2021-02-01
2 wk ahead inc case,2021-02-13,PL,quantile,0.35,31243.4307241629,Poland,2021-02-01
2 wk ahead inc case,2021-02-13,PL,quantile,0.4,31940.0608322011,Poland,2021-02-01
2 wk ahead inc case,2021-02-13,PL,quantile,0.45,32629.3080848182,Poland,2021-02-01
2 wk ahead inc case,2021-02-13,PL,quantile,0.5,33322.60875,Poland,2021-02-01
2 wk ahead inc case,2021-02-13,PL,quantile,0.55,34031.1087010798,Poland,2021-02-01
2 wk ahead inc case,2021-02-13,PL,quantile,0.6,34766.9453393966,Poland,2021-02-01
2 wk ahead inc case,2021-02-13,PL,quantile,0.65,35544.7488254746,Poland,2021-02-01
