target,target_end_date,location,type,quantile,value,location_name,forecast_date
1 wk ahead inc death,2020-12-12,GM,quantile,0.01,2305.49747382282,Germany,2020-12-07
1 wk ahead inc death,2020-12-12,GM,quantile,0.025,2386.86150808379,Germany,2020-12-07
1 wk ahead inc death,2020-12-12,GM,quantile,0.05,2459.19385841074,Germany,2020-12-07
1 wk ahead inc death,2020-12-12,GM,quantile,0.1,2545.39282889851,Germany,2020-12-07
1 wk ahead inc death,2020-12-12,GM,quantile,0.15,2605.30438328153,Germany,2020-12-07
1 wk ahead inc death,2020-12-12,GM,quantile,0.2,2653.95716870405,Germany,2020-12-07
1 wk ahead inc death,2020-12-12,GM,quantile,0.25,2696.44495024024,Germany,2020-12-07
1 wk ahead inc death,2020-12-12,GM,quantile,0.3,2735.19997187887,Germany,2020-12-07
1 wk ahead inc death,2020-12-12,GM,quantile,0.35,2771.62722855449,Germany,2020-12-07
1 wk ahead inc death,2020-12-12,GM,quantile,0.4,2806.65818293125,Germany,2020-12-07
1 wk ahead inc death,2020-12-12,GM,quantile,0.45,2840.98833150201,Germany,2020-12-07
1 wk ahead inc death,2020-12-12,GM,quantile,0.5,2875.2,Germany,2020-12-07
1 wk ahead inc death,2020-12-12,GM,quantile,0.55,2909.83993799354,Germany,2020-12-07
1 wk ahead inc death,2020-12-12,GM,quantile,0.6,2945.48269948717,Germany,2020-12-07
1 wk ahead inc death,2020-12-12,GM,quantile,0.65,2982.80015708396,Germany,2020-12-07
1 wk ahead inc death,2020-12-12,GM,quantile,0.7,3022.66052215973,Germany,2020-12-07
1 wk ahead inc death,2020-12-12,GM,quantile,0.75,3066.29975428122,Germany,2020-12-07
1 wk ahead inc death,2020-12-12,GM,quantile,0.8,3115.66879654691,Germany,2020-12-07
1 wk ahead inc death,2020-12-12,GM,quantile,0.85,3174.26436376525,Germany,2020-12-07
1 wk ahead inc death,2020-12-12,GM,quantile,0.9,3249.63307365293,Germany,2020-12-07
1 wk ahead inc death,2020-12-12,GM,quantile,0.95,3364.80872885075,Germany,2020-12-07
1 wk ahead inc death,2020-12-12,GM,quantile,0.975,3468.17768795952,Germany,2020-12-07
1 wk ahead inc death,2020-12-12,GM,quantile,0.99,3592.58242847346,Germany,2020-12-07
2 wk ahead inc death,2020-12-19,GM,quantile,0.01,2362.85009383691,Germany,2020-12-07
2 wk ahead inc death,2020-12-19,GM,quantile,0.025,2478.10564448047,Germany,2020-12-07
2 wk ahead inc death,2020-12-19,GM,quantile,0.05,2581.79004632206,Germany,2020-12-07
2 wk ahead inc death,2020-12-19,GM,quantile,0.1,2706.82841437706,Germany,2020-12-07
2 wk ahead inc death,2020-12-19,GM,quantile,0.15,2794.66680553115,Germany,2020-12-07
2 wk ahead inc death,2020-12-19,GM,quantile,0.2,2866.55351247666,Germany,2020-12-07
2 wk ahead inc death,2020-12-19,GM,quantile,0.25,2929.73428661296,Germany,2020-12-07
2 wk ahead inc death,2020-12-19,GM,quantile,0.3,2987.68949699239,Germany,2020-12-07
2 wk ahead inc death,2020-12-19,GM,quantile,0.35,3042.44456344769,Germany,2020-12-07
2 wk ahead inc death,2020-12-19,GM,quantile,0.4,3095.35585210702,Germany,2020-12-07
2 wk ahead inc death,2020-12-19,GM,quantile,0.45,3147.44977526725,Germany,2020-12-07
2 wk ahead inc death,2020-12-19,GM,quantile,0.5,3199.6,Germany,2020-12-07
2 wk ahead inc death,2020-12-19,GM,quantile,0.55,3252.6418092313,Germany,2020-12-07
2 wk ahead inc death,2020-12-19,GM,quantile,0.6,3307.46852923035,Germany,2020-12-07
2 wk ahead inc death,2020-12-19,GM,quantile,0.65,3365.14078074087,Germany,2020-12-07
2 wk ahead inc death,2020-12-19,GM,quantile,0.7,3427.04564216348,Germany,2020-12-07
2 wk ahead inc death,2020-12-19,GM,quantile,0.75,3495.17554344205,Germany,2020-12-07
2 wk ahead inc death,2020-12-19,GM,quantile,0.8,3572.69686108537,Germany,2020-12-07
2 wk ahead inc death,2020-12-19,GM,quantile,0.85,3665.31596134487,Germany,2020-12-07
2 wk ahead inc death,2020-12-19,GM,quantile,0.9,3785.41245980828,Germany,2020-12-07
2 wk ahead inc death,2020-12-19,GM,quantile,0.95,3971.01278788176,Germany,2020-12-07
2 wk ahead inc death,2020-12-19,GM,quantile,0.975,4139.6936431964,Germany,2020-12-07
2 wk ahead inc death,2020-12-19,GM,quantile,0.99,4345.30517451265,Germany,2020-12-07
3 wk ahead inc death,2020-12-26,GM,quantile,0.01,2244.68000062907,Germany,2020-12-07
3 wk ahead inc death,2020-12-26,GM,quantile,0.025,2394.53693566704,Germany,2020-12-07
3 wk ahead inc death,2020-12-26,GM,quantile,0.05,2531.74506158047,Germany,2020-12-07
3 wk ahead inc death,2020-12-26,GM,quantile,0.1,2700.19497174081,Germany,2020-12-07
3 wk ahead inc death,2020-12-26,GM,quantile,0.15,2820.46188958254,Germany,2020-12-07
3 wk ahead inc death,2020-12-26,GM,quantile,0.2,2920.06553747558,Germany,2020-12-07
3 wk ahead inc death,2020-12-26,GM,quantile,0.25,3008.47698537611,Germany,2020-12-07
3 wk ahead inc death,2020-12-26,GM,quantile,0.3,3090.28907153431,Germany,2020-12-07
3 wk ahead inc death,2020-12-26,GM,quantile,0.35,3168.20814249808,Germany,2020-12-07
3 wk ahead inc death,2020-12-26,GM,quantile,0.4,3244.07795678498,Germany,2020-12-07
3 wk ahead inc death,2020-12-26,GM,quantile,0.45,3319.32576652073,Germany,2020-12-07
3 wk ahead inc death,2020-12-26,GM,quantile,0.5,3395.2,Germany,2020-12-07
3 wk ahead inc death,2020-12-26,GM,quantile,0.55,3472.92938728185,Germany,2020-12-07
3 wk ahead inc death,2020-12-26,GM,quantile,0.6,3553.86435068605,Germany,2020-12-07
3 wk ahead inc death,2020-12-26,GM,quantile,0.65,3639.64539421598,Germany,2020-12-07
3 wk ahead inc death,2020-12-26,GM,quantile,0.7,3732.45659596241,Germany,2020-12-07
3 wk ahead inc death,2020-12-26,GM,quantile,0.75,3835.47764936921,Germany,2020-12-07
3 wk ahead inc death,2020-12-26,GM,quantile,0.8,3953.81432660898,Germany,2020-12-07
3 wk ahead inc death,2020-12-26,GM,quantile,0.85,4096.74888062704,Germany,2020-12-07
3 wk ahead inc death,2020-12-26,GM,quantile,0.9,4284.59403501218,Germany,2020-12-07
3 wk ahead inc death,2020-12-26,GM,quantile,0.95,4580.43736883416,Germany,2020-12-07
3 wk ahead inc death,2020-12-26,GM,quantile,0.975,4855.12236208712,Germany,2020-12-07
3 wk ahead inc death,2020-12-26,GM,quantile,0.99,5197.39287510904,Germany,2020-12-07
