target,target_end_date,location,type,quantile,value,location_name,forecast_date
1 wk ahead inc case,2020-11-07,PL,quantile,0.01,119819.602643098,Poland,2020-11-02
1 wk ahead inc case,2020-11-07,PL,quantile,0.025,125620.346289499,Poland,2020-11-02
1 wk ahead inc case,2020-11-07,PL,quantile,0.05,130874.46724337,Poland,2020-11-02
1 wk ahead inc case,2020-11-07,PL,quantile,0.1,137255.011640217,Poland,2020-11-02
1 wk ahead inc case,2020-11-07,PL,quantile,0.15,141765.819838798,Poland,2020-11-02
1 wk ahead inc case,2020-11-07,PL,quantile,0.2,145474.711912457,Poland,2020-11-02
1 wk ahead inc case,2020-11-07,PL,quantile,0.25,148747.105401484,Poland,2020-11-02
1 wk ahead inc case,2020-11-07,PL,quantile,0.3,151759.157950424,Poland,2020-11-02
1 wk ahead inc case,2020-11-07,PL,quantile,0.35,154613.867410494,Poland,2020-11-02
1 wk ahead inc case,2020-11-07,PL,quantile,0.4,157380.65541201,Poland,2020-11-02
1 wk ahead inc case,2020-11-07,PL,quantile,0.45,160112.508444123,Poland,2020-11-02
1 wk ahead inc case,2020-11-07,PL,quantile,0.5,162855,Poland,2020-11-02
1 wk ahead inc case,2020-11-07,PL,quantile,0.55,165652.193347916,Poland,2020-11-02
1 wk ahead inc case,2020-11-07,PL,quantile,0.6,168551.719253476,Poland,2020-11-02
1 wk ahead inc case,2020-11-07,PL,quantile,0.65,171610.642649349,Poland,2020-11-02
1 wk ahead inc case,2020-11-07,PL,quantile,0.7,174904.122034897,Poland,2020-11-02
1 wk ahead inc case,2020-11-07,PL,quantile,0.75,178540.689426534,Poland,2020-11-02
1 wk ahead inc case,2020-11-07,PL,quantile,0.8,182693.518788869,Poland,2020-11-02
1 wk ahead inc case,2020-11-07,PL,quantile,0.85,187675.736184238,Poland,2020-11-02
1 wk ahead inc case,2020-11-07,PL,quantile,0.9,194168.830817972,Poland,2020-11-02
1 wk ahead inc case,2020-11-07,PL,quantile,0.95,204274.502613668,Poland,2020-11-02
1 wk ahead inc case,2020-11-07,PL,quantile,0.975,213531.625347834,Poland,2020-11-02
1 wk ahead inc case,2020-11-07,PL,quantile,0.99,224905.918861403,Poland,2020-11-02
2 wk ahead inc case,2020-11-14,PL,quantile,0.01,143343.735301418,Poland,2020-11-02
2 wk ahead inc case,2020-11-14,PL,quantile,0.025,153413.82619538,Poland,2020-11-02
2 wk ahead inc case,2020-11-14,PL,quantile,0.05,162740.744207582,Poland,2020-11-02
2 wk ahead inc case,2020-11-14,PL,quantile,0.1,174325.13438896,Poland,2020-11-02
2 wk ahead inc case,2020-11-14,PL,quantile,0.15,182682.564544579,Poland,2020-11-02
2 wk ahead inc case,2020-11-14,PL,quantile,0.2,189656.70258253,Poland,2020-11-02
2 wk ahead inc case,2020-11-14,PL,quantile,0.25,195885.933135328,Poland,2020-11-02
2 wk ahead inc case,2020-11-14,PL,quantile,0.3,201681.822259176,Poland,2020-11-02
2 wk ahead inc case,2020-11-14,PL,quantile,0.35,207229.511998,Poland,2020-11-02
2 wk ahead inc case,2020-11-14,PL,quantile,0.4,212656.586381214,Poland,2020-11-02
2 wk ahead inc case,2020-11-14,PL,quantile,0.45,218063.273126908,Poland,2020-11-02
2 wk ahead inc case,2020-11-14,PL,quantile,0.5,223538.75,Poland,2020-11-02
2 wk ahead inc case,2020-11-14,PL,quantile,0.55,229172.327753834,Poland,2020-11-02
2 wk ahead inc case,2020-11-14,PL,quantile,0.6,235063.710365095,Poland,2020-11-02
2 wk ahead inc case,2020-11-14,PL,quantile,0.65,241335.563832542,Poland,2020-11-02
2 wk ahead inc case,2020-11-14,PL,quantile,0.7,248152.768977673,Poland,2020-11-02
2 wk ahead inc case,2020-11-14,PL,quantile,0.75,255757.063087494,Poland,2020-11-02
2 wk ahead inc case,2020-11-14,PL,quantile,0.8,264538.687403476,Poland,2020-11-02
