target,target_end_date,location,type,quantile,value,location_name,forecast_date
1 wk ahead inc case,2021-02-27,PL,quantile,0.01,35933.7902667642,Poland,2021-02-22
1 wk ahead inc case,2021-02-27,PL,quantile,0.025,37952.4339195909,Poland,2021-02-22
1 wk ahead inc case,2021-02-27,PL,quantile,0.05,39810.0999547868,Poland,2021-02-22
1 wk ahead inc case,2021-02-27,PL,quantile,0.1,42105.8496634695,Poland,2021-02-22
1 wk ahead inc case,2021-02-27,PL,quantile,0.15,43756.649406956,Poland,2021-02-22
1 wk ahead inc case,2021-02-27,PL,quantile,0.2,45131.996196824,Poland,2021-02-22
1 wk ahead inc case,2021-02-27,PL,quantile,0.25,46359.4255370038,Poland,2021-02-22
1 wk ahead inc case,2021-02-27,PL,quantile,0.3,47501.0707164812,Poland,2021-02-22
1 wk ahead inc case,2021-02-27,PL,quantile,0.35,48593.8226822086,Poland,2021-02-22
1 wk ahead inc case,2021-02-27,PL,quantile,0.4,49663.1071798269,Poland,2021-02-22
1 wk ahead inc case,2021-02-27,PL,quantile,0.45,50728.9221578785,Poland,2021-02-22
1 wk ahead inc case,2021-02-27,PL,quantile,0.5,51809.1,Poland,2021-02-22
1 wk ahead inc case,2021-02-27,PL,quantile,0.55,52921.5521610122,Poland,2021-02-22
1 wk ahead inc case,2021-02-27,PL,quantile,0.6,54086.3402972736,Poland,2021-02-22
1 wk ahead inc case,2021-02-27,PL,quantile,0.65,55328.2285565459,Poland,2021-02-22
1 wk ahead inc case,2021-02-27,PL,quantile,0.7,56680.6114386252,Poland,2021-02-22
1 wk ahead inc case,2021-02-27,PL,quantile,0.75,58192.6060784009,Poland,2021-02-22
1 wk ahead inc case,2021-02-27,PL,quantile,0.8,59943.7659849429,Poland,2021-02-22
1 wk ahead inc case,2021-02-27,PL,quantile,0.85,62079.9012687751,Poland,2021-02-22
1 wk ahead inc case,2021-02-27,PL,quantile,0.9,64922.9676941824,Poland,2021-02-22
1 wk ahead inc case,2021-02-27,PL,quantile,0.95,69485.2868454479,Poland,2021-02-22
1 wk ahead inc case,2021-02-27,PL,quantile,0.975,73816.6450907461,Poland,2021-02-22
1 wk ahead inc case,2021-02-27,PL,quantile,0.99,79345.4913681098,Poland,2021-02-22
2 wk ahead inc case,2021-03-06,PL,quantile,0.01,36731.4960889231,Poland,2021-02-22
2 wk ahead inc case,2021-03-06,PL,quantile,0.025,39266.7737218178,Poland,2021-02-22
2 wk ahead inc case,2021-03-06,PL,quantile,0.05,41609.2152690371,Poland,2021-02-22
2 wk ahead inc case,2021-03-06,PL,quantile,0.1,44514.1687812597,Poland,2021-02-22
2 wk ahead inc case,2021-03-06,PL,quantile,0.15,46608.7020298356,Poland,2021-02-22
2 wk ahead inc case,2021-03-06,PL,quantile,0.2,48356.7487063584,Poland,2021-02-22
2 wk ahead inc case,2021-03-06,PL,quantile,0.25,49918.7749244652,Poland,2021-02-22
2 wk ahead inc case,2021-03-06,PL,quantile,0.3,51373.0915955642,Poland,2021-02-22
2 wk ahead inc case,2021-03-06,PL,quantile,0.35,52766.2785851637,Poland,2021-02-22
2 wk ahead inc case,2021-03-06,PL,quantile,0.4,54130.5056616936,Poland,2021-02-22
2 wk ahead inc case,2021-03-06,PL,quantile,0.45,55491.1343317247,Poland,2021-02-22
2 wk ahead inc case,2021-03-06,PL,quantile,0.5,56870.835,Poland,2021-02-22
2 wk ahead inc case,2021-03-06,PL,quantile,0.55,58292.4301869712,Poland,2021-02-22
2 wk ahead inc case,2021-03-06,PL,quantile,0.6,59781.5293181651,Poland,2021-02-22
2 wk ahead inc case,2021-03-06,PL,quantile,0.65,61369.7866522077,Poland,2021-02-22
2 wk ahead inc case,2021-03-06,PL,quantile,0.7,63099.9242302702,Poland,2021-02-22
2 wk ahead inc case,2021-03-06,PL,quantile,0.75,65034.8080855631,Poland,2021-02-22
2 wk ahead inc case,2021-03-06,PL,quantile,0.8,67276.2814419697,Poland,2021-02-22
2 wk ahead inc case,2021-03-06,PL,quantile,0.85,70011.011514017,Poland,2021-02-22
2 wk ahead inc case,2021-03-06,PL,quantile,0.9,73651.1138581567,Poland,2021-02-22
2 wk ahead inc case,2021-03-06,PL,quantile,0.95,79491.9954983312,Poland,2021-02-22
2 wk ahead inc case,2021-03-06,PL,quantile,0.975,85035.4149597441,Poland,2021-02-22
2 wk ahead inc case,2021-03-06,PL,quantile,0.99,92107.5465310306,Poland,2021-02-22
3 wk ahead inc case,2021-03-13,PL,quantile,0.01,35233.2719755014,Poland,2021-02-22
