target,target_end_date,location,type,quantile,value,location_name,forecast_date
1 wk ahead inc case,2020-10-24,GM,quantile,0.01,32312.3982169808,Germany,2020-10-19
1 wk ahead inc case,2020-10-24,GM,quantile,0.025,34388.9834148701,Germany,2020-10-19
1 wk ahead inc case,2020-10-24,GM,quantile,0.05,36281.3931447859,Germany,2020-10-19
1 wk ahead inc case,2020-10-24,GM,quantile,0.1,38592.824860534,Germany,2020-10-19
1 wk ahead inc case,2020-10-24,GM,quantile,0.15,40234.9678554886,Germany,2020-10-19
1 wk ahead inc case,2020-10-24,GM,quantile,0.2,41589.7827938964,Germany,2020-10-19
1 wk ahead inc case,2020-10-24,GM,quantile,0.25,42788.3933910592,Germany,2020-10-19
1 wk ahead inc case,2020-10-24,GM,quantile,0.3,43894.1938912679,Germany,2020-10-19
1 wk ahead inc case,2020-10-24,GM,quantile,0.35,44944.3771375364,Germany,2020-10-19
1 wk ahead inc case,2020-10-24,GM,quantile,0.4,45964.1218950402,Germany,2020-10-19
1 wk ahead inc case,2020-10-24,GM,quantile,0.45,46972.7530810753,Germany,2020-10-19
1 wk ahead inc case,2020-10-24,GM,quantile,0.5,47987,Germany,2020-10-19
1 wk ahead inc case,2020-10-24,GM,quantile,0.55,49023.146780974,Germany,2020-10-19
1 wk ahead inc case,2020-10-24,GM,quantile,0.6,50098.9048427462,Germany,2020-10-19
1 wk ahead inc case,2020-10-24,GM,quantile,0.65,51235.600884027,Germany,2020-10-19
1 wk ahead inc case,2020-10-24,GM,quantile,0.7,52461.4297440851,Germany,2020-10-19
1 wk ahead inc case,2020-10-24,GM,quantile,0.75,53817.2150553605,Germany,2020-10-19
1 wk ahead inc case,2020-10-24,GM,quantile,0.8,55368.2182090634,Germany,2020-10-19
1 wk ahead inc case,2020-10-24,GM,quantile,0.85,57232.6086420838,Germany,2020-10-19
1 wk ahead inc case,2020-10-24,GM,quantile,0.9,59667.8832742005,Germany,2020-10-19
1 wk ahead inc case,2020-10-24,GM,quantile,0.95,63469.2322814218,Germany,2020-10-19
1 wk ahead inc case,2020-10-24,GM,quantile,0.975,66961.9145532599,Germany,2020-10-19
