target,target_end_date,location,type,quantile,value,location_name,forecast_date
1 wk ahead inc case,2021-01-16,PL,quantile,0.01,47639.1354128871,Poland,2021-01-11
1 wk ahead inc case,2021-01-16,PL,quantile,0.025,49741.753795103,Poland,2021-01-11
1 wk ahead inc case,2021-01-16,PL,quantile,0.05,51628.1043086986,Poland,2021-01-11
1 wk ahead inc case,2021-01-16,PL,quantile,0.1,53896.8261994367,Poland,2021-01-11
1 wk ahead inc case,2021-01-16,PL,quantile,0.15,55486.7868155285,Poland,2021-01-11
1 wk ahead inc case,2021-01-16,PL,quantile,0.2,56785.7772065999,Poland,2021-01-11
1 wk ahead inc case,2021-01-16,PL,quantile,0.25,57925.8490656096,Poland,2021-01-11
1 wk ahead inc case,2021-01-16,PL,quantile,0.3,58970.3450274581,Poland,2021-01-11
1 wk ahead inc case,2021-01-16,PL,quantile,0.35,59956.0657706083,Poland,2021-01-11
1 wk ahead inc case,2021-01-16,PL,quantile,0.4,60907.6000958119,Poland,2021-01-11
1 wk ahead inc case,2021-01-16,PL,quantile,0.45,61843.5000578889,Poland,2021-01-11
1 wk ahead inc case,2021-01-16,PL,quantile,0.5,62779.5,Poland,2021-01-11
1 wk ahead inc case,2021-01-16,PL,quantile,0.55,63730.5842088572,Poland,2021-01-11
1 wk ahead inc case,2021-01-16,PL,quantile,0.6,64712.7182671556,Poland,2021-01-11
1 wk ahead inc case,2021-01-16,PL,quantile,0.65,65744.7971188486,Poland,2021-01-11
1 wk ahead inc case,2021-01-16,PL,quantile,0.7,66851.4698254797,Poland,2021-01-11
1 wk ahead inc case,2021-01-16,PL,quantile,0.75,68068.0768212211,Poland,2021-01-11
1 wk ahead inc case,2021-01-16,PL,quantile,0.8,69450.7024711544,Poland,2021-01-11
1 wk ahead inc case,2021-01-16,PL,quantile,0.85,71100.3054700314,Poland,2021-01-11
1 wk ahead inc case,2021-01-16,PL,quantile,0.9,73235.6720271652,Poland,2021-01-11
1 wk ahead inc case,2021-01-16,PL,quantile,0.95,76527.9490023496,Poland,2021-01-11
1 wk ahead inc case,2021-01-16,PL,quantile,0.975,79512.2232920649,Poland,2021-01-11
1 wk ahead inc case,2021-01-16,PL,quantile,0.99,83140.1501346635,Poland,2021-01-11
2 wk ahead inc case,2021-01-23,PL,quantile,0.01,47163.4464049195,Poland,2021-01-11
2 wk ahead inc case,2021-01-23,PL,quantile,0.025,49981.0723252426,Poland,2021-01-11
2 wk ahead inc case,2021-01-23,PL,quantile,0.05,52541.2320691004,Poland,2021-01-11
2 wk ahead inc case,2021-01-23,PL,quantile,0.1,55659.7188916166,Poland,2021-01-11
2 wk ahead inc case,2021-01-23,PL,quantile,0.15,57870.1869902104,Poland,2021-01-11
2 wk ahead inc case,2021-01-23,PL,quantile,0.2,59691.0694866458,Poland,2021-01-11
2 wk ahead inc case,2021-01-23,PL,quantile,0.25,61300.0688951335,Poland,2021-01-11
2 wk ahead inc case,2021-01-23,PL,quantile,0.3,62782.9835589183,Poland,2021-01-11
2 wk ahead inc case,2021-01-23,PL,quantile,0.35,64190.0739271485,Poland,2021-01-11
2 wk ahead inc case,2021-01-23,PL,quantile,0.4,65555.3005849574,Poland,2021-01-11
2 wk ahead inc case,2021-01-23,PL,quantile,0.45,66904.6673778337,Poland,2021-01-11
2 wk ahead inc case,2021-01-23,PL,quantile,0.5,68260.625,Poland,2021-01-11
2 wk ahead inc case,2021-01-23,PL,quantile,0.55,69644.9667858125,Poland,2021-01-11
2 wk ahead inc case,2021-01-23,PL,quantile,0.6,71081.3377062685,Poland,2021-01-11
2 wk ahead inc case,2021-01-23,PL,quantile,0.65,72598.1529136711,Poland,2021-01-11
2 wk ahead inc case,2021-01-23,PL,quantile,0.7,74232.9245397937,Poland,2021-01-11
2 wk ahead inc case,2021-01-23,PL,quantile,0.75,76039.9138994942,Poland,2021-01-11
2 wk ahead inc case,2021-01-23,PL,quantile,0.8,78105.80886582,Poland,2021-01-11
2 wk ahead inc case,2021-01-23,PL,quantile,0.85,80587.5105207689,Poland,2021-01-11
2 wk ahead inc case,2021-01-23,PL,quantile,0.9,83826.8139046218,Poland,2021-01-11
2 wk ahead inc case,2021-01-23,PL,quantile,0.95,88878.9761220535,Poland,2021-01-11
2 wk ahead inc case,2021-01-23,PL,quantile,0.975,93517.457200362,Poland,2021-01-11
2 wk ahead inc case,2021-01-23,PL,quantile,0.99,99229.5067430761,Poland,2021-01-11
3 wk ahead inc case,2021-01-30,PL,quantile,0.01,44092.1820146345,Poland,2021-01-11
3 wk ahead inc case,2021-01-30,PL,quantile,0.025,47329.2400893089,Poland,2021-01-11
3 wk ahead inc case,2021-01-30,PL,quantile,0.05,50309.1253136602,Poland,2021-01-11
3 wk ahead inc case,2021-01-30,PL,quantile,0.1,53987.3572681342,Poland,2021-01-11
3 wk ahead inc case,2021-01-30,PL,quantile,0.15,56626.160749534,Poland,2021-01-11
3 wk ahead inc case,2021-01-30,PL,quantile,0.2,58819.2035876347,Poland,2021-01-11
3 wk ahead inc case,2021-01-30,PL,quantile,0.25,60771.3799209409,Poland,2021-01-11
3 wk ahead inc case,2021-01-30,PL,quantile,0.3,62582.3398173024,Poland,2021-01-11
3 wk ahead inc case,2021-01-30,PL,quantile,0.35,64311.0235950355,Poland,2021-01-11
3 wk ahead inc case,2021-01-30,PL,quantile,0.4,65997.7900334579,Poland,2021-01-11
3 wk ahead inc case,2021-01-30,PL,quantile,0.45,67674.0853466626,Poland,2021-01-11
3 wk ahead inc case,2021-01-30,PL,quantile,0.5,69367.625,Poland,2021-01-11
3 wk ahead inc case,2021-01-30,PL,quantile,0.55,71105.8997299495,Poland,2021-01-11
3 wk ahead inc case,2021-01-30,PL,quantile,0.6,72919.3353998507,Poland,2021-01-11
3 wk ahead inc case,2021-01-30,PL,quantile,0.65,74845.104120618,Poland,2021-01-11
3 wk ahead inc case,2021-01-30,PL,quantile,0.7,76932.9065994143,Poland,2021-01-11
3 wk ahead inc case,2021-01-30,PL,quantile,0.75,79255.324848885,Poland,2021-01-11
3 wk ahead inc case,2021-01-30,PL,quantile,0.8,81929.1760525532,Poland,2021-01-11
3 wk ahead inc case,2021-01-30,PL,quantile,0.85,85167.2290963086,Poland,2021-01-11
3 wk ahead inc case,2021-01-30,PL,quantile,0.9,89435.9172625211,Poland,2021-01-11
3 wk ahead inc case,2021-01-30,PL,quantile,0.95,96187.0042073134,Poland,2021-01-11
3 wk ahead inc case,2021-01-30,PL,quantile,0.975,102483.39359308,Poland,2021-01-11
3 wk ahead inc case,2021-01-30,PL,quantile,0.99,110362.904501832,Poland,2021-01-11
4 wk ahead inc case,2021-02-06,PL,quantile,0.01,43605.9168573121,Poland,2021-01-11
4 wk ahead inc case,2021-02-06,PL,quantile,0.025,47427.090462463,Poland,2021-01-11
4 wk ahead inc case,2021-02-06,PL,quantile,0.05,50990.4655522984,Poland,2021-01-11
4 wk ahead inc case,2021-02-06,PL,quantile,0.1,55447.8108074615,Poland,2021-01-11
4 wk ahead inc case,2021-02-06,PL,quantile,0.15,58684.7017894141,Poland,2021-01-11
4 wk ahead inc case,2021-02-06,PL,quantile,0.2,61399.1878923436,Poland,2021-01-11
4 wk ahead inc case,2021-02-06,PL,quantile,0.25,63833.8820754136,Poland,2021-01-11
4 wk ahead inc case,2021-02-06,PL,quantile,0.3,66107.7113582622,Poland,2021-01-11
4 wk ahead inc case,2021-02-06,PL,quantile,0.35,68291.7802249863,Poland,2021-01-11
4 wk ahead inc case,2021-02-06,PL,quantile,0.4,70435.5110829197,Poland,2021-01-11
