target,target_end_date,location,type,quantile,value,location_name,forecast_date
1 wk ahead inc death,2020-12-19,PL,quantile,0.01,1635.16935078614,Poland,2020-12-14
1 wk ahead inc death,2020-12-19,PL,quantile,0.025,1748.12641842069,Poland,2020-12-14
1 wk ahead inc death,2020-12-19,PL,quantile,0.05,1852.24200315086,Poland,2020-12-14
1 wk ahead inc death,2020-12-19,PL,quantile,0.1,1980.88792449407,Poland,2020-12-14
1 wk ahead inc death,2020-12-19,PL,quantile,0.15,2073.24245656221,Poland,2020-12-14
1 wk ahead inc death,2020-12-19,PL,quantile,0.2,2150.02170766631,Poland,2020-12-14
1 wk ahead inc death,2020-12-19,PL,quantile,0.25,2218.37991346191,Poland,2020-12-14
1 wk ahead inc death,2020-12-19,PL,quantile,0.3,2281.79771511794,Poland,2020-12-14
1 wk ahead inc death,2020-12-19,PL,quantile,0.35,2342.33410386127,Poland,2020-12-14
1 wk ahead inc death,2020-12-19,PL,quantile,0.4,2401.39884783945,Poland,2020-12-14
1 wk ahead inc death,2020-12-19,PL,quantile,0.45,2460.09004799249,Poland,2020-12-14
1 wk ahead inc death,2020-12-19,PL,quantile,0.5,2519.375,Poland,2020-12-14
1 wk ahead inc death,2020-12-19,PL,quantile,0.55,2580.21246438212,Poland,2020-12-14
1 wk ahead inc death,2020-12-19,PL,quantile,0.6,2643.66270808703,Poland,2020-12-14
1 wk ahead inc death,2020-12-19,PL,quantile,0.65,2711.02002516299,Poland,2020-12-14
1 wk ahead inc death,2020-12-19,PL,quantile,0.7,2784.01356107757,Poland,2020-12-14
1 wk ahead inc death,2020-12-19,PL,quantile,0.75,2865.16654870061,Poland,2020-12-14
1 wk ahead inc death,2020-12-19,PL,quantile,0.8,2958.53671447433,Poland,2020-12-14
1 wk ahead inc death,2020-12-19,PL,quantile,0.85,3071.50801675621,Poland,2020-12-14
1 wk ahead inc death,2020-12-19,PL,quantile,0.9,3220.2492392643,Poland,2020-12-14
1 wk ahead inc death,2020-12-19,PL,quantile,0.95,3455.00002833543,Poland,2020-12-14
1 wk ahead inc death,2020-12-19,PL,quantile,0.975,3673.34031658522,Poland,2020-12-14
1 wk ahead inc death,2020-12-19,PL,quantile,0.99,3945.68525333545,Poland,2020-12-14
2 wk ahead inc death,2020-12-26,PL,quantile,0.01,1303.06703950546,Poland,2020-12-14
2 wk ahead inc death,2020-12-26,PL,quantile,0.025,1416.24050412522,Poland,2020-12-14
2 wk ahead inc death,2020-12-26,PL,quantile,0.05,1521.96656970061,Poland,2020-12-14
2 wk ahead inc death,2020-12-26,PL,quantile,0.1,1654.37027551697,Poland,2020-12-14
2 wk ahead inc death,2020-12-26,PL,quantile,0.15,1750.56791266005,Poland,2020-12-14
