target,target_end_date,location,type,quantile,value,location_name,forecast_date
1 wk ahead inc death,2021-02-06,GM,quantile,0.01,5093.28869784428,Germany,2021-02-01
1 wk ahead inc death,2021-02-06,GM,quantile,0.025,5203.73856052855,Germany,2021-02-01
1 wk ahead inc death,2021-02-06,GM,quantile,0.05,5298.48854592271,Germany,2021-02-01
1 wk ahead inc death,2021-02-06,GM,quantile,0.1,5410.37479785716,Germany,2021-02-01
1 wk ahead inc death,2021-02-06,GM,quantile,0.15,5489.80924013978,Germany,2021-02-01
1 wk ahead inc death,2021-02-06,GM,quantile,0.2,5552.26775708484,Germany,2021-02-01
1 wk ahead inc death,2021-02-06,GM,quantile,0.25,5609.33388683576,Germany,2021-02-01
1 wk ahead inc death,2021-02-06,GM,quantile,0.3,5660.31776524469,Germany,2021-02-01
1 wk ahead inc death,2021-02-06,GM,quantile,0.35,5706.73573660144,Germany,2021-02-01
1 wk ahead inc death,2021-02-06,GM,quantile,0.4,5753.89649101572,Germany,2021-02-01
1 wk ahead inc death,2021-02-06,GM,quantile,0.45,5796.51579898677,Germany,2021-02-01
1 wk ahead inc death,2021-02-06,GM,quantile,0.5,5839.7849569847,Germany,2021-02-01
1 wk ahead inc death,2021-02-06,GM,point,,5839.7849569847,Germany,2021-02-01
1 wk ahead inc death,2021-02-06,GM,quantile,0.55,5885.15753288107,Germany,2021-02-01
1 wk ahead inc death,2021-02-06,GM,quantile,0.6,5930.57560594291,Germany,2021-02-01
1 wk ahead inc death,2021-02-06,GM,quantile,0.65,5980.47733337058,Germany,2021-02-01
1 wk ahead inc death,2021-02-06,GM,quantile,0.7,6032.90768833093,Germany,2021-02-01
1 wk ahead inc death,2021-02-06,GM,quantile,0.75,6090.75344595513,Germany,2021-02-01
1 wk ahead inc death,2021-02-06,GM,quantile,0.8,6154.60708113162,Germany,2021-02-01
1 wk ahead inc death,2021-02-06,GM,quantile,0.85,6234.24907415828,Germany,2021-02-01
1 wk ahead inc death,2021-02-06,GM,quantile,0.9,6335.59631425113,Germany,2021-02-01
1 wk ahead inc death,2021-02-06,GM,quantile,0.95,6492.1642316841,Germany,2021-02-01
1 wk ahead inc death,2021-02-06,GM,quantile,0.975,6636.35129437434,Germany,2021-02-01
1 wk ahead inc death,2021-02-06,GM,quantile,0.99,6824.48273059599,Germany,2021-02-01
2 wk ahead inc death,2021-02-13,GM,quantile,0.01,4091.97443644063,Germany,2021-02-01
2 wk ahead inc death,2021-02-13,GM,quantile,0.025,4180.86562733976,Germany,2021-02-01
2 wk ahead inc death,2021-02-13,GM,quantile,0.05,4257.16906067741,Germany,2021-02-01
2 wk ahead inc death,2021-02-13,GM,quantile,0.1,4346.62255739643,Germany,2021-02-01
2 wk ahead inc death,2021-02-13,GM,quantile,0.15,4409.93287553204,Germany,2021-02-01
2 wk ahead inc death,2021-02-13,GM,quantile,0.2,4461.06634365987,Germany,2021-02-01
