forecast_date,target,target_end_date,location,type,quantile,value
2020-12-13,1 wk ahead inc death,2020-12-19,GM01,point,NA,372.9
2020-12-13,1 wk ahead inc death,2020-12-19,GM01,quantile,0.010,304.0
2020-12-13,1 wk ahead inc death,2020-12-19,GM01,quantile,0.025,313.0
2020-12-13,1 wk ahead inc death,2020-12-19,GM01,quantile,0.050,322.0
2020-12-13,1 wk ahead inc death,2020-12-19,GM01,quantile,0.100,331.0
2020-12-13,1 wk ahead inc death,2020-12-19,GM01,quantile,0.150,336.9
2020-12-13,1 wk ahead inc death,2020-12-19,GM01,quantile,0.200,343.0
2020-12-13,1 wk ahead inc death,2020-12-19,GM01,quantile,0.250,349.0
2020-12-13,1 wk ahead inc death,2020-12-19,GM01,quantile,0.300,353.0
2020-12-13,1 wk ahead inc death,2020-12-19,GM01,quantile,0.350,357.0
2020-12-13,1 wk ahead inc death,2020-12-19,GM01,quantile,0.400,361.0
2020-12-13,1 wk ahead inc death,2020-12-19,GM01,quantile,0.450,366.0
2020-12-13,1 wk ahead inc death,2020-12-19,GM01,quantile,0.500,369.0
2020-12-13,1 wk ahead inc death,2020-12-19,GM01,quantile,0.550,373.5
2020-12-13,1 wk ahead inc death,2020-12-19,GM01,quantile,0.600,379.0
2020-12-13,1 wk ahead inc death,2020-12-19,GM01,quantile,0.650,383.0
2020-12-13,1 wk ahead inc death,2020-12-19,GM01,quantile,0.700,388.3
2020-12-13,1 wk ahead inc death,2020-12-19,GM01,quantile,0.750,393.0
2020-12-13,1 wk ahead inc death,2020-12-19,GM01,quantile,0.800,401.0
2020-12-13,1 wk ahead inc death,2020-12-19,GM01,quantile,0.850,407.2
2020-12-13,1 wk ahead inc death,2020-12-19,GM01,quantile,0.900,417.0
2020-12-13,1 wk ahead inc death,2020-12-19,GM01,quantile,0.950,430.0
2020-12-13,1 wk ahead inc death,2020-12-19,GM01,quantile,0.975,441.0
2020-12-13,1 wk ahead inc death,2020-12-19,GM01,quantile,0.990,452.0
2020-12-13,2 wk ahead inc death,2020-12-26,GM01,point,NA,412.6
2020-12-13,2 wk ahead inc death,2020-12-26,GM01,quantile,0.010,266.0
2020-12-13,2 wk ahead inc death,2020-12-26,GM01,quantile,0.025,288.0
2020-12-13,2 wk ahead inc death,2020-12-26,GM01,quantile,0.050,302.0
2020-12-13,2 wk ahead inc death,2020-12-26,GM01,quantile,0.100,323.0
2020-12-13,2 wk ahead inc death,2020-12-26,GM01,quantile,0.150,337.0
2020-12-13,2 wk ahead inc death,2020-12-26,GM01,quantile,0.200,347.8
2020-12-13,2 wk ahead inc death,2020-12-26,GM01,quantile,0.250,359.0
2020-12-13,2 wk ahead inc death,2020-12-26,GM01,quantile,0.300,370.0
2020-12-13,2 wk ahead inc death,2020-12-26,GM01,quantile,0.350,378.0
2020-12-13,2 wk ahead inc death,2020-12-26,GM01,quantile,0.400,386.0
2020-12-13,2 wk ahead inc death,2020-12-26,GM01,quantile,0.450,394.0
2020-12-13,2 wk ahead inc death,2020-12-26,GM01,quantile,0.500,404.0
2020-12-13,2 wk ahead inc death,2020-12-26,GM01,quantile,0.550,413.0
2020-12-13,2 wk ahead inc death,2020-12-26,GM01,quantile,0.600,425.4
2020-12-13,2 wk ahead inc death,2020-12-26,GM01,quantile,0.650,435.0
2020-12-13,2 wk ahead inc death,2020-12-26,GM01,quantile,0.700,447.3
2020-12-13,2 wk ahead inc death,2020-12-26,GM01,quantile,0.750,461.0
2020-12-13,2 wk ahead inc death,2020-12-26,GM01,quantile,0.800,474.0
2020-12-13,2 wk ahead inc death,2020-12-26,GM01,quantile,0.850,490.2
2020-12-13,2 wk ahead inc death,2020-12-26,GM01,quantile,0.900,510.0
2020-12-13,2 wk ahead inc death,2020-12-26,GM01,quantile,0.950,545.0
2020-12-13,2 wk ahead inc death,2020-12-26,GM01,quantile,0.975,569.1
2020-12-13,2 wk ahead inc death,2020-12-26,GM01,quantile,0.990,608.0
2020-12-13,3 wk ahead inc death,2021-01-02,GM01,point,NA,466.7
2020-12-13,3 wk ahead inc death,2021-01-02,GM01,quantile,0.010,233.0
2020-12-13,3 wk ahead inc death,2021-01-02,GM01,quantile,0.025,267.0
2020-12-13,3 wk ahead inc death,2021-01-02,GM01,quantile,0.050,295.0
2020-12-13,3 wk ahead inc death,2021-01-02,GM01,quantile,0.100,319.0
2020-12-13,3 wk ahead inc death,2021-01-02,GM01,quantile,0.150,340.0
2020-12-13,3 wk ahead inc death,2021-01-02,GM01,quantile,0.200,359.0
2020-12-13,3 wk ahead inc death,2021-01-02,GM01,quantile,0.250,375.8
2020-12-13,3 wk ahead inc death,2021-01-02,GM01,quantile,0.300,391.0
2020-12-13,3 wk ahead inc death,2021-01-02,GM01,quantile,0.350,405.0
2020-12-13,3 wk ahead inc death,2021-01-02,GM01,quantile,0.400,417.6
2020-12-13,3 wk ahead inc death,2021-01-02,GM01,quantile,0.450,434.6
2020-12-13,3 wk ahead inc death,2021-01-02,GM01,quantile,0.500,450.0
2020-12-13,3 wk ahead inc death,2021-01-02,GM01,quantile,0.550,467.0
2020-12-13,3 wk ahead inc death,2021-01-02,GM01,quantile,0.600,488.0
2020-12-13,3 wk ahead inc death,2021-01-02,GM01,quantile,0.650,508.4
2020-12-13,3 wk ahead inc death,2021-01-02,GM01,quantile,0.700,525.0
2020-12-13,3 wk ahead inc death,2021-01-02,GM01,quantile,0.750,549.0
2020-12-13,3 wk ahead inc death,2021-01-02,GM01,quantile,0.800,571.0
2020-12-13,3 wk ahead inc death,2021-01-02,GM01,quantile,0.850,603.2
2020-12-13,3 wk ahead inc death,2021-01-02,GM01,quantile,0.900,637.1
2020-12-13,3 wk ahead inc death,2021-01-02,GM01,quantile,0.950,691.0
2020-12-13,3 wk ahead inc death,2021-01-02,GM01,quantile,0.975,752.2
2020-12-13,3 wk ahead inc death,2021-01-02,GM01,quantile,0.990,828.1
2020-12-13,4 wk ahead inc death,2021-01-09,GM01,point,NA,534.8
2020-12-13,4 wk ahead inc death,2021-01-09,GM01,quantile,0.010,216.9
2020-12-13,4 wk ahead inc death,2021-01-09,GM01,quantile,0.025,262.0
2020-12-13,4 wk ahead inc death,2021-01-09,GM01,quantile,0.050,287.0
2020-12-13,4 wk ahead inc death,2021-01-09,GM01,quantile,0.100,327.0
2020-12-13,4 wk ahead inc death,2021-01-09,GM01,quantile,0.150,350.9
2020-12-13,4 wk ahead inc death,2021-01-09,GM01,quantile,0.200,374.8
2020-12-13,4 wk ahead inc death,2021-01-09,GM01,quantile,0.250,397.8
2020-12-13,4 wk ahead inc death,2021-01-09,GM01,quantile,0.300,422.0
2020-12-13,4 wk ahead inc death,2021-01-09,GM01,quantile,0.350,446.0
2020-12-13,4 wk ahead inc death,2021-01-09,GM01,quantile,0.400,461.6
2020-12-13,4 wk ahead inc death,2021-01-09,GM01,quantile,0.450,481.0
2020-12-13,4 wk ahead inc death,2021-01-09,GM01,quantile,0.500,510.0
2020-12-13,4 wk ahead inc death,2021-01-09,GM01,quantile,0.550,541.4
2020-12-13,4 wk ahead inc death,2021-01-09,GM01,quantile,0.600,564.0
2020-12-13,4 wk ahead inc death,2021-01-09,GM01,quantile,0.650,596.4
2020-12-13,4 wk ahead inc death,2021-01-09,GM01,quantile,0.700,627.3
2020-12-13,4 wk ahead inc death,2021-01-09,GM01,quantile,0.750,654.3
2020-12-13,4 wk ahead inc death,2021-01-09,GM01,quantile,0.800,691.0
2020-12-13,4 wk ahead inc death,2021-01-09,GM01,quantile,0.850,744.2
2020-12-13,4 wk ahead inc death,2021-01-09,GM01,quantile,0.900,797.3
2020-12-13,4 wk ahead inc death,2021-01-09,GM01,quantile,0.950,914.2
2020-12-13,4 wk ahead inc death,2021-01-09,GM01,quantile,0.975,1034.0
2020-12-13,4 wk ahead inc death,2021-01-09,GM01,quantile,0.990,1167.0
2020-12-13,1 wk ahead cum death,2020-12-19,GM01,point,NA,3725.9
2020-12-13,1 wk ahead cum death,2020-12-19,GM01,quantile,0.010,3657.0
2020-12-13,1 wk ahead cum death,2020-12-19,GM01,quantile,0.025,3666.0
2020-12-13,1 wk ahead cum death,2020-12-19,GM01,quantile,0.050,3675.0
2020-12-13,1 wk ahead cum death,2020-12-19,GM01,quantile,0.100,3684.0
2020-12-13,1 wk ahead cum death,2020-12-19,GM01,quantile,0.150,3689.8
2020-12-13,1 wk ahead cum death,2020-12-19,GM01,quantile,0.200,3696.0
2020-12-13,1 wk ahead cum death,2020-12-19,GM01,quantile,0.250,3702.0
2020-12-13,1 wk ahead cum death,2020-12-19,GM01,quantile,0.300,3706.0
2020-12-13,1 wk ahead cum death,2020-12-19,GM01,quantile,0.350,3710.0
2020-12-13,1 wk ahead cum death,2020-12-19,GM01,quantile,0.400,3714.0
2020-12-13,1 wk ahead cum death,2020-12-19,GM01,quantile,0.450,3719.0
2020-12-13,1 wk ahead cum death,2020-12-19,GM01,quantile,0.500,3722.0
2020-12-13,1 wk ahead cum death,2020-12-19,GM01,quantile,0.550,3726.4
2020-12-13,1 wk ahead cum death,2020-12-19,GM01,quantile,0.600,3732.0
2020-12-13,1 wk ahead cum death,2020-12-19,GM01,quantile,0.650,3736.0
2020-12-13,1 wk ahead cum death,2020-12-19,GM01,quantile,0.700,3741.3
2020-12-13,1 wk ahead cum death,2020-12-19,GM01,quantile,0.750,3746.0
2020-12-13,1 wk ahead cum death,2020-12-19,GM01,quantile,0.800,3754.0
2020-12-13,1 wk ahead cum death,2020-12-19,GM01,quantile,0.850,3760.2
2020-12-13,1 wk ahead cum death,2020-12-19,GM01,quantile,0.900,3770.0
2020-12-13,1 wk ahead cum death,2020-12-19,GM01,quantile,0.950,3783.1
2020-12-13,1 wk ahead cum death,2020-12-19,GM01,quantile,0.975,3794.0
2020-12-13,1 wk ahead cum death,2020-12-19,GM01,quantile,0.990,3805.0
2020-12-13,2 wk ahead cum death,2020-12-26,GM01,point,NA,4138.5
2020-12-13,2 wk ahead cum death,2020-12-26,GM01,quantile,0.010,3923.0
2020-12-13,2 wk ahead cum death,2020-12-26,GM01,quantile,0.025,3951.0
2020-12-13,2 wk ahead cum death,2020-12-26,GM01,quantile,0.050,3975.0
2020-12-13,2 wk ahead cum death,2020-12-26,GM01,quantile,0.100,4006.0
2020-12-13,2 wk ahead cum death,2020-12-26,GM01,quantile,0.150,4029.0
2020-12-13,2 wk ahead cum death,2020-12-26,GM01,quantile,0.200,4044.0
2020-12-13,2 wk ahead cum death,2020-12-26,GM01,quantile,0.250,4060.8
2020-12-13,2 wk ahead cum death,2020-12-26,GM01,quantile,0.300,4075.7
2020-12-13,2 wk ahead cum death,2020-12-26,GM01,quantile,0.350,4089.0
2020-12-13,2 wk ahead cum death,2020-12-26,GM01,quantile,0.400,4100.0
2020-12-13,2 wk ahead cum death,2020-12-26,GM01,quantile,0.450,4112.0
2020-12-13,2 wk ahead cum death,2020-12-26,GM01,quantile,0.500,4126.0
2020-12-13,2 wk ahead cum death,2020-12-26,GM01,quantile,0.550,4138.0
2020-12-13,2 wk ahead cum death,2020-12-26,GM01,quantile,0.600,4157.0
2020-12-13,2 wk ahead cum death,2020-12-26,GM01,quantile,0.650,4171.0
2020-12-13,2 wk ahead cum death,2020-12-26,GM01,quantile,0.700,4189.0
2020-12-13,2 wk ahead cum death,2020-12-26,GM01,quantile,0.750,4206.2
2020-12-13,2 wk ahead cum death,2020-12-26,GM01,quantile,0.800,4224.0
2020-12-13,2 wk ahead cum death,2020-12-26,GM01,quantile,0.850,4252.1
2020-12-13,2 wk ahead cum death,2020-12-26,GM01,quantile,0.900,4278.1
2020-12-13,2 wk ahead cum death,2020-12-26,GM01,quantile,0.950,4329.0
2020-12-13,2 wk ahead cum death,2020-12-26,GM01,quantile,0.975,4365.0
2020-12-13,2 wk ahead cum death,2020-12-26,GM01,quantile,0.990,4410.0
